"","Date.Submitted","Activity.Type","Calories.Burned","Distance..km.","Workout.Time..seconds.","Avg.Pace..min.km.","Max.Pace..min.km.","Avg.Speed..km.h.","Max.Speed..km.h.","Avg.Heart.Rate","Steps","Notes","Source","Link","Workout.Date","change"
"26","Jan. 8, 2024","Hike",0,0.970526164608,1242,21.3286283106657,5.37194658196135,2.81311721856,11.16913704192,NA,1440,"b'Spacer poor 87 nie popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705792192","Jan. 8, 2024",1
"27","Jan. 8, 2024","Hike",0,0.336434972544,601,29.7729385389326,7.17267408335322,2.01525274368,8.36506433664,NA,499,"b'Zakupy poor 83 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705702390","Jan. 8, 2024",1
"28","Jan. 8, 2024","Hike",0,0.635612022144,431,11.3014371072934,8.06142129961028,5.3090649216,7.44287803776,NA,943,"b'Uczelnia poor 80 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705671373","Jan. 8, 2024",1
"29","Jan. 8, 2024","Hike",0,0.881202744576,489,9.24873737373737,6.10309542273125,6.48737831808,9.83108016,NA,1307,"b'Uczelnia poor 73 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705545193","Jan. 8, 2024",1
"30","Jan. 8, 2024","Hike",0,0.378110544768,273,12.0335366459874,8.84229847689493,4.9860695808,6.78557366784,NA,561,"b'Uczelnia poor 73 nie popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705410877","Jan. 8, 2024",1
"31","Jan. 8, 2024","Hike",0,0.33453433728,229,11.4088721864312,7.87799252366181,5.25906260352,7.61617219968,NA,496,"b'Uczelnia poor 72 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705395154","Jan. 8, 2024",1
"32","Jan. 8, 2024","Hike",0,0.46621086336,274,9.79529547442933,7.30521255865744,6.1254046656,8.21335147776,NA,692,"b'Uczelnia poor 71 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705249042","Jan. 8, 2024",1
"33","Jan. 7, 2024","Hike",0,0.923921171712,929,16.7583189175217,3.75328083989501,3.5803075968,15.986016288,NA,1371,"b'Spacer poor 64 nie wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7704397318","Jan. 7, 2024",1
"34","Jan. 6, 2024","Hike",0,0.357116652288,536,25.0151614570906,6.82451980434264,2.39855020416,8.79183017856,NA,530,"b'Spotkanie fair 29 nie wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7702752226","Jan. 6, 2024",1
"35","Jan. 4, 2024","Hike",0,0.368383669632,241,10.9035109957846,2.23806097391235,5.5028299392,26.8089351552,NA,547,"b'Zakupy fair 34 tak wieczr '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7699564261","Jan. 4, 2024",1
"36","Jan. 4, 2024","Hike",0,0.330547992192,541,27.2780710649805,8.42044957448501,2.199570912,7.1255314944,NA,490,"b'Zakupy fair 35 nie wieczr '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7699548550","Jan. 4, 2024",1
"37","Jan. 4, 2024","Hike",0,0.767183940864,646,14.0340411993955,7.73047900262467,4.27531889664,7.76147986944,NA,1138,"b'Uczelnia fair 42 nie wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7699519252","Jan. 4, 2024",1
"38","Jan. 4, 2024","Hike",0,0.237727467648,153,10.7266066173546,7.66573212439354,5.59356475392,7.827044544,NA,353,"b'Uczelnia poor 51 tak popoudnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7699193824","Jan. 4, 2024",1
"39","Jan. 4, 2024","Hike",0,0.70411214016,451,10.6754056311143,7.85661735464885,5.62040861184,7.63685227008,NA,1045,"b'Spotkanie poor 51 tak popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7699128226","Jan. 4, 2024",1
"40","Jan. 4, 2024","Hike",0,5.94831245184,514,1.44018308080808,1.59208348246242,41.6612490624,37.6864912512,NA,8825,"b'Uczelnia poor 52 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7698780346","Jan. 4, 2024",1
"41","Jan. 3, 2024","Hike",0,0.480571039872,2277,78.9688220790583,6.985703491609,0.75979544256,8.58895627392,NA,713,"b'Zakupy poor 61 nie wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7697836489","Jan. 3, 2024",1
"42","Jan. 3, 2024","Hike",0,6.83353211904,1049,2.55845860176569,2.11542094170047,23.4516826368,28.3632395904,NA,10139,"b'Uczelnia poor 53 tak popoudnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7697441623","Jan. 3, 2024",1
"43","Jan. 3, 2024","Hike",0,0.638100067968,447,11.6753161536626,6.35345830350752,5.13905382144,9.44366277888,NA,947,"b'Uczelnia poor 55 nie popoudnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7697184013","Jan. 3, 2024",1
"44","Jan. 3, 2024","Hike",0,5.81060088576,546,1.56609773920305,2.33987885747236,38.3117213952,25.6423216896,NA,8621,"b'Uczelnia poor 69 tak rano '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7697085061","Jan. 3, 2024",1
"45","Dec. 30, 2023","Hike",0,0.414808416,394,15.8305495903921,6.56665075956415,3.79013386752,9.13703446656,NA,615,"b'Spotkanie fair 47 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7690784092","Dec. 30, 2023",1
"46","Dec. 28, 2023","Hike",0,0.40375222272,329,13.5809373260161,9.58688757655293,4.41795505536,6.25856178816,NA,599,"b'Spotkanie poor 56 tak wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7688581534","Dec. 28, 2023",1
"47","Dec. 27, 2023","Hike",0,5.66736926976,586,1.72331707826294,1.55313593613298,34.816548096,38.631498048,NA,8408,"b'Spotkanie fair 46 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7687063081","Dec. 27, 2023",1
"48","Dec. 27, 2023","Hike",0,1.97427884544,1410,11.9031108327368,1.24553855483974,5.0407068096,48.1718502144,NA,2929,"b'Hobby fair 27 tak wieczr '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7687003624","Dec. 25, 2023",1
"49","Dec. 24, 2023","Hike",0,0.352661988096,363,17.1551886980037,8.77345054879504,3.49747466112,6.8388268608,NA,523,"b'Spacer fair 35 nie wieczr'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7683802603","Dec. 24, 2023",1
"50","Dec. 24, 2023","Hike",0,0.546901762176,561,17.0962827089796,8.7911596277738,3.50952864768,6.82505087616,NA,811,"b'Spotkanie fair 47 tak popoudnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7683402511","Dec. 24, 2023",1
"51","Dec. 23, 2023","Hike",0,0.371537983872,305,13.6818480076354,9.67593006840054,4.38536583936,6.2009633664,NA,551,"b'Spotkanie excellent 19 tak wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7682529970","Dec. 23, 2023",1
"52","Dec. 23, 2023","Hike",0,0.55247170176,348,10.4982527042074,6.98396365227074,5.71523116032,8.59112888832,NA,820,"b'Praca fair 42 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7682323135","Dec. 23, 2023",1
"53","Dec. 23, 2023","Hike",0,13.11708701952,435,0.552714025093454,2.38023070269625,108.5552417664,25.2076378752,NA,19461,"b'Praca fair 29 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7681704691","Dec. 22, 2023",1
"54","Dec. 21, 2023","Hike",0,13.42685355264,674,0.836632814364114,2.06973151793526,71.7160701312,28.9892744064,NA,19921,"b'Praca poor 55 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7679680009","Dec. 21, 2023",1
"55","Dec. 21, 2023","Hike",0,13.16726636544,653,0.826541746202179,2.03131213711922,72.5913923328,29.5375779072,NA,19536,"b'Praca fair 27 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7679323744","Dec. 20, 2023",1
"56","Dec. 20, 2023","Hike",0,6.55693416576,801,2.03601591704446,2.38169092499801,29.4693417216,25.1921881728,NA,9728,"b'Uczelnia poor 56 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7678426234","Dec. 20, 2023",1
"57","Dec. 20, 2023","Hike",0,0.649854716544,427,10.9511701662292,8.12231567644954,5.47886680704,7.3870498944,NA,964,"b'Uczelnia poor 56 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7678181221","Dec. 20, 2023",1
"58","Dec. 20, 2023","Hike",0,5.94987351552,1425,3.99168853893263,2.6378077030144,15.03124077312,22.7461462272,NA,8827,"b'Uczelnia poor 56 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7678125172","Dec. 20, 2023",1
"59","Dec. 19, 2023","Hike",0,0.769134465792,489,10.5963050783425,6.06887651117474,5.66234811648,9.88650596736,NA,1141,"b'Spacer poor 58 nie wieczr '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7677521932","Dec. 19, 2023",1
"60","Dec. 19, 2023","Hike",0,0.413377709184,436,17.5787774397518,5.97992722500597,3.41320940928,10.03356782208,NA,613,"b'Hobby poor 58 nie popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7677143323","Dec. 19, 2023",1
"61","Dec. 19, 2023","Hike",0,1.604501483904,1076,11.1768521832498,1.24903687465203,5.36822440704,48.0369871872,NA,2381,"b'Hobby poor 54 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7677040603","Dec. 19, 2023",1
"62","Dec. 19, 2023","Hike",0,2.45358976896,1489,10.1144317187624,1.25528786884594,5.9321224512,47.7978386688,NA,3640,"b'Uczelnia poor 53 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7676838133","Dec. 19, 2023",1
"63","Dec. 18, 2023","Hike",0,0.627850156032,2580,68.487532808399,3.06240306609401,0.87607054656,19.5924757248,NA,932,"b'Zakupy poor 62 nie popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7675843147","Dec. 18, 2023",1
"64","Dec. 18, 2023","Hike",0,3.45918836736,2890,13.9242449097272,1.35701254672711,4.30903465344,44.2147951872,NA,5132,"b'Uczelnia poor 63 tak popoudnie '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7675791160","Dec. 18, 2023",1
"65","Dec. 18, 2023","Hike",0,6.00624883584,626,1.737080450171,2.82784165473634,34.5407065344,21.217591296,NA,8911,"b'Uczelnia poor 60 tak popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7675710190","Dec. 18, 2023",1
"66","Dec. 17, 2023","Hike",0,0.689114663424,616,14.8983685277977,4.22452875208781,4.02728679936,14.20276657536,NA,1022,"b'Spacer poor 56 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7675072486","Dec. 17, 2023",1
"67","Dec. 16, 2023","Hike",0,0.4521854304,331,12.2000019883878,2.6917427225006,4.91802651648,22.2903800064,NA,671,"b'Praca poor 62 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7672927426","Dec. 16, 2023",1
"68","Dec. 15, 2023","Hike",0,13.53173450112,1025,1.26246470611628,1.65826572814762,47.5260204672,36.1823983488,NA,20076,"b'Praca poor 71 tak wieczr '","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7672499662","Dec. 15, 2023",1
"69","Dec. 15, 2023","Hike",0,13.01883656832,430,0.550484545255707,2.45708189175217,108.9949145472,24.4192202496,NA,19315,"b'Praca poor 83 tak popoudnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7671854923","Dec. 15, 2023",1
"70","Sept. 18, 2022","Run",0,0,9,0,0,0,0,0,0,"b''","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/6853538563","Sept. 18, 2022",1
"71","Sept. 18, 2022","Run",0,0,21,0,0,0,0,0,0,"b''","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/6853537177","Sept. 18, 2022",1
"72","March 8, 2021","Run",0,3.00466134144,1037,5.75218846933906,1.24595487353854,10.43081829504,48.1557567744,NA,2887,"b''","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/5549282242","March 8, 2021",1
"73","March 8, 2021","Run",0,3.0096342144,1239,6.86130497892309,1.24412182852143,8.74470858624,48.2268897792,NA,3370,"b''","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/5549254723","March 8, 2021",1
