"person","app","date","liczba"
"a","ig",2021-04-18,7
"a","ig",2021-04-20,14
"a","ig",2021-04-21,11
"a","ig",2021-04-22,42
"a","ig",2021-04-23,5
"a","ig",2021-04-24,40
"a","ig",2021-04-25,4
"a","ig",2021-04-26,5
"a","ig",2021-04-27,7
"a","ig",2021-04-28,1
"a","ig",2021-04-29,6
"a","ig",2021-04-30,16
"a","ig",2021-05-01,1
"a","ig",2021-05-02,19
"a","ig",2021-05-03,2
"a","ig",2021-05-04,2
"a","ig",2021-05-05,1
"a","ig",2021-05-06,1
"a","ig",2021-05-07,22
"a","ig",2021-05-08,14
"a","ig",2021-05-09,7
"a","ig",2021-05-10,28
"a","ig",2021-05-11,15
"a","ig",2021-05-12,4
"a","ig",2021-05-13,1
"a","ig",2021-05-14,27
"a","ig",2021-05-16,6
"a","ig",2021-05-18,1
"a","ig",2021-05-19,2
"a","ig",2021-05-22,9
"a","ig",2021-05-24,9
"a","ig",2021-05-26,1
"a","ig",2021-05-27,3
"a","ig",2021-05-28,247
"a","ig",2021-05-29,258
"a","ig",2021-05-30,45
"a","ig",2021-05-31,10
"a","ig",2021-06-01,8
"a","ig",2021-06-03,2
"a","ig",2021-06-05,1
"a","ig",2021-06-07,11
"a","ig",2021-06-08,1
"a","ig",2021-06-10,1
"a","ig",2021-06-13,2
"a","ig",2021-06-15,1
"a","ig",2021-06-18,3
"a","ig",2021-06-19,6
"a","ig",2021-06-21,4
"a","ig",2021-06-22,2
"a","ig",2021-06-29,35
"a","ig",2021-06-30,20
"a","ig",2021-07-01,5
"a","ig",2021-07-02,15
"a","ig",2021-07-03,4
"a","ig",2021-07-04,3
"a","ig",2021-07-07,1
"a","ig",2021-07-08,1
"a","ig",2021-07-09,46
"a","ig",2021-07-10,1
"a","ig",2021-07-12,27
"a","ig",2021-07-13,7
"a","ig",2021-07-14,3
"a","ig",2021-07-16,4
"a","ig",2021-07-17,4
"a","ig",2021-07-19,7
"a","ig",2021-07-20,1
"a","ig",2021-07-21,2
"a","ig",2021-07-22,3
"a","ig",2021-07-23,8
"a","ig",2021-07-24,13
"a","ig",2021-07-26,23
"a","ig",2021-07-27,1
"a","ig",2021-07-28,4
"a","ig",2021-07-29,5
"a","ig",2021-07-30,6
"a","ig",2021-07-31,4
"a","ig",2021-08-02,6
"a","ig",2021-08-03,30
"a","ig",2021-08-04,100
"a","ig",2021-08-05,63
"a","ig",2021-08-06,172
"a","ig",2021-08-07,278
"a","ig",2021-08-08,286
"a","ig",2021-08-09,125
"a","ig",2021-08-10,81
"a","ig",2021-08-11,261
"a","ig",2021-08-12,457
"a","ig",2021-08-13,133
"a","ig",2021-08-14,25
"a","ig",2021-08-15,65
"a","ig",2021-08-16,55
"a","ig",2021-08-17,371
"a","ig",2021-08-18,136
"a","ig",2021-08-19,19
"a","ig",2021-08-20,25
"a","ig",2021-08-21,285
"a","ig",2021-08-23,129
"a","ig",2021-08-24,121
"a","ig",2021-08-25,13
"a","ig",2021-08-27,3
"a","ig",2021-08-28,4
"a","ig",2021-08-29,8
"a","ig",2021-08-30,22
"a","ig",2021-08-31,4
"a","ig",2021-09-01,14
"a","ig",2021-09-02,6
"a","ig",2021-09-03,354
"a","ig",2021-09-04,31
"a","ig",2021-09-05,45
"a","ig",2021-09-06,10
"a","ig",2021-09-07,1
"a","ig",2021-09-08,240
"a","ig",2021-09-09,30
"a","ig",2021-09-10,12
"a","ig",2021-09-11,20
"a","ig",2021-09-12,2
"a","ig",2021-09-13,99
"a","ig",2021-09-14,16
"a","ig",2021-09-15,180
"a","ig",2021-09-16,451
"a","ig",2021-09-17,163
"a","ig",2021-09-18,84
"a","ig",2021-09-19,24
"a","ig",2021-09-20,153
"a","ig",2021-09-21,275
"a","ig",2021-09-22,38
"a","ig",2021-09-23,17
"a","ig",2021-09-24,9
"a","ig",2021-09-25,13
"a","ig",2021-09-26,4
"a","ig",2021-09-28,3
"a","ig",2021-09-29,2
"a","ig",2021-09-30,8
"a","ig",2021-10-01,9
"a","ig",2021-10-02,3
"a","ig",2021-10-03,2
"a","ig",2021-10-04,1
"a","ig",2021-10-05,157
"a","ig",2021-10-06,22
"a","ig",2021-10-09,6
"a","ig",2021-10-10,16
"a","ig",2021-10-11,15
"a","ig",2021-10-12,4
"a","ig",2021-10-13,20
"a","ig",2021-10-14,28
"a","ig",2021-10-15,20
"a","ig",2021-10-16,17
"a","ig",2021-10-17,5
"a","ig",2021-10-18,19
"a","ig",2021-10-19,14
"a","ig",2021-10-20,64
"a","ig",2021-10-21,34
"a","ig",2021-10-22,58
"a","ig",2021-10-23,56
"a","ig",2021-10-24,2
"a","ig",2021-10-25,102
"a","ig",2021-10-26,37
"a","ig",2021-10-27,17
"a","ig",2021-10-28,17
"a","ig",2021-10-29,25
"a","ig",2021-10-30,11
"a","ig",2021-10-31,18
"a","ig",2021-11-01,8
"a","ig",2021-11-02,18
"a","ig",2021-11-03,46
"a","ig",2021-11-04,53
"a","ig",2021-11-05,127
"a","ig",2021-11-06,95
"a","ig",2021-11-07,9
"a","ig",2021-11-08,2
"a","ig",2021-11-09,14
"a","ig",2021-11-10,56
"a","ig",2021-11-11,33
"a","ig",2021-11-12,19
"a","ig",2021-11-13,3
"a","ig",2021-11-15,118
"a","ig",2021-11-17,2
"a","ig",2021-11-18,25
"a","ig",2021-11-19,23
"a","ig",2021-11-20,43
"a","ig",2021-11-21,4
"a","ig",2021-11-22,128
"a","ig",2021-11-23,17
"a","ig",2021-11-24,8
"a","ig",2021-11-25,7
"a","ig",2021-11-26,21
"a","ig",2021-11-27,30
"a","ig",2021-11-28,2
"a","ig",2021-11-29,45
"a","ig",2021-11-30,5
"a","ig",2021-12-01,22
"a","ig",2021-12-02,33
"a","ig",2021-12-03,19
"a","ig",2021-12-04,49
"a","ig",2021-12-05,11
"a","ig",2021-12-06,15
"a","ig",2021-12-07,16
"a","ig",2021-12-10,33
"a","ig",2021-12-11,31
"a","ig",2021-12-12,10
"a","ig",2021-12-13,53
"a","ig",2021-12-14,12
"a","ig",2021-12-15,8
"a","ig",2021-12-16,27
"a","ig",2021-12-17,41
"a","ig",2021-12-18,49
"a","ig",2021-12-19,2
"a","ig",2021-12-21,4
"a","ig",2021-12-22,16
"a","ig",2021-12-23,7
"a","ig",2021-12-24,9
"a","ig",2021-12-25,10
"a","ig",2021-12-26,4
"a","ig",2021-12-27,2
"a","ig",2021-12-31,3
"a","ig",2022-01-01,2
"a","ig",2022-01-02,6
"a","ig",2022-01-03,3
"a","ig",2022-01-04,11
"a","ig",2022-01-06,11
"a","ig",2022-01-07,10
"a","ig",2022-01-08,6
"a","ig",2022-01-09,8
"a","ig",2022-01-10,23
"a","ig",2022-01-11,69
"a","ig",2022-01-12,10
"a","ig",2022-01-13,65
"a","ig",2022-01-14,9
"a","ig",2022-01-15,4
"a","ig",2022-01-16,2
"a","ig",2022-01-17,231
"a","ig",2022-01-18,95
"a","ig",2022-01-19,9
"a","ig",2022-01-20,56
"a","ig",2022-01-21,17
"a","ig",2022-01-22,103
"a","ig",2022-01-23,20
"a","ig",2022-01-24,134
"a","ig",2022-01-25,7
"a","ig",2022-01-26,19
"a","ig",2022-01-28,78
"a","ig",2022-01-29,49
"a","ig",2022-01-30,2
"a","ig",2022-01-31,13
"a","ig",2022-02-01,68
"a","ig",2022-02-02,62
"a","ig",2022-02-03,48
"a","ig",2022-02-04,6
"a","ig",2022-02-05,10
"a","ig",2022-02-06,14
"a","ig",2022-02-07,4
"a","ig",2022-02-08,18
"a","ig",2022-02-09,37
"a","ig",2022-02-11,20
"a","ig",2022-02-12,19
"a","ig",2022-02-13,71
"a","ig",2022-02-14,30
"a","ig",2022-02-15,215
"a","ig",2022-02-16,71
"a","ig",2022-02-17,170
"a","ig",2022-02-18,139
"a","ig",2022-02-19,11
"a","ig",2022-02-20,13
"a","ig",2022-02-21,37
"a","ig",2022-02-22,80
"a","ig",2022-02-23,67
"a","ig",2022-02-24,72
"a","ig",2022-02-25,28
"a","ig",2022-02-26,1
"a","ig",2022-02-27,34
"a","ig",2022-03-01,10
"a","ig",2022-03-02,14
"a","ig",2022-03-03,98
"a","ig",2022-03-04,20
"a","ig",2022-03-05,27
"a","ig",2022-03-06,39
"a","ig",2022-03-07,61
"a","ig",2022-03-08,105
"a","ig",2022-03-09,59
"a","ig",2022-03-10,184
"a","ig",2022-03-11,25
"a","ig",2022-03-12,10
"a","ig",2022-03-13,176
"a","ig",2022-03-14,471
"a","ig",2022-03-15,222
"a","ig",2022-03-16,172
"a","ig",2022-03-17,106
"a","ig",2022-03-18,7
"a","ig",2022-03-19,29
"a","ig",2022-03-20,88
"a","ig",2022-03-21,3
"a","ig",2022-03-22,6
"a","ig",2022-03-23,9
"a","ig",2022-03-24,67
"a","ig",2022-03-25,99
"a","ig",2022-03-26,198
"a","ig",2022-03-27,46
"a","ig",2022-03-28,118
"a","ig",2022-03-29,113
"a","ig",2022-03-30,159
"a","ig",2022-03-31,55
"a","ig",2022-04-02,4
"a","ig",2022-04-03,4
"a","ig",2022-04-05,1
"a","ig",2022-04-07,1
"a","ig",2022-04-08,2
"a","ig",2022-04-09,3
"a","ig",2022-04-10,1
"a","ig",2022-04-13,1
"a","ig",2022-04-16,2
"a","ig",2022-04-17,1
"a","ig",2022-04-18,1
"a","ig",2022-04-20,1
"a","ig",2022-04-21,2
"a","ig",2022-04-24,1
"a","ig",2022-04-27,26
"a","ig",2022-04-28,23
"a","ig",2022-04-29,30
"a","ig",2022-04-30,5
"a","ig",2022-05-01,12
"a","ig",2022-05-02,14
"a","ig",2022-05-03,9
"a","ig",2022-05-04,8
"a","ig",2022-05-05,5
"a","ig",2022-05-06,10
"a","ig",2022-05-07,15
"a","ig",2022-05-08,16
"a","ig",2022-05-09,26
"a","ig",2022-05-10,3
"a","ig",2022-05-11,7
"a","ig",2022-05-12,3
"a","ig",2022-05-13,2
"a","ig",2022-05-14,6
"a","ig",2022-05-15,2
"a","ig",2022-05-16,7
"a","ig",2022-05-17,1
"a","ig",2022-05-18,3
"a","ig",2022-05-19,10
"a","ig",2022-05-20,8
"a","ig",2022-05-21,21
"a","ig",2022-05-22,12
"a","ig",2022-05-23,5
"a","ig",2022-05-24,29
"a","ig",2022-05-25,25
"a","ig",2022-05-26,43
"a","ig",2022-05-27,11
"a","ig",2022-05-28,14
"a","ig",2022-05-29,153
"a","ig",2022-05-30,19
"a","ig",2022-05-31,55
"a","ig",2022-06-01,17
"a","ig",2022-06-02,7
"a","ig",2022-06-03,21
"a","ig",2022-06-04,12
"a","ig",2022-06-05,1
"a","ig",2022-06-06,12
"a","ig",2022-06-07,22
"a","ig",2022-06-08,12
"a","ig",2022-06-09,19
"a","ig",2022-06-10,53
"a","ig",2022-06-11,12
"a","ig",2022-06-12,9
"a","ig",2022-06-13,2
"a","ig",2022-06-14,12
"a","ig",2022-06-15,6
"a","ig",2022-06-16,14
"a","ig",2022-06-17,36
"a","ig",2022-06-18,102
"a","ig",2022-06-19,12
"a","ig",2022-06-20,11
"a","ig",2022-06-21,120
"a","ig",2022-06-22,9
"a","ig",2022-06-24,1
"a","ig",2022-06-25,8
"a","ig",2022-06-26,3
"a","ig",2022-06-27,15
"a","ig",2022-06-28,19
"a","ig",2022-06-29,11
"a","ig",2022-06-30,21
"a","ig",2022-07-02,100
"a","ig",2022-07-03,79
"a","ig",2022-07-04,11
"a","ig",2022-07-05,167
"a","ig",2022-07-06,4
"a","ig",2022-07-07,23
"a","ig",2022-07-11,21
"a","ig",2022-07-12,25
"a","ig",2022-07-13,5
"a","ig",2022-07-14,27
"a","ig",2022-07-15,10
"a","ig",2022-07-16,21
"a","ig",2022-07-17,46
"a","ig",2022-07-18,23
"a","ig",2022-07-19,26
"a","ig",2022-07-20,7
"a","ig",2022-07-21,158
"a","ig",2022-07-22,13
"a","ig",2022-07-23,2
"a","ig",2022-07-27,2
"a","ig",2022-07-29,3
"a","ig",2022-07-30,2
"a","ig",2022-07-31,16
"a","ig",2022-08-01,210
"a","ig",2022-08-02,70
"a","ig",2022-08-03,77
"a","ig",2022-08-04,80
"a","ig",2022-08-05,59
"a","ig",2022-08-06,15
"a","ig",2022-08-07,21
"a","ig",2022-08-08,9
"a","ig",2022-08-09,58
"a","ig",2022-08-10,45
"a","ig",2022-08-11,12
"a","ig",2022-08-12,7
"a","ig",2022-08-13,83
"a","ig",2022-08-14,3
"a","ig",2022-08-15,33
"a","ig",2022-08-16,9
"a","ig",2022-08-17,19
"a","ig",2022-08-19,1
"a","ig",2022-08-20,4
"a","ig",2022-08-21,1
"a","ig",2022-08-24,1
"a","ig",2022-08-25,2
"a","ig",2022-08-26,1
"a","ig",2022-08-27,1
"a","ig",2022-08-30,7
"a","ig",2022-08-31,21
"a","ig",2022-09-01,7
"a","ig",2022-09-02,10
"a","ig",2022-09-03,6
"a","ig",2022-09-04,2
"a","ig",2022-09-05,5
"a","ig",2022-09-06,6
"a","ig",2022-09-07,6
"a","ig",2022-09-08,36
"a","ig",2022-09-09,25
"a","ig",2022-09-10,15
"a","ig",2022-09-11,2
"a","ig",2022-09-12,1
"a","ig",2022-09-13,6
"a","ig",2022-09-14,2
"a","ig",2022-09-15,3
"a","ig",2022-09-16,32
"a","ig",2022-09-17,40
"a","ig",2022-09-18,5
"a","ig",2022-09-19,33
"a","ig",2022-09-20,6
"a","ig",2022-09-21,1
"a","ig",2022-09-28,5
"a","ig",2022-10-03,5
"a","ig",2022-10-04,18
"a","ig",2022-10-05,2
"a","ig",2022-10-06,2
"a","ig",2022-10-07,1
"a","ig",2022-10-09,9
"a","ig",2022-10-10,19
"a","ig",2022-10-11,52
"a","ig",2022-10-12,27
"a","ig",2022-10-13,2
"a","ig",2022-10-14,4
"a","ig",2022-10-16,3
"a","ig",2022-10-17,1
"a","ig",2022-10-18,5
"a","ig",2022-10-19,119
"a","ig",2022-10-20,15
"a","ig",2022-10-22,3
"a","ig",2022-10-23,2
"a","ig",2022-10-25,1
"a","ig",2022-10-26,5
"a","ig",2022-10-27,2
"a","ig",2022-10-28,10
"a","ig",2022-10-29,4
"a","ig",2022-10-30,16
"a","ig",2022-10-31,2
"a","ig",2022-11-01,5
"a","ig",2022-11-02,117
"a","ig",2022-11-03,9
"a","ig",2022-11-04,3
"a","ig",2022-11-05,1
"a","ig",2022-11-07,26
"a","ig",2022-11-08,18
"a","ig",2022-11-09,125
"a","ig",2022-11-10,37
"a","ig",2022-11-11,6
"a","ig",2022-11-12,2
"a","ig",2022-11-13,1
"a","ig",2022-11-14,15
"a","ig",2022-11-16,1
"a","ig",2022-11-17,1
"a","ig",2022-11-18,114
"a","ig",2022-11-21,1
"a","ig",2022-11-23,1
"a","ig",2022-11-24,6
"a","ig",2022-11-26,6
"a","ig",2022-11-27,2
"a","ig",2022-11-28,17
"a","ig",2022-11-29,4
"a","ig",2022-12-08,1
"a","ig",2022-12-09,7
"a","ig",2022-12-10,8
"a","ig",2022-12-11,1
"a","ig",2022-12-13,1
"a","ig",2022-12-14,5
"a","ig",2022-12-16,5
"a","ig",2022-12-17,9
"a","ig",2022-12-20,1
"a","ig",2022-12-21,7
"a","ig",2022-12-22,109
"a","ig",2022-12-23,12
"a","ig",2022-12-24,26
"a","ig",2022-12-25,4
"a","ig",2022-12-26,17
"a","ig",2022-12-27,263
"a","ig",2022-12-29,12
"a","ig",2022-12-30,32
"a","ig",2022-12-31,31
"a","ig",2023-01-01,1
"a","ig",2023-01-02,1
"a","ig",2023-01-04,14
"a","ig",2023-01-06,3
"a","ig",2023-01-08,1
"a","ig",2023-01-09,1
"a","ig",2023-01-12,11
"a","ig",2023-01-13,7
"a","ig",2023-01-14,20
"a","ig",2023-01-15,10
"a","ig",2023-01-16,27
"a","ig",2023-01-17,42
"a","ig",2023-01-18,4
"a","ig",2023-01-19,8
"a","ig",2023-01-20,43
"a","ig",2023-01-21,11
"a","ig",2023-01-22,3
"a","ig",2023-01-24,156
"a","ig",2023-01-25,5
"a","ig",2023-01-26,2
"a","ig",2023-01-27,3
"a","ig",2023-01-28,5
"a","ig",2023-01-30,1
"a","ig",2023-01-31,1
"a","ig",2023-02-01,1
"a","ig",2023-02-03,7
"a","ig",2023-02-04,9
"a","ig",2023-02-05,3
"a","ig",2023-02-07,1
"a","ig",2023-02-08,52
"a","ig",2023-02-09,1
"a","ig",2023-02-11,3
"a","ig",2023-02-17,1
"a","ig",2023-02-18,1
"a","ig",2023-02-19,7
"a","ig",2023-02-20,3
"a","ig",2023-02-21,18
"a","ig",2023-02-22,16
"a","ig",2023-02-23,3
"a","ig",2023-02-24,8
"a","ig",2023-03-07,16
"a","ig",2023-03-09,23
"a","ig",2023-03-10,3
"a","ig",2023-03-11,170
"a","ig",2023-03-12,59
"a","ig",2023-03-13,60
"a","ig",2023-03-14,37
"a","ig",2023-03-15,58
"a","ig",2023-03-16,7
"a","ig",2023-03-20,7
"a","ig",2023-03-21,11
"a","ig",2023-03-22,1
"a","ig",2023-03-23,102
"a","ig",2023-03-24,1
