Date,City,State,Dead,Injured,Total,Description
21-03-2022,Chicago,Illinois,2,2,4,Four men were shot by someone who approached them and opened fire as they stood on the sidewalk in the South Shore neighborhood. Two of the victims later died from their injuries.
21-03-2022,Waterbury,Connecticut,0,4,4,Four people were shot outside of a bar after an altercation.
20-03-2022,Houston,Texas,1,3,4,"Four teenagers were shot outside another teen's birthday party being held at a production studio, with one dying from their injuries. The shooting was sparked by an argument in the parking lot of the studio."
20-03-2022,Austin,Texas,0,4,4,Four people were shot at the annual SXSW festival in Downtown Austin.
20-03-2022,Dallas,Texas,0,10,10,"Crossfire between two gunmen injured 10 victims from a crowd of 1,000 spring break celebration attendees at the 'Space Dallas' party hall."
20-03-2022,Milwaukee,Wisconsin,0,4,4,"An argument at a party led to someone opening fire, wounding four people, in the Franklin Heights neighborhood."
19-03-2022,Dumas,Arkansas,1,26,27,"A gunfight between two people at a car show killed one bystander, and wounded 26 others, including five children."
19-03-2022,Madison Heights,Virginia,1,4,5,"During the early morning hours, five people were shot. A woman was found dead by responding police."
19-03-2022,Fayetteville,North Carolina,3,2,5,"Five people were shot, three fatally, in the parking lot of a Baymont Inn in the Terry Sanford neighborhood."
19-03-2022,Norfolk,Virginia,2,3,5,"Five people were shot, one fatally, during the early morning hours in Downtown Norfolk."
19-03-2022,Dallas,Texas,0,10,10,Ten people were shot during a drive-by shooting outside a party venue in the South Dallas neighborhood.
18-03-2022,Fort Worth,Texas,1,3,4,"Four people were shot at a party being hosted at a house in the Far Greater Northside Historical neighborhood, with one dying."
18-03-2022,New Iberia,Louisiana,0,5,5,"Five people, including a baby, were shot in a drive by shooting. The baby and another person were critically injured."
17-03-2022,Lansing,Michigan,0,4,4,Gunfire erupted at a party being held in a parking lot being held in the Eastside neighborhood. Four people were injured.
17-03-2022,Fort Lauderdale,Florida,2,2,4,"As a Broward County Transit bus traveled westward along Broward Boulevard to the Fort Lauderdale Police Department, a shooter opened fire inside, killing two, and wounding two others. The shooting caused the bus driver to hop the median and drive on the wrong side of the road as she drove frantically towards the police station, striking an SUV and taxi cab along the way, injuring three others. The shooter surrendered to responding police."
17-03-2022,Chicago,Illinois,0,4,4,"Four people were shot in a drive-by shooting in the West Garfield Park neighborhood, including a child."
16-03-2022,Irvington,New Jersey,1,3,4,"A shooter opened fire on a group of men standing outside a market in northern Irvington during the late-night hours, killing one, and injuring three."
15-03-2022,Ozark,Alabama,0,5,5,"As a car idled at an intersection, another car pulled up to it and someone inside opened fire, wounding five people inside."
15-03-2022,Wai'anae,Hawaii,1,3,4,"An attempted negotiation between a man and suspected thieves, who he thought stole a gun and cash from his car three days earlier, escalated into a gun battle after one of the suspects shot the man before the man returned fire and killed the suspect. As an employee of the man tried to render first-aid to the first suspect, a second suspect shot them before being shot themselves."
14-03-2022,Albuquerque,New Mexico,2,4,6,"A man shot three people, killing one, in the Glenwood Hills neighborhood. Responding police were attacked by the shooter, who injured two officers, before being shot and killed himself."
14-03-2022,Reading,Pennsylvania,1,3,4,"A fight among a large group of teenagers at a park in southwest Reading led to gunfire, wounding three, and killing one. All of the victims were students of Governor Mifflin School District."
13-03-2022,Rochester,New York,2,2,4,"In the early morning hours at a hookah bar, four people were shot—two fatally, in the Brown Square neighborhood."
13-03-2022,Columbia,South Carolina,1,4,5,"An early morning shooting during a party being held at an apartment lead to the death of a woman, and injuries to four others, including two teenagers. The apartment complex is located just off the campus of the University of South Carolina, but no students were shot."
13-03-2022,Chicago,Illinois,0,7,7,"A car pulled up to a group of people outside a Little Caesars in South Chicago and someone in the vehicle opened fire, wounding seven people."
12-03-2022,Baltimore,Maryl,3,1,4,Police responding to a shots fired call found a car in the middle of an intersection between the Gwynn Oak and Howard Park neighborhoods with four men shot inside. Three of the men were pronounced dead at a hospital.
12-03-2022,Autaugaville,Alabama,1,3,4,"Four people were shot, one fatally, in the evening hours in the central part of the city."
11-03-2022,Columbus,Ohio,1,3,4,"Four people were shot, including a security guard, shortly after midnight after a fight broke out at a bar. One of the victims died from their injuries."
09-03-2022,Aurora,Colorado,1,3,4,Four people were shot at a Quality Inn hotel near the pool in the Peterson neighborhood. A teen boy was found dead by responding police.
08-03-2022,Jacksonville,Florida,1,4,5,Five teenagers were shot by an attacker while they sat in a car in the Oceanway neighborhood. One of the teenagers died from their injuries.
08-03-2022,Joplin,Missouri,3,1,4,"Police officers responding to a disturbance at Northpark Mall were fired upon by a shooter, leaving two officers injured. The perpetrator then fled the scene westward where another shooting between officers and the shooter occurred, leaving another officer injured as well as the attacker. One of the officers, as well as the attacker, died at a hospital later the same day, while another officer died a few days later."
07-03-2022,Knoxville,Tennessee,0,4,4,"Three people were shot in a car in northwest Knoxville, with a fourth person also being shot a short distance away."
06-03-2022,Hazleton,Pennsylvania,1,4,5,"A fight between a group of people spiraled into a shooting that injured five teenagers, one of whom died at a hospital."
06-03-2022,Monroe,Louisiana,0,4,4,A fight at a party being hosted at an OYO Rooms hotel led to four people being shot shortly after midnight.
06-03-2022,Chester,South Carolina,2,3,5,"Half an hour after midnight a man shot five people, killing two. The perpetrator escaped the scene of the shooting, leading to a manhunt."
06-03-2022,Minneapolis,Minnesota,1,3,4,"In the early morning hours, an argument at a home in the Whittier neighborhood escalated into a shooting that killed one, and injured three."
06-03-2022,Lubbock,Texas,0,4,4,Four people were shot in the Parkway and Cherry Point neighborhood in the early morning hours.
06-03-2022,Louisville,Kentucky,0,4,4,Four people who were dining inside a seafood restaurant in the Phoenix Hill neighborhood were shot in a drive-by shooting.
05-03-2022,Columbus,Georgia,0,4,4,"After a failed car chase to capture car thieves, the criminals crashed the car into the patrol car of another officer who hadn't participated in the earlier car chase. The occupants of the stolen car exited the vehicle and opened fire on the deputy, wounding him. The officer returned fire and wounded the two attackers. A bystander who was in an automotive shop nearby was struck in the leg by gunfire."
05-03-2022,Atlanta,Georgia,0,4,4,"Four people were shot when someone in a car opened fire on another car on I-75, wounding three people inside. Another car, whose occupants were not the intended target, was also shot, and one person inside was injured. A fifth victim was also struck by gunfire but was not injured."
05-03-2022,Glendale,Arizona,1,3,4,"A shooting injured three, including a teenager, and killed a man in eastern Glendale."
03-03-2022,Paradise,Nevada,1,6,7,"A dispute between neighbors led to a shooting that injured seven, one fatally, near the Las Vegas Strip."
02-03-2022,Baltimore,Maryl,1,3,4,Four men were shot in the Walbrook neighborhood. One of the victims was found dead in an alleyway by responding police.
28-02-2022,Arden-Arcade,California,5,0,5,"A man fatally shot his three children and the children's chaperone, before shooting himself, at a church during a supervised visit. A restraining order against the father prevented him from seeing his children, except for four-hour sessions, in which a friend of the mother had to be present."
27-02-2022,Alexandria,Louisiana,0,4,4,An argument at a business in the southeast part of the city led to four people being shot.
27-02-2022,Concord,California,0,4,4,An argument between two groups of people at a Dave and Buster's late Sunday night led to shooting that injured four. All of the victims were members of the two groups.
26-02-2022,Winchester,Nevada,1,13,14,"An argument between two men at a hookah bar east of the Las Vegas strip led to the two men opening fire on each other. The subsequent shooting resulted in the death of one, and injuries to thirteen others."
26-02-2022,North Charleston,South Carolina,1,3,4,"Four people were shot in the southern part of the city, and one victim died at a hospital later the same day."
26-02-2022,Bogalusa,Louisiana,0,10,10,"After the conclusion of a parade, a man fired at people in front of a store from his car, wounding several. Multiple people in the crowd fired back, seriously wounding the attacker."
26-02-2022,Albuquerque,New Mexico,1,3,4,"An exchange of gunfire between people in southwest Albuquerque led to four people being shot, and one victim dying from their injuries."
25-02-2022,Baton Rouge,Louisiana,2,2,4,"A shooter inside a car opened fire on the occupants of another car near the entrance of the Mall of Louisiana, killing two of the people inside, and wounding the other two."
24-02-2022,Granbury,Texas,4,0,4,"Four people were shot and killed in a murder–suicide, including two children in northeastern Granbury."
24-02-2022,San Antonio,Texas,0,4,4,A shooter opened fire on three people inside a car in the Serna Station neighborhood. A fourth person who was not targeted by the shooter was also struck by gunfire.
23-02-2022,Claxton,Georgia,0,4,4,"A man shot another man at a home in northern Claxton. When two family members of the victim arrived on the scene to check on him, the shooter shot them in their car, and was promptly shot by responding police."
22-02-2022,Evans,Georgia,1,3,4,"A man ambushed another man, some of his family members, and a neighbor who was a police officer in the victim's backyard due to a feud with his target. The deputy, who was not shot, returned fire and killed the shooter."
21-02-2022,Saint Paul,Minnesota,1,3,4,"Multiple shooters opened fire outside a funeral home hosting a memorial for a gun violence victim in the West Side neighborhood, resulting in the death of a man, and injuries to three others."
20-02-2022,McComb,Mississippi,1,4,5,A child was killed in a drive-by shooting targeting a group of people playing basketball at a park. Four others were injured.
20-02-2022,Omaha,Nebraska,0,4,4,"A shooting at a grocery store in the Prospect Hill neighborhood left four injured, including a teenager."
20-02-2022,Portland,Oregon,1,3,4,"Four people were shot in a car in southeast Portland, with the female driver being killed. Among the injured were two young children."
19-02-2022,Charleston,Missouri,2,14,16,"An argument at a party being held at an abandoned building led to a shooting that injured fourteen, and killed two."
19-02-2022,Turlock,California,0,7,7,A man shot seven people outside a bar in the early morning hours in a targeted shooting perpetrated against one of the victims.
19-02-2022,Durham,North Carolina,2,2,4,"Four men were shot at a Campus Apartments complex near North Carolina Central University and Duke University. Two were found dead by responding police, and none of the victims were students of either school."
19-02-2022,Tuscaloosa,Alabama,0,4,4,"A shooter opened fire in the food court of University Mall, shooting and injuring a woman. Three others were injured by shrapnel or bullet fragments."
19-02-2022,Portland,Oregon,1,5,6,"Normandale Park shooting: Near a racial justice protest, a man allegedly confronted a group of protestors and engaged in an argument with them, before pulling out a gun and opening fire, killing one and wounding four others. One of the people in the group allegedly returned fire and wounded the perpetrator."
17-02-2022,Houston,Texas,0,5,5,"During a biker event at a nightclub in the MacGregor neighborhood, an argument led to a shootout between patrons, which injured five people. Among the wounded was the club's bouncer."
17-02-2022,Philadelphia,Pennsylvania,0,4,4,"Four bystanders, including a teen girl, were shot when two men shot at each other outside a RiteAid drugstore in the East Germantown neighborhood."
16-02-2022,West Little River,Florida,1,3,4,"Three men were wounded, and one was killed, in an ambush-style shooting in the afternoon. Two sedans pulled up alongside them on the street and opened fire."
15-02-2022,Joliet,Illinois,1,3,4,Four men were shot in northeast Joliet in the evening. One of the men was found dead by responding police.
13-02-2022,Racine,Wisconsin,1,5,6,"Officers responding to an early morning shots fired call engaged in a foot chase with an armed man who had shot five people. After an attempted negotiation, he committed suicide."
12-02-2022,Little Rock,Arkansas,1,3,4,"In the early morning hours, four people were shot in eastern Little Rock, with one person succumbing to their injuries."
12-02-2022,Los Angeles,California,0,4,4,"Outside an Italian restaurant hosting a party by Justin Bieber, a fight between a group of men escalated when a shooter opened fire, wounding four, including musician Kodak Black."
12-02-2022,Murfreesboro,Tennessee,1,4,5,"An argument outside a hookah bar in the early morning hours escalated when a shooter opened fire, wounding four, and killing one."
11-02-2022,Springfield,Missouri,0,4,4,"A driver shot at another car, wounding four people inside in northwest Springfield."
11-02-2022,Phoenix,Arizona,2,9,11,"Responding to a call of a woman being shot, a shooter ambushed a responding officer and shot him several times. As a man fled the home with a baby, and officers attempted to aid in protecting the baby, the shooter shot four more officers, with four more being injured by bullet shrapnel. The shooter then barricaded himself inside the home, and was later found dead, along with a female victim."
06-02-2022,North Lauderdale,Florida,0,4,4,"In the early morning hours, a fight at a bar led to a patron being removed from the building, after which the patron opened fire from outside the bar and wounded four other patrons."
06-02-2022,Fresno,California,2,2,4,"A chance encounter between two rival gangs at an apartment complex in Southwest Fresno escalated into a shootout, with four gang members being shot, including a teenager. Two men died from their injuries."
06-02-2022,Wilmington,North Carolina,0,4,4,"A shooter fired at a crowd gathered to celebrate the life of a gun violence victim and wounded four, including a child and a teenager, in the Montgomery Place neighborhood."
06-02-2022,Romeoville,Illinois,0,5,5,"A physical altercation in the early morning hours at a Bowlero bowling alley led to a shooting, with five people being wounded."
05-02-2022,Las Cruces,New Mexico,0,4,4,"Four people were shot in southern Las Cruces, with two teenagers requiring medical evacuation via helicopter to El Paso."
05-02-2022,Corsicana  and Frost,Texas,6,2,8,"A man shot four of his own family members, three fatally, in Corsicana before driving to Frost where he shot three more of his own family, killing two, including a child. After his vehicle was remotely shut off via a vehicle monitoring service, the Corsicana SWAT team closed in on his location. Before they could reach him, the shooter shot himself, and later died from his injuries."
04-02-2022,Blacksburg,Virginia,1,4,5,"Five people, including a college student at nearby Virginia Tech, which went on lockdown, were shot at a hookah lounge. One person succumbed to their injuries."
02-02-2022,Oroville,California,1,4,5,"Five people were wounded, one fatally, by a shooter in a Greyhound bus. The shooter was later apprehended by police at a nearby Walmart after he got into a physical altercation with a customer and took off all his clothes."
01-02-2022,Milwaukee,Wisconsin,0,5,5,"A fight between two teenage girls about a Facebook post during a basketball game at Rufus King International High School escalated when a man opened fire, wounding four teenage girls, and an adult woman."
31-01-2022,Raleigh,North Carolina,0,4,4,"Four people were shot at a motel in the late evening hours. Two of the victims were shot in the motel parking lot, while the other two were shot in their rooms."
30-01-2022,Winter Haven,Florida,1,4,5,"Two cars engaged in a running gun battle. Four people, including two teenagers, were shot in one of the cars, with a fifth also being wounded in the other car. An adult passenger in the first vehicle was killed."
30-01-2022,Augusta,Georgia,1,3,4,Four people were shot in the early morning hours at a club. A man was found dead by responding police.
29-01-2022,Bakersfield,California,0,4,4,Four people were shot at a bar during the late evening hours in the Polo Grounds neighborhood.
29-01-2022,Saint Louis,Missouri,3,1,4,"Four men were shot near an intersection in the Kingsway East neighborhood, with two found dead at the scene. Another man died at a hospital, and the surviving victim ran to a nearby convenience store for help."
29-01-2022,Atlanta,Georgia,1,3,4,"An argument escalated into a shooting outside a sports bar in the Vine City neighborhood shortly after midnight, with one person being fatally shot, and three others being injured by gunfire."
28-01-2022,Goodlettsville,Tennessee,4,0,4,A man shot his wife and two children in a murder–suicide at his home.
27-01-2022,Washington D.C.,Washington D.C.,1,4,5,Five people were shot at a Days Inn hotel in the Forest Hills neighborhood. A woman later succumbed to her injuries.
27-01-2022,Ducor,California,2,3,5,"Two people were fatally shot at a Shell gas station, with three others being wounded."
23-01-2022,Milwaukee,Wisconsin,6,0,6,Six people were found by police shot to death in a home after being called there for a welfare check in the Park West neighborhood.
23-01-2022,Inglewood,California,4,1,5,"Four people were fatally shot at a birthday party at a home in the morning in an ambush-style attack. A fifth person was shot but survived their injuries. The woman whose birthday was being celebrated, along with her older sister, were among the deceased."
22-01-2022,Midland,Washington,1,3,4,"Four people were shot by an occupant in an approaching vehicle outside an apartment complex in the South End neighborhood while they were in two vehicles. Two of the victims drove away together to Tacoma, where one of them was found dead by police."
19-01-2022,New Orleans,Louisiana,0,4,4,"Four men were injured when a vehicle approached them and multiple occupants opened fire upon them. The victims returned fire, and the attackers fled."
19-01-2022,Contant,United States Virgin Isls,1,4,5,"Four people were wounded after a drive-by shooting at a bar. An off-duty officer returned fire, killing one of the suspects."
19-01-2022,Baltimore,Maryl,3,1,4,"Three men, including an on-duty violence-prevention worker, were fatally shot in the Milton-Monford neighborhood. Another man who was shot survived his injuries."
18-01-2022,Miami,Florida,1,4,5,"After a man was escorted out of a bar for assaulting his female companion, he drove away, and later returned with a gun and opened fire on the bar's security guards, with three female patrons and one security guard being wounded. A security guard inside the bar returned fire, and killed the shooter."
17-01-2022,San Antonio,Texas,0,4,4,Four people were shot at a Martin Luther King Jr. Day gathering in the Coliseum Willow Park neighborhood.
16-01-2022,Savannah,Georgia,1,3,4,"Four people, including two teens, were shot in the Benjamin Van Clark Park neighborhood. A woman died from her injuries, and five vehicles were struck by gunfire."
15-01-2022,Knoxville,Tennessee,0,4,4,Four women were shot in a parked car in the early morning hours. The driver then drove them all to a hospital.
15-01-2022,Brunswick,Georgia,1,5,6,"One person was killed, and five others injured, after two men shot at one another inside a club."
14-01-2022,Eugene,Oregon,0,6,6,"A shooting broke out just before the start of a rap concert at W.O.W. Hall, resulting in six injuries."
14-01-2022,Augusta,Georgia,3,1,4,"A man shot three people in southern Augusta, two fatally, before committing suicide."
13-01-2022,New York City,New York,1,3,4,Three men and a woman were shot inside of a rental hall in the Canarsie section of Brooklyn.
12-01-2022,Chicago,Illinois,0,4,4,"Four people were wounded at the Parkway Garden Homes apartment complex in the Greater Grand Crossing neighborhood on the South Side, while standing on the sidewalk. A man approached them and opened fire before fleeing."
09-01-2022,Colorado Springs,Colorado,2,2,4,"Responding officers found two people dead, and at least two injured, at an apartment complex in the early morning."
09-01-2022,Fresno,California,0,4,4,Four people were wounded outside a nightclub after an argument between two people escalated.
09-01-2022,Montgomery,Alabama,1,6,7,"A man was killed, and six others, including four bystanders, were wounded inside a bowling alley after an argument escalated. The shooter fled afterwards."
09-01-2022,Los Angeles,California,1,5,6,"A gunman opened fire at a large party in South Los Angeles, wounding five people, while another party-goer returned fire and wounded the shooter. The shooter fled in a vehicle, which later crashed, and died at a hospital."
08-01-2022,Houston,Texas,1,3,4,"A gunman opened fire outside a club, killing one, and wounding three others."
04-01-2022,Jackson,Mississippi,1,3,4,"One teen was shot to death, while three other teens were injured while sitting in a car at a gas station."
02-01-2022,Corsicana,Texas,2,2,4,Two men were found deceased in a crashed car with multiple gunshots. Two other adults in the backseat were wounded.
02-01-2022,San Antonio,Texas,2,2,4,"An altercation led to a shooting at an apartment complex. Two people were killed, and another was wounded, after bullets went through a wall. A fourth person was injured in another apartment."
01-01-2022,Peoria,Illinois,2,3,5,"Two women were killed, and three others wounded, in an early morning shooting."
01-01-2022,Philadelphia,Pennsylvania,1,4,5,"A teenager was killed, and three adults and another teenager were wounded, in a shooting near Temple University."
01-01-2022,Dillon,South Carolina,0,5,5,"A shooter opened fire outside a nightclub, and wounded five."
01-01-2022,Columbia,Missouri,0,4,4,Four adults were wounded in the early morning in a shooting at a local bar.
01-01-2022,Kenosha,Wisconsin,1,3,4,"A man was killed, and three others wounded, in a shooting in a parking lot in the early morning."
01-01-2022,Denver,Colorado,2,2,4,"Two adults were killed, and two wounded, in an early morning shooting in the LoDo district."
01-01-2022,Auburn,Georgia,1,3,4,"After officers were dispatched to respond to a domestic dispute at a home and they were en route, the call was upgraded to shots fired. Upon arriving, officers found a man had killed himself after shooting three people, including two children."
01-01-2022,South Bend,Indiana,0,4,4,Four people were wounded at a shooting at a New Years party shortly after midnight.
31-12-2021,Los Angeles,California,0,6,6,Six shoppers were wounded at a grocery supermarket by two black male shooters.
31-12-2021,Capitol Heights,Maryl,0,4,4,An adult and three juveniles were wounded in an evening shooting.
31-12-2021,Gulfport,Mississippi,4,3,7,"During an outdoor New Year's Eve party, a physical fight started escalated to a shooting, with multiple people firing guns."
30-12-2021,Philadelphia,Pennsylvania,0,6,6,Six shooters opened fire on a busy street with six wounded.
30-12-2021,Kirksville,Missouri,2,2,4,An adult and infant were killed and two adults wounded in an afternoon shooting.
27-12-2021,Denver  and Lakewood,Colorado,6,2,8,A gunman went on a shooting spree across multiple locations in the Denver metropolitan area before dying in a shootout with police.
27-12-2021,Youngstown,Ohio,1,3,4,A man was killed and three others were wounded at a local apartment complex.
27-12-2021,Mobile,Alabama,1,3,4,A man was killed and three others wounded at a local gas station.
26-12-2021,Philadelphia,Pennsylvania,0,4,4,Four people were wounded in a drive by shooting in North Philadelphia.
26-12-2021,Fayette,Mississippi,0,7,7,Seven people were wounded at a party in the early morning. An 18-year-old was later arrested.
26-12-2021,Buffalo,New York,0,4,4,Four adults were wounded inside a pop-up store.
26-12-2021,Garland,Texas,3,1,4,Three teenagers were killed and a fourth wounded in a convenience store.
26-12-2021,Clear Brook,Virginia,1,4,5,"Four people were wounded at a rest stop, and the shooter fled before police arrived. The shooter was later found dead."
25-12-2021,Lafayette,Louisiana,0,4,4,Four people were wounded near a Waffle House in the early morning.
24-12-2021,Roswell,Georgia,1,3,4,A woman was arrested after killing one and wounding three in a domestic incident at an apartment.
24-12-2021,Swissvale,Pennsylvania,0,6,6,"Six people were found wounded in a local home, with one identified as the potential shooter."
24-12-2021,New York City,New York,0,4,4,Four men were wounded outside a Brooklyn deli shortly before midnight.
19-12-2021,Brooklyn,Illinois,1,3,4,One man was killed and three others were wounded in a shooting across the street from a strip club.
17-12-2021,Baltimore,Maryl,1,4,5,A man was killed and four people wounded in Penn North.
17-12-2021,Portsmouth,Virginia,0,4,4,Four adults were wounded in the early morning at a gentleman's club.
17-12-2021,Baltimore,Maryl,1,3,4,One person was killed and three wounded in Upton.
16-12-2021,Troy,Alabama,0,4,4,Four people were wounded in an afternoon shooting.
13-12-2021,Philadelphia,Pennsylvania,0,4,4,"Four adults were wounded in Kengsington, they were found by patrolling police."
13-12-2021,Durham,North Carolina,2,4,6,"Six people in an SUV were shot at in the early morning, causing the SUV to crash. Two adults were killed and four juveniles wounded."
13-12-2021,Fresno,California,0,4,4,Police were alerted to four wounded by gunfire after an argument escalated through a shotspotter alert.
12-12-2021,Tampa,Florida,0,5,5,"Five people were wounded in the early morning, a suspect was arrested days later."
12-12-2021,Bolton,Mississippi,0,6,6,Six people were wounded at local sports bar in the early morning.
12-12-2021,Woodbridge,Virginia,0,4,4,Three security guards and a bystander were shot by a gunman at a nightclub.
12-12-2021,Baytown,Texas,1,14,15,One person was killed and fourteen others wounded in a drive-by shooting at a memorial vigil in Baytown for another shooting victim.
11-12-2021,Richmond,Virginia,2,2,4,Two children were killed and two adults wounded on the East End.
11-12-2021,Birmingham,Alabama,2,2,4,"Two wounded were found outside a vehicle, where two were found deceased in the backseat. Several weapons were found in the vehicle."
10-12-2021,Meridian,Mississippi,3,1,4,Three adults were killed in a home and an infant was found wounded.
10-12-2021,Naples,Florida,1,5,6,A man was killed and three others wounded after two shooters opened fire on a Naples Park home. The shooters were also wounded.
09-12-2021,Saint Paul,Minnesota,4,0,4,"An SUV with four deceased adults was found in a local cornfield in Wheeler, Wisconsin. It was discovered later that the four victims were shot in Saint Paul following an argument at a bar with the shooter. The perpetrator's father followed his son in a vehicle on the way to Wheeler and then gave his son a ride home after his son abandoned the SUV in the cornfield."
09-12-2021,Temple,Texas,0,4,4,Four people were found wounded from a shooting.
09-12-2021,Detroit,Michigan,2,4,6,Two women were killed and four others wounded in a drive-by shooting that targeted a family birthday party.
09-12-2021,Blue Island,Illinois,2,2,4,"Three people were found wounded on the street by police, and a fourth victim was located after he fled to the hospital. Two of the victims perished at the hospital."
07-12-2021,New York City,New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.
07-12-2021,Iselin,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.
07-12-2021,Beaver Falls,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.
07-12-2021,Castroville,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.
06-12-2021,Cincinnati,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.
06-12-2021,Chicago,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.
06-12-2021,Austin,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another."
06-12-2021,Cleveland,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.
05-12-2021,Buford,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.
04-12-2021,Nashville,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.
04-12-2021,Chicago,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car."
04-12-2021,Carroll County,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police."
03-12-2021,Greensboro,North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting."
30-11-2021,Oxford,Michigan,4,7,11,"Oxford High School shooting: A 15-year-old student opened fire at Oxford High School initially killing three students and wounding seven others and a teacher, before being arrested. One of the wounded died a day later. The suspect was charged with four counts of murder and seven counts of attempted murder while his parents, who bought him the gun used in the shooting as an early Christmas present, were charged with four counts of involuntary manslaughter."
30-11-2021,Rex,Georgia,4,2,6,Responding officers to a domestic incident were shot at by the suspect. The suspect had killed two women and wounded a child previously. An officer and the suspect were killed and another officer was wounded.
28-11-2021,Baltimore,Maryl,0,7,7,Responding police found six adults and a teenager wounded in East Baltimore.
28-11-2021,Philadelphia,Pennsylvania,0,4,4,Four people were wounded in an evening shooting in Kingsessing.
28-11-2021,Lancaster,California,5,0,5,A man killed his four children and his mother in law in their home. He turned himself in to police an hour later and was charged with five counts of murder.
28-11-2021,Aurora,Colorado,0,5,5,Five youths were wounded in a shooting.
28-11-2021,Evanston,Illinois,1,4,5,A teenager was killed and four others wounded at a gas station.
27-11-2021,Newark,New Jersey,1,3,4,A teenager was killed and three others were wounded after men in a car opened fire in the South Ward.
26-11-2021,Nashville,Tennessee,3,4,7,"Home invaders killed two teenagers and wounded their mother, two teenage siblings and an adult sibling. One of the assailants was also killed."
25-11-2021,Green Sea,South Carolina,0,4,4,Four people were wounded and transported to the hospital in private vehicles.
25-11-2021,San Antonio,Texas,2,2,4,Two men were killed and two others wounded in a believed targeted drive-by shooting. Eyewitnesses are not cooperating with police.
23-11-2021,Marshall,Texas,1,3,4,A man was killed and three others wounded shortly before noon. A suspect was arrested.
23-11-2021,Lehigh Acres,Florida,0,4,4,Four people were wounded after a large party was ending. Police believe it connected to another incident near a local hospital.
22-11-2021,Warsaw,North Carolina,2,2,4,Two men were killed and two juveniles were wounded while in a vehicle outside an apartment complex.
21-11-2021,Baton Rouge,Louisiana,1,4,5,A man was killed and four others were wounded in the parking lots of a local club.
21-11-2021,Passaic,New Jersey,0,5,5,Four adults and one child were shot during a backyard party.
20-11-2021,Fresno,California,2,2,4,Two men were killed and two wounded at an apartment complex.
20-11-2021,Berwyn,Illinois,0,4,4,Four people were wounded at a local bar in the early morning.
18-11-2021,Cambridge,Maryl,1,3,4,"One teen was killed, and three other teens were wounded in two separate but related shootings on the same block."
17-11-2021,New York City,New York,0,4,4,Two adults and two teens were wounded in a potentially targeted drive-by in Williamsbridge.
17-11-2021,East St. Louis,Illinois,1,3,4,A man was killed and three others wounded in an afternoon shooting.
17-11-2021,Chicago,Illinois,0,4,4,Four people were wounded in a drive-by shooting shortly after midnight on the Near West Side.
17-11-2021,Newburgh,New York,0,4,4,Four teens were shot during a gunfight near a high school.
15-11-2021,Aurora,Colorado,0,6,6,Six teenagers were wounded in a drive-by shooting at a park located across from a high school.
15-11-2021,New York City,New York,0,4,4,Four men were shot outside of a bodega in Harlem.
14-11-2021,Columbia,Missouri,1,5,6,"Two men opened fire at each other at a lounge, wounding five. One of the shooters was killed by responding police."
14-11-2021,Troy,Alabama,1,5,6,A man was killed and five others wounded at a gas station in the early morning.
14-11-2021,Chiloquin,Oregon,2,2,4,"Four people were shot, two of the victims fatally. A man from Klamath Falls was arrested and charged with murder."
14-11-2021,Tucson,Arizona,4,1,5,"Four men arrived at a trailer park and confronted a homeowner and a guest, leading to the homeowner shooting and killing the four men and the guest being injured by the four attackers."
14-11-2021,Philadelphia,Pennsylvania,0,6,6,"Three men and three women were shot, one man critically."
13-11-2021,Houma,Louisiana,0,4,4,"Four people were wounded at a high school homecoming after-party, after multiple attendees began shooting."
13-11-2021,Winston-Salem,North Carolina,0,4,4,Four people were wounded after several people opened fire at a party.
12-11-2021,River Grove,Illinois,1,3,4,"Four adults were shot at a bowling alley at approximately 1 AM, killing a 23-year-old man."
10-11-2021,South Fulton,Georgia,0,6,6,"Three wounded were found by responding officers, a fourth flagged down officers and two others were found at local hospitals."
09-11-2021,Chicago,Illinois,1,3,4,A man was killed and three others injured in South Side drive-by shooting.
09-11-2021,Paterson,New Jersey,0,4,4,Responding officers discovered two wounded from an early morning shooting. Two others arrived were identified at the hospital.
09-11-2021,Utica,New York,0,4,4,Responding officers found four men wounded.
09-11-2021,Dothan,Alabama,0,5,5,Five teenagers were wounded at a party at a local shopping center.
