Date,City,State,Dead,Injured,Total,Description
09-11-2021,Chicago,Illinois,1,5,6,A woman was killed and four adults and a teenager wounded in a West Pullman drive-by while walking as a group.
08-11-2021,Philadelphia,Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.
07-11-2021,El Paso,Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.
06-11-2021,White Center,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.
06-11-2021,Winston-Salem,North Carolina,1,3,4,A shooting left one man dead and four others injured.
06-11-2021,Dallas,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl."
06-11-2021,Savannah,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.
05-11-2021,Baltimore,Maryl,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.
04-11-2021,Seattle,Washington,0,5,5,Five people were shot in a parking lot.
04-11-2021,Wichita,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.
03-11-2021,Columbia,South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.
03-11-2021,Philadelphia,Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old."
03-11-2021,Chamita,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three."
02-11-2021,Columbus,Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center."
01-11-2021,Miami,Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.
31-10-2021,Louisville,Kentucky,2,2,4,Two cousins working as security were shot and killed. Two others were wounded.
31-10-2021,Flossmoor,Illinois,1,3,4,Four people were shot just after midnight on Halloween.
31-10-2021,Lakewood,Colorado,2,2,4,"Four people were shot, two fatally."
31-10-2021,Houston,Texas,1,9,10,A woman was shot and killed and nine injured at a large Halloween party of hundred people.
31-10-2021,Joliet,Illinois,2,12,14,Two people were killed and several wounded after two men opened fire on a Halloween party.
31-10-2021,Fort Worth,Texas,1,3,4,An 18-year-old was arrested after killing a man and wounding three others in a drive-by shooting.
30-10-2021,Gilroy,California,1,3,4,One person was killed and three wounded after a shooting at a house party. The party occurred at the home of a Gilroy councilwoman.
30-10-2021,Oklahoma City,Oklahoma,0,4,4,Four people were wounded in a residential area in the early morning.
30-10-2021,Decatur,Illinois,0,4,4,Four people were wounded at a large house party in the early morning.
30-10-2021,Sacramento,California,2,5,7,Two people were killed and five injured at a Halloween party that was held at a local banquet hall.
30-10-2021,Texarkana,Texas,1,9,10,A man was killed and several people wounded after a shooting at a Halloween party.
30-10-2021,St. Petersburg,Florida,1,4,5,A man was killed and four others wounded at an outdoor boxing match at the Skyway Plaza.
29-10-2021,Poughkeepsie,New York,0,5,5,Three people were wounded at a birthday party and two more were wounded as the tour bus transporting some of the wounded was later shot at.
29-10-2021,Kalamazoo,Michigan,0,4,4,Four people were shot at a party inside an event center.
28-10-2021,Nashville,Tennessee,1,3,4,A man was killed and three wounded in a suspected robbery shortly before midnight.
28-10-2021,Las Vegas,Nevada,0,4,4,Four people were wounded after an argument in an alley escalated.
25-10-2021,Boise,Idaho,3,4,7,"Two people, including a security guard, were shot and killed at a mall, and four others were wounded. The shooter was injured by responding officers and died the next day after being taken into custody."
25-10-2021,Memphis,Tennessee,0,4,4,Three teenagers and an adult were wounded after a shooting near an elementary school.
24-10-2021,Gonzales,California,2,2,4,"Two people were killed, and two others injured at an off-roading event."
24-10-2021,Crenshaw,Mississippi,2,3,5,Two people were killed and three injured in a shooting on Jones Street.
23-10-2021,Fort Valley,Georgia,1,7,8,A man was killed and seven others wounded at an off-campus party about two blocks from Fort Valley State University.
23-10-2021,Ontario,California,1,4,5,A teenager was killed and one adult and three juveniles wounded at a Halloween party.
23-10-2021,Florence,South Carolina,0,6,6,Six people were wounded in an early morning shooting at a local bar.
22-10-2021,Chicago,Illinois,0,5,5,Five people were wounded outside a Chatham liqueur store when a man opened fire and then fled.
22-10-2021,Baltimore,Maryl,0,7,7,Five adults and two teenagers were wounded in a drive-by shooting.
22-10-2021,Renton,Washington,0,4,4,Four people were wounded in the parking lot of a banquet hall that was hosting a Halloween party.
21-10-2021,New York City,New York,0,4,4,A gunman exited a subway station and shot four people in the Flatbush section of Brooklyn.
21-10-2021,Tacoma,Washington,4,0,4,Three adults were killed and a fourth later died at the hospital in a night time shooting.
20-10-2021,Farwell,Michigan,4,0,4,"A woman shot and killed her father, sister and two workers at their home in the afternoon."
19-10-2021,Kenosha,Wisconsin,3,2,5,"A man killed his roommate's teenage daughter and her boyfriend, and wounded his roommate and her 14-year-old son. He later killed himself."
17-10-2021,Colorado Springs,Colorado,0,5,5,Five people were wounded outside a local bar after an unknown number of people opened fire.
17-10-2021,Racine,Wisconsin,0,6,6,Six people were wounded at a one-year anniversary vigil for a man killed in the location. Neighbors refused to cooperate with police due to fear of retaliation.
17-10-2021,St. Louis,Missouri,1,3,4,A 19-year-old was killed and three teenagers were wounded in the early morning in the Baden neighborhood.
17-10-2021,Grambling,Louisiana,1,7,8,A person was killed and seven others wounded at Grambling State University during a homecoming event in the early morning.
17-10-2021,Houston,Texas,0,5,5,Responding officers found an SUV in a ditch with bullet holes and blood near Winzer Park. Four adults and a juvenile were later identified at local hospitals although none had reached out to police.
17-10-2021,Jackson,Mississippi,3,3,6,Three people were killed and three injured after a man opened fire inside a night club.
17-10-2021,Pine Bluff,Arkansas,1,7,8,"Gunfire erupted at a party hall wounding eleven and killing one, responding police opened fire on a man holding a gun and wounded him."
17-10-2021,Pine Bluff,Arkansas,0,4,4,Responding officers found four people wounded and shell casings around a car in the intersection.
16-10-2021,Killeen,Texas,1,3,4,Four people were wounded in the parking lot of a club in the early morning. One of the wounded died two days later.
15-10-2021,Mobile,Alabama,0,5,5,Five people were wounded at a high school football game.
14-10-2021,Minneapolis,Minnesota,1,4,5,Responding police found five people wounded in Ventura Village. One of the wounded later died at the hospital.
12-10-2021,Charlotte,North Carolina,0,5,5,Five people were shot in the Grier Heights neighborhood.
12-10-2021,Orlando,Florida,0,5,5,Five people were shot in a drive-by shooting in the Callahan neighborhood.
12-10-2021,Lansing,Michigan,1,3,4,"Three teenagers and a baby were shot while in a car near an intersection, killing a 17-year-old girl."
10-10-2021,Saint Paul,Minnesota,1,14,15,One person was killed and 14 injured in a shootout at a bar.
10-10-2021,Dover,Delaware,1,4,5,A man was killed and four others wounded after a drive-by shooting at a house party in the early morning.
10-10-2021,McColl,South Carolina,2,3,5,Two people were killed and three injured in a shooting near a nightclub.
10-10-2021,Chicago,Illinois,1,4,5,A man was killed and four others injured in an early morning drive-by outside a Wicker Park nightclub.
10-10-2021,Sioux City,Iowa,0,4,4,Four bystanders were wounded at an after hours club in an early morning targeted shooting.
09-10-2021,Orlando,Florida,0,4,4,"Deputies were called after a man got drunk and fired shots into the air. He then opened fire on the security guard and officers, before driving down the road, getting into a car accident and opening fire on those in the car. He wounded the security guards and three in the vehicle."
08-10-2021,Clarksdale,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.
08-10-2021,Portland,Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting."
