index,_pos
10274,"array([7.20224111, 3.72302235])"
10275,"array([7.20855027, 3.73447184])"
10276,"array([7.20578014, 3.72647763])"
10277,"array([5.90663351, 4.88365778])"
10278,"array([6.23941251, 5.00614259])"
10279,"array([6.22131005, 5.00238697])"
10280,"array([6.43672562, 4.82924767])"
10281,"array([6.42713012, 4.82321011])"
10282,"array([6.06553933, 4.65881327])"
10283,"array([6.04699423, 4.67550725])"
10284,"array([6.0828431, 4.6410155])"
10285,"array([7.15634025, 3.72067863])"
10286,"array([6.16380465, 5.35816919])"
10287,"array([6.4251819 , 5.60606731])"
10288,"array([6.43776504, 5.59152065])"
10289,"array([6.28572504, 5.34697689])"
10290,"array([6.27170789, 5.33751696])"
10291,"array([5.97185929, 5.0922038 ])"
10292,"array([6.27642463, 3.65358956])"
10293,"array([6.31104646, 3.64695569])"
10294,"array([6.32753197, 3.62741069])"
10295,"array([6.35923402, 3.61485113])"
10296,"array([6.38549862, 3.59048183])"
10297,"array([6.40290376, 3.60519785])"
10298,"array([6.40219181, 3.57196416])"
10299,"array([6.44617888, 3.54886171])"
10300,"array([6.41899428, 3.55744815])"
10301,"array([6.46448105, 3.54030127])"
10302,"array([6.43681927, 3.54220786])"
10303,"array([6.51337466, 3.57081765])"
10304,"array([6.48356217, 3.53330857])"
10305,"array([6.521401  , 3.55147848])"
10306,"array([6.52369269, 3.52325049])"
10307,"array([6.54444126, 3.52298709])"
10308,"array([6.54501623, 3.49839305])"
10309,"array([6.59440682, 3.55086656])"
10310,"array([6.59077072, 3.5105085 ])"
10311,"array([6.61856836, 3.54633401])"
10312,"array([6.62514354, 3.51761805])"
10313,"array([6.65020384, 3.53556093])"
10314,"array([6.65212222, 3.51769572])"
10315,"array([6.68367009, 3.53180326])"
10316,"array([6.67247881, 3.52013237])"
10317,"array([6.71775849, 3.53423922])"
10318,"array([6.70383339, 3.50714516])"
10319,"array([6.74238047, 3.51474621])"
10320,"array([6.76267738, 3.5231043 ])"
10321,"array([6.81602493, 3.51916637])"
10322,"array([5.53781785, 4.61955343])"
10323,"array([5.54837349, 4.56506149])"
10324,"array([5.57888713, 4.53588013])"
10325,"array([5.57756027, 4.50121067])"
10326,"array([5.56905684, 4.48970043])"
10327,"array([5.60904618, 4.47201574])"
10328,"array([5.58694499, 4.44904199])"
10329,"array([5.64102064, 4.44858627])"
10330,"array([5.60168562, 4.40366384])"
10331,"array([5.65236485, 4.39276432])"
10332,"array([5.6284089 , 4.37577418])"
10333,"array([5.67575023, 4.35415868])"
10334,"array([5.62632334, 4.31653069])"
10335,"array([5.61937173, 4.30258612])"
10336,"array([5.69505446, 4.32775334])"
10337,"array([5.66031061, 4.28431107])"
10338,"array([5.64227914, 4.25245356])"
10339,"array([5.72860949, 4.30875764])"
10340,"array([5.69138318, 4.27258538])"
10341,"array([5.65191729, 4.21668078])"
10342,"array([5.78762927, 4.27236045])"
10343,"array([5.72941297, 4.23529366])"
10344,"array([5.69475826, 4.1990589 ])"
10345,"array([5.83265184, 4.23216727])"
10346,"array([5.78676333, 4.21544277])"
10347,"array([5.72411014, 4.17460641])"
10348,"array([5.66226515, 4.07715942])"
10349,"array([5.88044163, 4.19148493])"
10350,"array([5.82780917, 4.18864419])"
10351,"array([5.79213161, 4.17072972])"
10352,"array([5.73738115, 4.11368022])"
10353,"array([5.70706466, 4.03731089])"
10354,"array([5.82461027, 4.10750027])"
10355,"array([5.76902963, 4.03710659])"
10356,"array([5.73756182, 3.99580039])"
10357,"array([5.99727671, 4.08317839])"
10358,"array([5.95843231, 4.04897225])"
10359,"array([5.8600388, 4.0493043])"
10360,"array([5.80802394, 3.97687611])"
10361,"array([5.81233611, 3.93724976])"
10362,"array([5.94942926, 4.02627739])"
10363,"array([5.93576176, 3.92771911])"
10364,"array([5.86109829, 3.90478172])"
10365,"array([6.0760901, 4.0532585])"
10366,"array([6.01409224, 4.00323931])"
10367,"array([5.98323188, 3.95566872])"
10368,"array([5.97793021, 3.90431898])"
10369,"array([6.08601685, 4.02462971])"
10370,"array([6.06932348, 3.95127901])"
10371,"array([6.03767596, 3.92046057])"
10372,"array([6.02880018, 3.8443937 ])"
10373,"array([6.14492736, 3.97065202])"
10374,"array([6.12261445, 3.94740461])"
10375,"array([6.09119466, 3.90516468])"
10376,"array([6.06314598, 3.82129993])"
10377,"array([6.18939636, 3.94959153])"
10378,"array([6.17134491, 3.94667671])"
10379,"array([6.12065673, 3.89294913])"
10380,"array([6.09805549, 3.80747324])"
10381,"array([6.09594446, 3.7682001 ])"
10382,"array([6.21045449, 3.94080324])"
10383,"array([6.19372636, 3.90468544])"
10384,"array([6.20356559, 3.87713699])"
10385,"array([6.13298102, 3.79107726])"
10386,"array([6.11562213, 3.77146116])"
10387,"array([6.25427936, 3.93084802])"
10388,"array([6.23158898, 3.88292296])"
10389,"array([6.21710036, 3.84929768])"
10390,"array([6.16941974, 3.77853587])"
10391,"array([6.15314699, 3.740447  ])"
10392,"array([6.13047571, 3.72549193])"
10393,"array([6.29261925, 3.91447755])"
10394,"array([6.26869674, 3.86304175])"
10395,"array([6.25160562, 3.82804397])"
10396,"array([6.22565844, 3.73660512])"
10397,"array([6.20477521, 3.72281653])"
10398,"array([6.22079164, 3.69262842])"
10399,"array([6.33769156, 3.88343879])"
10400,"array([6.303092  , 3.84328303])"
10401,"array([6.3121819 , 3.79658638])"
10402,"array([6.28179374, 3.74168207])"
10403,"array([6.2738921 , 3.70726646])"
10404,"array([6.28153267, 3.68077593])"
10405,"array([6.3738153 , 3.88229034])"
10406,"array([6.35868426, 3.83090945])"
10407,"array([6.35189271, 3.79802609])"
10408,"array([6.34463979, 3.72396878])"
10409,"array([6.3589504 , 3.70019951])"
10410,"array([6.31883464, 3.67316688])"
10411,"array([6.4373884, 3.8709059])"
10412,"array([6.40044917, 3.83585185])"
10413,"array([6.40227525, 3.79573217])"
10414,"array([6.39742908, 3.71346876])"
10415,"array([6.35392784, 3.68016203])"
10416,"array([6.36843965, 3.65503543])"
10417,"array([6.45114691, 3.8503126 ])"
10418,"array([6.42718039, 3.82219304])"
10419,"array([6.44451694, 3.77074674])"
10420,"array([6.43538088, 3.7220046 ])"
10421,"array([6.40620919, 3.69029574])"
10422,"array([6.38575261, 3.6477606 ])"
10423,"array([6.48442406, 3.83829987])"
10424,"array([6.47712816, 3.81812778])"
10425,"array([6.47242725, 3.77420449])"
10426,"array([6.44572697, 3.70771696])"
10427,"array([6.44444778, 3.69411345])"
10428,"array([6.45746488, 3.58305667])"
10429,"array([6.52504068, 3.82247897])"
10430,"array([6.50469341, 3.781161  ])"
10431,"array([6.4994453 , 3.75222532])"
10432,"array([6.47886753, 3.67945283])"
10433,"array([6.49058372, 3.59182161])"
10434,"array([6.47537706, 3.57740907])"
10435,"array([6.55823555, 3.830016  ])"
10436,"array([6.54612675, 3.76422289])"
10437,"array([6.54614687, 3.7372631 ])"
10438,"array([6.53808515, 3.66695894])"
10439,"array([6.49819142, 3.59205465])"
10440,"array([6.50584899, 3.59543626])"
10441,"array([6.60901619, 3.81075995])"
10442,"array([6.58841066, 3.79242279])"
10443,"array([6.58467278, 3.68763301])"
10444,"array([6.54619648, 3.68956819])"
10445,"array([6.53142292, 3.66433478])"
10446,"array([6.55172584, 3.56524349])"
10447,"array([6.6275329 , 3.79543919])"
10448,"array([6.60161293, 3.72814121])"
10449,"array([6.58961209, 3.67363599])"
10450,"array([6.59053242, 3.64214652])"
10451,"array([6.58348073, 3.6308551 ])"
10452,"array([6.57153604, 3.56334008])"
10453,"array([6.64092284, 3.78028015])"
10454,"array([6.63645433, 3.74101469])"
10455,"array([6.62496756, 3.69295839])"
10456,"array([6.62818479, 3.65232532])"
10457,"array([6.62085867, 3.62318472])"
10458,"array([6.61902137, 3.5765971 ])"
10459,"array([6.67697925, 3.78305647])"
10460,"array([6.6693293, 3.7299261])"
10461,"array([6.66710209, 3.67572217])"
10462,"array([6.66273343, 3.65714028])"
10463,"array([6.65430711, 3.6241909 ])"
10464,"array([6.6334542 , 3.57973746])"
10465,"array([6.70190227, 3.76490536])"
10466,"array([6.70055846, 3.69843094])"
10467,"array([6.68232804, 3.66949393])"
10468,"array([6.66947845, 3.6319776 ])"
10469,"array([6.66693113, 3.60942707])"
10470,"array([6.67149857, 3.56197627])"
10471,"array([6.72857892, 3.73061269])"
10472,"array([6.71742511, 3.69685491])"
10473,"array([6.70291902, 3.64842597])"
10474,"array([6.71314588, 3.62228103])"
10475,"array([6.71336109, 3.55662659])"
10476,"array([6.70601443, 3.55120289])"
10477,"array([6.760226  , 3.71743101])"
10478,"array([6.75573866, 3.68161476])"
10479,"array([6.74872871, 3.66856756])"
10480,"array([6.72972713, 3.61346631])"
10481,"array([6.73240124, 3.56026169])"
10482,"array([6.71378507, 3.54913423])"
10483,"array([6.7937243 , 3.70468053])"
10484,"array([6.77013608, 3.69115399])"
10485,"array([6.77077936, 3.61296002])"
10486,"array([6.75042805, 3.55524988])"
10487,"array([6.79680535, 3.69017154])"
10488,"array([6.79043865, 3.67661667])"
10489,"array([6.82807511, 3.69353102])"
10490,"array([6.80538949, 3.65568886])"
10491,"array([6.82454858, 3.63067259])"
10492,"array([6.77621347, 3.5658224 ])"
10493,"array([6.83651757, 3.66755109])"
10494,"array([6.82043378, 3.65768228])"
10495,"array([6.86487238, 3.63567743])"
10496,"array([6.84540452, 3.60542236])"
10497,"array([6.81384895, 3.54150972])"
10498,"array([5.59855447, 4.89494965])"
10499,"array([5.5904535 , 4.87112918])"
10500,"array([5.60687537, 4.85199997])"
10501,"array([5.5825533 , 4.83053059])"
10502,"array([5.63324291, 4.82175786])"
10503,"array([5.59889213, 4.8127857 ])"
10504,"array([5.5848684 , 4.79011534])"
10505,"array([5.66894233, 4.7794273 ])"
10506,"array([5.61280377, 4.76279894])"
10507,"array([5.58966447, 4.75873527])"
10508,"array([5.55171184, 4.74252404])"
10509,"array([5.68826174, 4.77406356])"
10510,"array([5.62265437, 4.74093423])"
10511,"array([5.59647343, 4.7189441 ])"
10512,"array([5.5582712 , 4.67837214])"
10513,"array([5.53503371, 4.67269852])"
10514,"array([5.73407331, 4.75534278])"
10515,"array([5.7037217 , 4.72171968])"
10516,"array([5.68789505, 4.70686727])"
10517,"array([5.62971618, 4.67961672])"
10518,"array([5.59547798, 4.66455332])"
10519,"array([5.56075655, 4.64121947])"
10520,"array([5.73897631, 4.71241129])"
10521,"array([5.72290767, 4.70202486])"
10522,"array([5.68943855, 4.69343615])"
10523,"array([5.63312713, 4.64744171])"
10524,"array([5.60048159, 4.61644493])"
10525,"array([5.5809582 , 4.58832447])"
10526,"array([5.7771895, 4.699658 ])"
10527,"array([5.72305169, 4.66828184])"
10528,"array([5.69635936, 4.65027832])"
10529,"array([5.65862772, 4.61502196])"
10530,"array([5.62282223, 4.59676332])"
10531,"array([5.5977668 , 4.55536373])"
10532,"array([5.79361326, 4.67311239])"
10533,"array([5.76176212, 4.63036572])"
10534,"array([5.70537768, 4.6205817 ])"
10535,"array([5.67718861, 4.59012679])"
10536,"array([5.64973881, 4.55942269])"
10537,"array([5.61485437, 4.52171523])"
10538,"array([5.80827486, 4.63014795])"
10539,"array([5.77962705, 4.60484597])"
10540,"array([5.73912767, 4.57565967])"
10541,"array([5.70510704, 4.55908545])"
10542,"array([5.68384569, 4.52801599])"
10543,"array([5.63187948, 4.49045198])"
10544,"array([5.84514698, 4.59319527])"
10545,"array([5.81639353, 4.55936099])"
10546,"array([5.77412325, 4.56329918])"
10547,"array([5.7181089 , 4.50253462])"
10548,"array([5.70151222, 4.48540509])"
10549,"array([5.66833624, 4.45117148])"
10550,"array([5.89526667, 4.55884746])"
10551,"array([5.87623835, 4.54005992])"
10552,"array([5.79661537, 4.50260303])"
10553,"array([5.77738296, 4.45271816])"
10554,"array([5.72095232, 4.44986917])"
10555,"array([5.68898318, 4.4269522 ])"
10556,"array([5.93888868, 4.50973138])"
10557,"array([5.90599509, 4.48224009])"
10558,"array([5.87423378, 4.45625979])"
10559,"array([5.79928021, 4.43900475])"
10560,"array([5.75238598, 4.4224006 ])"
10561,"array([5.7128474 , 4.38909278])"
10562,"array([5.96905123, 4.47906011])"
10563,"array([5.93224994, 4.45488162])"
10564,"array([5.89587049, 4.42996323])"
10565,"array([5.85482735, 4.4074727 ])"
10566,"array([5.7634549 , 4.39092785])"
10567,"array([5.76198253, 4.35460542])"
10568,"array([5.99322918, 4.44956426])"
10569,"array([5.95754687, 4.42638028])"
10570,"array([5.92510666, 4.40196054])"
10571,"array([5.89433204, 4.37579065])"
10572,"array([5.84572134, 4.35913309])"
10573,"array([5.7921729, 4.3136739])"
10574,"array([6.02841632, 4.420484  ])"
10575,"array([5.98314886, 4.39847498])"
10576,"array([5.95717044, 4.37504801])"
10577,"array([5.91973223, 4.35099595])"
10578,"array([5.87368175, 4.3143876 ])"
10579,"array([5.82903942, 4.28686389])"
10580,"array([6.04519824, 4.4031665 ])"
10581,"array([6.01330562, 4.37106548])"
10582,"array([5.98864834, 4.34738791])"
10583,"array([5.96386823, 4.32247702])"
10584,"array([5.92941434, 4.30721675])"
10585,"array([5.86549623, 4.27020884])"
10586,"array([6.09438313, 4.36272586])"
10587,"array([6.06140523, 4.33041707])"
10588,"array([6.03439853, 4.3092943 ])"
10589,"array([6.01105296, 4.27477343])"
10590,"array([5.94652142, 4.24334194])"
10591,"array([5.93500184, 4.21007193])"
10592,"array([6.14369214, 4.32429871])"
10593,"array([6.10216214, 4.29088423])"
10594,"array([6.07380763, 4.2706239 ])"
10595,"array([6.05345472, 4.24464431])"
10596,"array([6.02395377, 4.20327021])"
10597,"array([6.0132494 , 4.13130375])"
10598,"array([6.17625168, 4.29084101])"
10599,"array([6.15701285, 4.25264585])"
10600,"array([6.16031937, 4.20288687])"
10601,"array([6.11758641, 4.19002768])"
10602,"array([6.0724619 , 4.16780928])"
10603,"array([6.0564258 , 4.10509678])"
10604,"array([6.21292486, 4.25657567])"
10605,"array([6.18699616, 4.223424  ])"
10606,"array([6.18149483, 4.18623127])"
10607,"array([6.16199168, 4.15294046])"
10608,"array([6.12499749, 4.10780425])"
10609,"array([6.11286854, 4.06985255])"
10610,"array([6.24803799, 4.22209359])"
10611,"array([6.21917041, 4.20143375])"
10612,"array([6.24639954, 4.1552529 ])"
10613,"array([6.21743492, 4.14041076])"
10614,"array([6.14893235, 4.11367948])"
10615,"array([6.16094906, 4.01755507])"
10616,"array([6.29764645, 4.19562106])"
10617,"array([6.28313132, 4.1039419 ])"
10618,"array([6.27204256, 4.08621893])"
10619,"array([6.26498883, 4.06434262])"
10620,"array([6.22785933, 4.06726416])"
10621,"array([6.20479404, 3.9952267 ])"
10622,"array([6.36332544, 4.12138043])"
10623,"array([6.30451198, 4.08698531])"
10624,"array([6.30447046, 4.0589871 ])"
10625,"array([6.29557265, 4.03871562])"
10626,"array([6.27077566, 4.02997846])"
10627,"array([6.24090405, 3.98250856])"
10628,"array([6.34800834, 4.1002236 ])"
10629,"array([6.32107981, 4.07324906])"
10630,"array([6.31055707, 4.04435314])"
10631,"array([6.31306341, 4.02661658])"
10632,"array([6.30200107, 3.99279181])"
10633,"array([6.27672963, 3.96549718])"
10634,"array([6.43292751, 4.07873104])"
10635,"array([6.34017193, 4.06302897])"
10636,"array([6.37133017, 4.02416566])"
10637,"array([6.34992408, 4.01204095])"
10638,"array([6.32793327, 3.98004989])"
10639,"array([6.31151811, 3.94848388])"
10640,"array([6.45817441, 4.0670058 ])"
10641,"array([6.4455933 , 4.02987312])"
10642,"array([6.42836984, 4.00347016])"
10643,"array([6.41161182, 3.98741051])"
10644,"array([6.3900589 , 3.96954072])"
10645,"array([6.37747282, 3.92747633])"
10646,"array([6.48155271, 4.05118788])"
10647,"array([6.4677778 , 4.02298422])"
10648,"array([6.4598643 , 3.99908171])"
10649,"array([6.44677677, 3.97805139])"
10650,"array([6.40442146, 3.95398594])"
10651,"array([6.42000258, 3.91749261])"
10652,"array([6.50595127, 4.03670274])"
10653,"array([6.49267731, 3.99634841])"
10654,"array([6.47469108, 3.98572384])"
10655,"array([6.46160079, 3.96924146])"
10656,"array([6.46048191, 3.91834237])"
10657,"array([6.42704276, 3.89031153])"
10658,"array([6.53003989, 4.03913746])"
10659,"array([6.51342078, 4.00627948])"
10660,"array([6.50226363, 3.9682512 ])"
10661,"array([6.50381393, 3.94699046])"
10662,"array([6.48234868, 3.89496247])"
10663,"array([6.44361738, 3.88653336])"
10664,"array([6.55396126, 4.01400222])"
10665,"array([6.53568557, 3.99869897])"
10666,"array([6.51732635, 3.96007057])"
10667,"array([6.52805703, 3.94383571])"
10668,"array([6.5037098 , 3.90783945])"
10669,"array([6.48882209, 3.86862122])"
10670,"array([6.59002403, 3.99966831])"
10671,"array([6.58005637, 3.98102561])"
10672,"array([6.558585  , 3.96218556])"
10673,"array([6.54775632, 3.9392637 ])"
10674,"array([6.54549734, 3.89059929])"
10675,"array([6.52999616, 3.87958955])"
10676,"array([6.61506345, 4.00720096])"
10677,"array([6.61159331, 3.9812547 ])"
10678,"array([6.5804247 , 3.92564921])"
10679,"array([6.57416783, 3.89241756])"
10680,"array([6.59431105, 3.86724199])"
10681,"array([6.57902087, 3.84506222])"
10682,"array([6.65954757, 4.0024129 ])"
10683,"array([6.63665455, 3.9750397 ])"
10684,"array([6.62474701, 3.93901431])"
10685,"array([6.64582332, 3.90231055])"
10686,"array([6.61272777, 3.88829243])"
10687,"array([6.59919943, 3.8468858 ])"
10688,"array([6.6914738 , 3.96181008])"
10689,"array([6.67791982, 3.9489403 ])"
10690,"array([6.6738596 , 3.93053738])"
10691,"array([6.66461276, 3.89171264])"
10692,"array([6.64778242, 3.86021386])"
10693,"array([6.64592778, 3.83100774])"
10694,"array([6.704779  , 3.94596712])"
10695,"array([6.69152641, 3.93956696])"
10696,"array([6.69867798, 3.90672723])"
10697,"array([6.68703709, 3.88030018])"
10698,"array([6.67431513, 3.86021388])"
10699,"array([6.67936053, 3.84055611])"
10700,"array([6.75350307, 3.94662457])"
10701,"array([6.71166585, 3.91718597])"
10702,"array([6.71384025, 3.89706069])"
10703,"array([6.70793069, 3.87716211])"
10704,"array([6.71905403, 3.84947841])"
10705,"array([6.6978802 , 3.83490866])"
10706,"array([6.76594481, 3.92054201])"
10707,"array([6.77114053, 3.90119954])"
10708,"array([6.73458534, 3.88509971])"
10709,"array([6.72963063, 3.86644889])"
10710,"array([6.74091402, 3.83306521])"
10711,"array([6.72344785, 3.82321151])"
10712,"array([6.78173885, 3.9167592 ])"
10713,"array([6.78605673, 3.89536093])"
10714,"array([6.78258778, 3.87184527])"
10715,"array([6.77748659, 3.84040643])"
10716,"array([6.76946995, 3.82232447])"
10717,"array([6.77084269, 3.78990012])"
10718,"array([6.80306063, 3.89268433])"
10719,"array([6.82200837, 3.85814687])"
10720,"array([6.81300893, 3.84326619])"
10721,"array([6.80118301, 3.82608427])"
10722,"array([6.79256998, 3.80731873])"
10723,"array([6.76198712, 3.75706565])"
10724,"array([6.83977034, 3.85436385])"
10725,"array([6.82343333, 3.81228786])"
10726,"array([6.81276229, 3.79114957])"
10727,"array([6.78870107, 3.74645052])"
10728,"array([6.82871186, 3.75693385])"
10729,"array([6.81478303, 3.75186189])"
10730,"array([6.88683303, 3.84543391])"
10731,"array([6.87001631, 3.78529333])"
10732,"array([6.84426433, 3.75646735])"
10733,"array([6.8459315 , 3.73320562])"
10734,"array([6.86167723, 3.74022526])"
10735,"array([6.8449141 , 3.68576382])"
10736,"array([6.92367546, 3.84758817])"
10737,"array([6.90836725, 3.83152971])"
10738,"array([6.89554542, 3.81272789])"
10739,"array([6.89492204, 3.78484127])"
10740,"array([6.88848446, 3.72541797])"
10741,"array([6.85912757, 3.67420631])"
10742,"array([6.94524028, 3.82412252])"
10743,"array([6.9394951 , 3.80200003])"
10744,"array([6.93448444, 3.78544436])"
10745,"array([6.9109935, 3.7535862])"
10746,"array([6.91034017, 3.73326543])"
10747,"array([6.88653848, 3.70474458])"
10748,"array([5.77632263, 4.95374411])"
10749,"array([5.74007587, 4.94774005])"
10750,"array([5.70587255, 4.92786649])"
10751,"array([5.6925794 , 4.91842373])"
10752,"array([5.6098098, 4.9029757])"
10753,"array([5.74916095, 4.92745383])"
10754,"array([5.70795279, 4.91487804])"
10755,"array([5.70124474, 4.88340988])"
10756,"array([5.6622163 , 4.88010845])"
10757,"array([5.81225857, 4.93204581])"
10758,"array([5.75677602, 4.90785632])"
10759,"array([5.741183  , 4.89447571])"
10760,"array([5.72578919, 4.87940961])"
10761,"array([5.69356187, 4.86698791])"
10762,"array([5.76443362, 4.88909224])"
10763,"array([5.73732428, 4.85654697])"
10764,"array([5.72026258, 4.85796561])"
10765,"array([5.68247085, 4.83413837])"
10766,"array([5.82452445, 4.87848   ])"
10767,"array([5.76653213, 4.85718866])"
10768,"array([5.75752274, 4.82724054])"
10769,"array([5.73357939, 4.81799512])"
10770,"array([5.70296996, 4.83118987])"
10771,"array([5.79110551, 4.82982106])"
10772,"array([5.76903153, 4.81683316])"
10773,"array([5.74845068, 4.81175901])"
10774,"array([5.70652481, 4.79057566])"
10775,"array([5.92402071, 4.85144769])"
10776,"array([5.91867195, 4.83465691])"
10777,"array([5.87031059, 4.81436826])"
10778,"array([5.82954334, 4.83488351])"
10779,"array([5.81580787, 4.79956925])"
10780,"array([5.76804754, 4.78056776])"
10781,"array([5.9611028 , 4.83063113])"
10782,"array([5.92628321, 4.81542665])"
10783,"array([5.8961425, 4.7996007])"
10784,"array([5.85969654, 4.77984835])"
10785,"array([5.84174541, 4.76736722])"
10786,"array([5.77821312, 4.73143045])"
10787,"array([5.98738608, 4.79898566])"
10788,"array([5.97135822, 4.78368417])"
10789,"array([5.94155634, 4.78836754])"
10790,"array([5.89045372, 4.75787418])"
10791,"array([5.86137426, 4.72764626])"
10792,"array([5.8204003 , 4.70841296])"
10793,"array([6.02291946, 4.77768614])"
10794,"array([5.99407928, 4.75638529])"
10795,"array([5.95953102, 4.75395712])"
10796,"array([5.90207284, 4.72135254])"
10797,"array([5.86768089, 4.70886744])"
10798,"array([5.81578815, 4.69031554])"
10799,"array([6.01624811, 4.77756833])"
10800,"array([6.01756454, 4.73428801])"
10801,"array([6.007626  , 4.71658431])"
10802,"array([5.92915442, 4.69745227])"
10803,"array([5.89916196, 4.68901487])"
10804,"array([5.859516  , 4.63989004])"
10805,"array([6.04643616, 4.64718121])"
10806,"array([6.7976896 , 3.63777717])"
10807,"array([6.0280505 , 4.69656003])"
10808,"array([5.97954282, 4.67915998])"
10809,"array([5.96099394, 4.66285423])"
10810,"array([5.89521965, 4.63821991])"
10811,"array([6.80684275, 3.60597767])"
10812,"array([6.78348234, 3.5880388 ])"
10813,"array([6.04705041, 4.6117977 ])"
10814,"array([6.0211716 , 4.60737058])"
10815,"array([5.97805843, 4.59262731])"
10816,"array([5.95014106, 4.59654017])"
10817,"array([6.13898628, 4.65481692])"
10818,"array([6.11235261, 4.63396894])"
10819,"array([6.06171866, 4.59520998])"
10820,"array([6.0366406 , 4.58133199])"
10821,"array([5.99367401, 4.57683061])"
10822,"array([5.98687275, 4.5547793 ])"
10823,"array([6.20109124, 4.61581288])"
10824,"array([6.1637759 , 4.60261927])"
10825,"array([6.14126984, 4.58887709])"
10826,"array([6.06977395, 4.53736396])"
10827,"array([6.0205245 , 4.54051273])"
10828,"array([6.00505178, 4.49821177])"
10829,"array([6.19818414, 4.59477057])"
10830,"array([6.17318665, 4.58419038])"
10831,"array([6.12229154, 4.54697082])"
10832,"array([6.10575411, 4.54784123])"
10833,"array([6.05942387, 4.49479283])"
10834,"array([6.03983903, 4.4759408 ])"
10835,"array([6.20128428, 4.57212002])"
10836,"array([6.17352425, 4.56760435])"
10837,"array([6.17546156, 4.52269098])"
10838,"array([6.14368455, 4.48530045])"
10839,"array([6.09610761, 4.47171787])"
10840,"array([6.08439719, 4.44920279])"
10841,"array([6.19202271, 4.55293831])"
10842,"array([6.20081286, 4.53886658])"
10843,"array([6.19540446, 4.51416326])"
10844,"array([6.18132651, 4.49433312])"
10845,"array([6.13396123, 4.45310048])"
10846,"array([6.08284422, 4.41225801])"
10847,"array([6.24042376, 4.51349442])"
10848,"array([6.21922044, 4.50231142])"
10849,"array([6.21474347, 4.45700354])"
10850,"array([6.17675835, 4.45506665])"
10851,"array([6.15470483, 4.40532465])"
10852,"array([6.11995141, 4.3962364 ])"
10853,"array([6.27074284, 4.49589785])"
10854,"array([6.31071465, 4.44009377])"
10855,"array([6.29839852, 4.42838998])"
10856,"array([6.26216631, 4.39203217])"
10857,"array([6.22395036, 4.38044675])"
10858,"array([6.15440913, 4.35367437])"
10859,"array([6.32881277, 4.41864553])"
10860,"array([6.31465498, 4.41223264])"
10861,"array([6.28984504, 4.38848256])"
10862,"array([6.26197535, 4.36401373])"
10863,"array([6.22884256, 4.3326115 ])"
10864,"array([6.21704162, 4.31560705])"
10865,"array([6.38313683, 4.38793462])"
10866,"array([6.35287614, 4.4015994 ])"
10867,"array([6.33863969, 4.36694495])"
10868,"array([6.28289437, 4.35490613])"
10869,"array([6.24695888, 4.33159753])"
10870,"array([6.23589566, 4.30404114])"
10871,"array([6.4397173 , 4.37825965])"
10872,"array([6.4008638 , 4.34961686])"
10873,"array([6.36681557, 4.3669548 ])"
10874,"array([6.28871702, 4.32214103])"
10875,"array([6.28767051, 4.2933564 ])"
10876,"array([6.26897424, 4.28214496])"
10877,"array([6.46906556, 4.35621376])"
10878,"array([6.43213478, 4.3278579 ])"
10879,"array([6.39565235, 4.30560921])"
10880,"array([6.33733726, 4.30707477])"
10881,"array([6.32623217, 4.26885645])"
10882,"array([6.31437495, 4.21355402])"
10883,"array([6.46500308, 4.32812817])"
10884,"array([6.44822005, 4.31379617])"
10885,"array([6.40658365, 4.28850672])"
10886,"array([6.39315361, 4.28220811])"
10887,"array([6.3391606, 4.2338897])"
10888,"array([6.38222647, 4.13447961])"
10889,"array([6.48282738, 4.34535997])"
10890,"array([6.47762296, 4.30955164])"
10891,"array([6.42564937, 4.25723742])"
10892,"array([6.40590907, 4.25283429])"
10893,"array([6.38492917, 4.24927952])"
10894,"array([6.40197149, 4.11705749])"
10895,"array([6.52026946, 4.32224011])"
10896,"array([6.47529154, 4.27294434])"
10897,"array([6.42652153, 4.23245673])"
10898,"array([6.41581548, 4.24190821])"
10899,"array([6.43243159, 4.11133557])"
10900,"array([6.44579272, 4.09341444])"
10901,"array([6.55433429, 4.26104404])"
10902,"array([6.50141706, 4.25377578])"
10903,"array([6.50453495, 4.24532405])"
10904,"array([6.47480651, 4.13351575])"
10905,"array([6.47372771, 4.11311833])"
10906,"array([6.46899629, 4.08816756])"
10907,"array([6.56430297, 4.25115116])"
10908,"array([6.5493305 , 4.21427851])"
10909,"array([6.5369967 , 4.16796565])"
10910,"array([6.53386996, 4.14206748])"
10911,"array([6.50974459, 4.10241564])"
10912,"array([6.49459292, 4.07884941])"
10913,"array([6.59008083, 4.17311121])"
10914,"array([6.56216612, 4.13481651])"
10915,"array([6.55493612, 4.08679924])"
10916,"array([6.57844403, 4.05402486])"
10917,"array([5.77358731, 4.97888928])"
10918,"array([5.76397891, 4.94004877])"
10919,"array([6.70190594, 4.11705531])"
10920,"array([6.57666377, 4.10323494])"
10921,"array([6.18349597, 4.93560797])"
10922,"array([6.23119908, 4.94102761])"
10923,"array([6.25047398, 4.92774464])"
10924,"array([5.75766954, 4.96084222])"
10925,"array([6.69372813, 4.10479226])"
10926,"array([6.68228679, 4.06170017])"
10927,"array([6.63781299, 4.02403545])"
10928,"array([6.73751928, 4.08558681])"
10929,"array([6.73333093, 4.04657207])"
10930,"array([6.71402227, 3.99590299])"
10931,"array([6.7864345 , 4.06055909])"
