trackName,artistName,TotalMinutes
Fuck Love,XXXTENTACION,13.53
Mind Yourself,Alela Diane,13.39
Papierowe Skrzydła,Myslovitz,13.38
Intolewd,Matt Maltese,13.33
Just Take My Wallet,Jack Stauber's Micropop,13.32
Fuccboi Lullaby,LAUSSE THE CAT,13.32
Body on Fire,Dillistone,13.25
The Party & The After Party - Original,The Weeknd,13.18
Intro,Iliona,13.1
Drzewa,Mela Koteluk,12.98
Hey Man,Brodka,12.15
WHEN U COME AROUND,Spencer.,12.0
A Bird's Last Look,Macabre Plaza,11.93
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,11.9
MOMMA TALK,"Tyler, The Creator",11.82
Rico,MellowHype,11.7
Wszystko w HD,Bitamina,11.57
Heavenly,Cigarettes After Sex,11.38
Summer In Warsaw,Koscielski,10.96
Tayla (every night),Fred again..,10.92
Alright,Kendrick Lamar,10.85
feel away (feat. James Blake & Mount Kimbie),slowthai,10.79
Hello Welcome,HOMESHAKE,10.71
Rush,Troye Sivan,10.67
This Is America,Childish Gambino,10.64
Sonic Skit,Oki,10.63
Polynesia,Gazzelle,10.54
Antarctica,Colin Stetson,10.4
Dizzy Ear,Lyricless,10.34
Apocalypse,J Lloyd,10.21
ostatnia nadzieja,sanah,10.08
Hookers,Tierra Whack,10.0
Novacane,Frank Ocean,9.95
Coffee,Jack Stauber's Micropop,9.81
Si un jour,La Femme,9.72
Pianissimo,Cristobal Tapia De Veer,9.66
BLESSED,"Tyler, The Creator",9.61
Dust It Off,The Dø,9.56
If It Wasn't For The Nights,ABBA,9.43
Wieczór nad rzeką zdarzeń,Andrzej Zaucha,9.38
La mer est calme,Ben Mazué,9.28
Sedona,Sir Chloe,9.08
Substitution (feat. Julian Perretta),Purple Disco Machine,8.65
High and Dry,Radiohead,8.26
A LOT TO LOSE,24kGoldn,8.09
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,7.88
A&W,Lana Del Rey,7.85
Madison,Kaśka Sochacka,7.53
Thangs,Steve Lacy,7.47
Big Jet Plane,Angus & Julia Stone,7.43
Vogue,Madonna,7.15
Lost,RSCL,7.13
Wszystkie narkotyki świata,Myslovitz,7.08
Lenistwo,PRO8L3M,6.99
Song 2 - 2012 Remaster,Blur,6.89
I Forgot To Be Your Lover,William Bell,6.68
Dorex,Kaz Bałagane,6.5
Ti Sento,Matia Bazar,6.33
Wola,Nene Heroine,5.82
LUST.,Kendrick Lamar,5.81
Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz,5.76
Sweet Life,Frank Ocean,5.53
Weird Fishes/ Arpeggi,Radiohead,5.32
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,5.16
Alejandro,Lady Gaga,5.13
Horses,Brodka,4.88
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",4.88
Nikes,Frank Ocean,4.85
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,4.76
Co z tobą mała,Irena Santor,4.71
Still,Loyle Carner,4.7
Hold Me Closer,Elton John,4.62
My Song,Labi Siffre,4.28
Tlen,Dawid Tyszkowski,4.24
BFF,bambi,4.16
Les Vitrines,Kid Francescoli,4.16
Brooklyn Baby,Lana Del Rey,4.15
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,4.13
Kto zabił,Czułe punkty,4.11
Priorytety,Paktofonika,3.92
Outside Woman Blues,Cream,3.91
Overflowing,Thee Sacred Souls,3.89
Runaway,Kanye West,3.81
L'Amour Toujours,Gigi D'Agostino,3.72
Who Am I (What’s My Name)?,Snoop Dogg,3.4
Careless Whisper,George Michael,3.37
Sweet Caroline - Single Version,DJ Ötzi,3.29
GAMES ON YOUR PHONE,24kGoldn,3.11
De ma Tour,Reymour,3.1
Empire Ants (feat. Little Dragon),Gorillaz,3.09
Clouds,BUNT.,2.98
Dlaczego nas tam nie ma,Bemibem,2.86
Griechischer Wein,Udo Jürgens,2.86
Abracadabra,Steve Miller Band,2.71
Mama Laudaaa,Almklausi,2.7
Always Like This,Bombay Bicycle Club,2.63
SLOW DANCING IN THE DARK,Joji,2.55
Dziś późno pójdę spać,Kwiat Jabłoni,2.53
Drinkin',Joel Corry,2.48
Skyfall,Adele,2.47
Love Lost,Mac Miller,2.46
Thinkin Bout You,Frank Ocean,2.45
Myśl pozytywnie,Sokół,2.44
Na co mi to,Dominik Dudek,2.41
Smoke On The Water - Remastered 2012,Deep Purple,2.33
Dziewczyna z Biblioteki,Kukon,2.13
Raport na dziś - 15 listopada 2023,Raport o stanie świata Dariusza Rosiaka,2.08
Big Klamoty,Sandra S,2.07
FACE,BROCKHAMPTON,2.06
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,2.05
Strangers,Kenya Grace,1.97
Maneater,Daryl Hall & John Oates,1.9
Luiza,Breakout,1.78
Makeba - Ian Asher Remix,Jain,1.77
Marechià,Nu Genea,1.74
Mgła,Kaz Bałagane,1.69
False flag,PRO8L3M,1.65
Beige,Terrace Martin,1.64
Bennie And The Jets - Remastered 2014,Elton John,1.62
Atemlos durch die Nacht,Helene Fischer,1.61
Ingunn,Warsaw Village Band,1.35
Sobie i Wam,Męskie Granie Orkiestra,1.35
"Czuję, więc jestem?",Daniel Godson,1.35
Kryzys,Mezo,1.31
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,1.3
LIS (PRO8L3M remix),Dawid Podsiadło,1.28
CHORRITO PA LAS ANIMAS,Feid,1.28
Sunshine (My Girl),Wuki,1.17
Trade of Hearts,Thee Sacred Souls,1.13
Fantazja,Zbigniew Wodecki,1.1
Jak z wrażliwością odbierać sztukę? Gość: Justyna Stasiek-Harabin - Minerva,Sztuka Poza Ramami,1.09
Dwuzłotówki Dancing,Taco Hemingway,1.08
No Mistakes,Kanye West,1.07
The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,1.06
Fake Plastic Trees,Radiohead,0.98
Overture Of Foxy Brown,Willie Hutch,0.96
MY HOUSE,Beyoncé,0.93
Wings (I Won't Let You Down),Armand Van Helden,0.92
Padam Padam,Kylie Minogue,0.8
Too Many Tears,Durand Jones & The Indications,0.79
"Hey Baby (Uh, Ah)",Orquesta Poncela,0.79
Je te laisserai des mots,Patrick Watson,0.77
Lady Love,Thee Sacred Souls,0.75
Yokohama,PRO8L3M,0.73
Stairway to Heaven - Remaster,Led Zeppelin,0.7
My Girl,The Temptations,0.57
Dolce Vita,Ryan Paris,0.52
Body Moving,Eliza Rose,0.51
Les Fleurs,Minnie Riperton,0.51
Move On Up,Curtis Mayfield,0.5
Jak Disney,PRO8L3M,0.48
Kill Bill,Daria ze Śląska,0.48
Indigo Night,Tamino,0.48
50 Tysiecy 881,Smolik,0.46
Pantyhose,TV Girl,0.44
Rule The World (Everybody),Tiësto,0.44
Na Paryskie Getto Pada Deszcz,Taco Hemingway,0.43
I Remember - John Summit Remix,deadmau5,0.42
Co stało się kwiatom,Breakout,0.42
Psalm kochania - Live,Piotr Rubik,0.4
Czarodzieje,Skaldowie,0.4
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,0.39
Gniewna piosenka Muminka o lecie,Nasza Basia kochana,0.38
Wymyśliłem Ciebie,Dzamble,0.38
(It Goes Like) Nanana - Edit,Peggy Gou,0.37
Insane in the Brain,Cypress Hill,0.36
Ocalić od zapomnienia,Marek Grechuta,0.35
moje przemyślenia o religii,banał,0.35
"the age of indulgence, a talk with dr. lembke (revisit) [video]",anything goes with emma chamberlain,0.34
Za ostatni grosz,Budka Suflera,0.34
Your Best American Girl,Mitski,0.34
#297: oddech jako narzędzie do lepszego życia,Karolina Sobańska,0.33
Opowiadaj mi tak,Zbigniew Wodecki,0.33
Niemiłość 2,Mikromusic,0.32
Absentee,Cass McCombs,0.3
Pan Nie Jest Moim Pasterzem,Maria Peszek,0.3
Mort / Fine,Vendredi sur Mer,0.3
Czarno-czarny film,Mira Kubasinska,0.28
Wszystkie stworzenia duże i małe (feat. Ewa Bem),Andrzej Zaucha,0.27
Opalony Cham,Kaz Bałagane,0.26
Kukła w środku lasu? Koszmarne grzybobranie | Strach Story S01E01,Strach Story ,0.26
Kicy Bidy I Bokha,Kayah,0.26
Nikt,Lor,0.26
Opuść moje sny,Dzamble,0.25
Dzisiaj Jeszcze Tańczę,Wczasy,0.24
Kropelka egoizmu,Renata Lewandowska,0.24
Jeszcze będzie przepięknie,Tilt,0.23
Le Départ,Adi Oasis,0.23
Pakman,Myslovitz,0.22
Pomaluj moje sny,Breakout,0.21
Jutro Spróbujemy Jeszcze Raz,KARAŚ/ROGUCKI,0.21
Podaruj mi trochę słońca,Bemibem,0.21
To trop,Mela Koteluk,0.21
Usta me ogrzej,Breakout,0.21
Powiedzmy to,Breakout,0.2
trójkąt - S2. E6. | Janusz Panasewicz,trójkąt ,0.2
Blue Lights,Jorja Smith,0.2
G-spot,Pink Freud,0.2
Na drugim brzegu tęczy,Breakout,0.2
Tieduprightnow,Parcels,0.19
Lato tego roku,Renata Lewandowska,0.19
Till the Wheels Fall Off,Macabre Plaza,0.18
Przytul mnie,Kombi,0.18
Jesteś Najlepszy,Wczasy,0.18
Kiedy byłem małym chłopcem,Breakout,0.18
Chmurka,Lady Pank,0.18
Woes,Tom Rosenthal,0.18
2009,Ralph Kaminski,0.18
A może by,Transport Band,0.17
Mięsień - Oxford Drama Remix,Tęskno,0.17
Bezpieczny Lot,KARAŚ/ROGUCKI,0.17
Czułość niosę tobie,Breakout,0.17
Ukryte,Myslovitz,0.16
odpływam,Zalia,0.16
"Mówię ci, że",Tilt,0.16
Haitańskie drzewa,SKUBAS,0.16
J*bię To Wszystko,Maria Peszek,0.16
Matce ziemi,Limboski,0.16
Każda z nas,The Dumplings,0.16
Panny mego dziadka,Zbigniew Wodecki,0.16
Jestem Bogiem,Paktofonika,0.15
Ohne Dich (schlaf' ich heut Nacht nicht ein),Münchener Freiheit,0.15
Alexander,Myslovitz,0.15
Zapytam ptaków,Breakout,0.14
How Do I Make You Love Me?,The Weeknd,0.14
Nigdy w życiu nie jest tak,Bemibem,0.12
Sypialnia,Kukon,0.12
Przyszła do mnie bieda,Breakout,0.11
Pull Me Up,Mary Komasa,0.11
Partyjka,Zbigniew Wodecki,0.11
Baila Ella,Young Leosia,0.1
Bad Company - Edit,Purple Disco Machine,0.1
predykcje na social media w 2024 - jak zostać twórcą?,sara cwalina,0.09
#404 – Lee Cronin: Controversial Nature Paper on Evolution of Life and Universe,Lex Fridman Podcast,0.09
Pan ten,KIWI,0.08
Hey Baby,Bruce Channel,0.07
"Bla, Bla, Bla",Perfect,0.04
Obracam W Palcach Złoty Pieniądz,Perfect,0.03
22. Nowy rząd Tuska / Braun gasi chanukiję,Program Polityczny,0.03
tropikana,Nastroje,0.03
The Love Club,Lorde,0.0
Wish You Were Here - 2011 Remaster,Pink Floyd,0.0
Twice Your Size,Declan McKenna,0.0
Everything In Its Right Place,Radiohead,0.0
