"date","suma_kumulacyjna","typ","app","person"
2018-03-26,227625,"wszystkie","mg","a"
2018-03-27,227778,"wszystkie","mg","a"
2018-03-28,227869,"wszystkie","mg","a"
2018-03-29,227955,"wszystkie","mg","a"
2018-03-30,228074,"wszystkie","mg","a"
2018-03-31,228246,"wszystkie","mg","a"
2018-04-01,228251,"wszystkie","mg","a"
2018-04-02,228291,"wszystkie","mg","a"
2018-04-03,228485,"wszystkie","mg","a"
2018-04-04,228544,"wszystkie","mg","a"
2018-04-05,228596,"wszystkie","mg","a"
2018-04-06,228648,"wszystkie","mg","a"
2018-04-07,228664,"wszystkie","mg","a"
2018-04-08,228779,"wszystkie","mg","a"
2018-04-09,228875,"wszystkie","mg","a"
2018-04-10,228962,"wszystkie","mg","a"
2018-04-11,229060,"wszystkie","mg","a"
2018-04-12,229111,"wszystkie","mg","a"
2018-04-13,229137,"wszystkie","mg","a"
2018-04-14,229322,"wszystkie","mg","a"
2018-04-15,229450,"wszystkie","mg","a"
2018-04-16,229483,"wszystkie","mg","a"
2018-04-17,229562,"wszystkie","mg","a"
2018-04-18,229742,"wszystkie","mg","a"
2018-04-19,229842,"wszystkie","mg","a"
2018-04-20,229931,"wszystkie","mg","a"
2018-04-21,230121,"wszystkie","mg","a"
2018-04-22,230539,"wszystkie","mg","a"
2018-04-23,230648,"wszystkie","mg","a"
2018-04-24,230872,"wszystkie","mg","a"
2018-04-25,230988,"wszystkie","mg","a"
2018-04-26,231013,"wszystkie","mg","a"
2018-04-27,231202,"wszystkie","mg","a"
2018-04-28,231364,"wszystkie","mg","a"
2018-04-29,231374,"wszystkie","mg","a"
2018-04-30,231469,"wszystkie","mg","a"
2018-05-01,231546,"wszystkie","mg","a"
2018-05-02,231607,"wszystkie","mg","a"
2018-05-03,231629,"wszystkie","mg","a"
2018-05-04,231685,"wszystkie","mg","a"
2018-05-05,231791,"wszystkie","mg","a"
2018-05-06,232116,"wszystkie","mg","a"
2018-05-07,232280,"wszystkie","mg","a"
2018-05-08,232558,"wszystkie","mg","a"
2018-05-09,232656,"wszystkie","mg","a"
2018-05-10,232831,"wszystkie","mg","a"
2018-05-11,232950,"wszystkie","mg","a"
2018-05-12,232994,"wszystkie","mg","a"
2018-05-13,233077,"wszystkie","mg","a"
2018-05-14,233121,"wszystkie","mg","a"
2018-05-15,233133,"wszystkie","mg","a"
2018-05-16,233205,"wszystkie","mg","a"
2018-05-17,233427,"wszystkie","mg","a"
2018-05-18,233470,"wszystkie","mg","a"
2018-05-19,233666,"wszystkie","mg","a"
2018-05-20,233715,"wszystkie","mg","a"
2018-05-21,233920,"wszystkie","mg","a"
2018-05-22,233940,"wszystkie","mg","a"
2018-05-23,233994,"wszystkie","mg","a"
2018-05-24,234058,"wszystkie","mg","a"
2018-05-25,234311,"wszystkie","mg","a"
2018-05-26,234319,"wszystkie","mg","a"
2018-05-27,234405,"wszystkie","mg","a"
2018-05-28,234489,"wszystkie","mg","a"
2018-05-29,234615,"wszystkie","mg","a"
2018-05-30,235478,"wszystkie","mg","a"
2018-05-31,236579,"wszystkie","mg","a"
2018-06-01,236695,"wszystkie","mg","a"
2018-06-02,236717,"wszystkie","mg","a"
2018-06-03,236780,"wszystkie","mg","a"
2018-06-04,237517,"wszystkie","mg","a"
2018-06-05,237641,"wszystkie","mg","a"
2018-06-06,238850,"wszystkie","mg","a"
2018-06-07,239936,"wszystkie","mg","a"
2018-06-08,240459,"wszystkie","mg","a"
2018-06-09,241209,"wszystkie","mg","a"
2018-06-10,242268,"wszystkie","mg","a"
2018-06-11,242376,"wszystkie","mg","a"
2018-06-12,242591,"wszystkie","mg","a"
2018-06-13,243643,"wszystkie","mg","a"
2018-06-14,245329,"wszystkie","mg","a"
2018-06-15,246393,"wszystkie","mg","a"
2018-06-16,247195,"wszystkie","mg","a"
2018-06-17,247775,"wszystkie","mg","a"
2018-06-18,247954,"wszystkie","mg","a"
2018-06-19,248186,"wszystkie","mg","a"
2018-06-20,248386,"wszystkie","mg","a"
2018-06-21,248875,"wszystkie","mg","a"
2018-06-22,249095,"wszystkie","mg","a"
2018-06-23,249153,"wszystkie","mg","a"
2018-06-24,249292,"wszystkie","mg","a"
2018-06-25,249317,"wszystkie","mg","a"
2018-06-26,249332,"wszystkie","mg","a"
2018-06-27,249404,"wszystkie","mg","a"
2018-06-28,249419,"wszystkie","mg","a"
2018-06-29,249431,"wszystkie","mg","a"
2018-06-30,249577,"wszystkie","mg","a"
2018-07-01,249585,"wszystkie","mg","a"
2018-07-02,249623,"wszystkie","mg","a"
2018-07-03,249634,"wszystkie","mg","a"
2018-07-04,249707,"wszystkie","mg","a"
2018-07-05,249858,"wszystkie","mg","a"
2018-07-06,250108,"wszystkie","mg","a"
2018-07-07,250396,"wszystkie","mg","a"
2018-07-08,250471,"wszystkie","mg","a"
2018-07-09,250590,"wszystkie","mg","a"
2018-07-10,250650,"wszystkie","mg","a"
2018-07-11,251071,"wszystkie","mg","a"
2018-07-12,251154,"wszystkie","mg","a"
2018-07-13,251942,"wszystkie","mg","a"
2018-07-14,252167,"wszystkie","mg","a"
2018-07-15,252203,"wszystkie","mg","a"
2018-07-16,252220,"wszystkie","mg","a"
2018-07-17,252238,"wszystkie","mg","a"
2018-07-18,252263,"wszystkie","mg","a"
2018-07-19,252280,"wszystkie","mg","a"
2018-07-20,252341,"wszystkie","mg","a"
2018-07-21,252357,"wszystkie","mg","a"
2018-07-23,252863,"wszystkie","mg","a"
2018-07-24,252995,"wszystkie","mg","a"
2018-07-25,253128,"wszystkie","mg","a"
2018-07-26,253353,"wszystkie","mg","a"
2018-07-27,253624,"wszystkie","mg","a"
2018-07-28,253722,"wszystkie","mg","a"
2018-07-29,253929,"wszystkie","mg","a"
2018-07-30,254175,"wszystkie","mg","a"
2018-07-31,254459,"wszystkie","mg","a"
2018-08-01,254462,"wszystkie","mg","a"
2018-08-02,254513,"wszystkie","mg","a"
2018-08-03,254675,"wszystkie","mg","a"
2018-08-04,255060,"wszystkie","mg","a"
2018-08-05,256092,"wszystkie","mg","a"
2018-08-06,256692,"wszystkie","mg","a"
2018-08-07,256723,"wszystkie","mg","a"
2018-08-08,256752,"wszystkie","mg","a"
2018-08-10,256767,"wszystkie","mg","a"
2018-08-11,256811,"wszystkie","mg","a"
2018-08-12,256874,"wszystkie","mg","a"
2018-08-13,257160,"wszystkie","mg","a"
2018-08-14,257177,"wszystkie","mg","a"
2018-08-15,257395,"wszystkie","mg","a"
2018-08-16,257430,"wszystkie","mg","a"
2018-08-17,257551,"wszystkie","mg","a"
2018-08-18,257617,"wszystkie","mg","a"
2018-08-19,257771,"wszystkie","mg","a"
2018-08-20,258061,"wszystkie","mg","a"
2018-08-21,258125,"wszystkie","mg","a"
2018-08-22,258247,"wszystkie","mg","a"
2018-08-23,258768,"wszystkie","mg","a"
2018-08-24,259386,"wszystkie","mg","a"
2018-08-25,259693,"wszystkie","mg","a"
2018-08-26,259892,"wszystkie","mg","a"
2018-08-27,260037,"wszystkie","mg","a"
2018-08-28,260125,"wszystkie","mg","a"
2018-08-29,260499,"wszystkie","mg","a"
2018-08-30,260671,"wszystkie","mg","a"
2018-08-31,260770,"wszystkie","mg","a"
2018-09-01,260937,"wszystkie","mg","a"
2018-09-02,261136,"wszystkie","mg","a"
2018-09-03,261419,"wszystkie","mg","a"
2018-09-04,261616,"wszystkie","mg","a"
2018-09-05,261635,"wszystkie","mg","a"
2018-09-06,261736,"wszystkie","mg","a"
2018-09-07,261943,"wszystkie","mg","a"
2018-09-08,262238,"wszystkie","mg","a"
2018-09-09,262349,"wszystkie","mg","a"
2018-09-10,262678,"wszystkie","mg","a"
2018-09-11,262729,"wszystkie","mg","a"
2018-09-12,262913,"wszystkie","mg","a"
2018-09-13,262993,"wszystkie","mg","a"
2018-09-14,263429,"wszystkie","mg","a"
2018-09-15,263486,"wszystkie","mg","a"
2018-09-16,263672,"wszystkie","mg","a"
2018-09-17,263760,"wszystkie","mg","a"
2018-09-18,263868,"wszystkie","mg","a"
2018-09-19,265129,"wszystkie","mg","a"
2018-09-20,266225,"wszystkie","mg","a"
2018-09-21,266767,"wszystkie","mg","a"
2018-09-22,267280,"wszystkie","mg","a"
2018-09-23,267706,"wszystkie","mg","a"
2018-09-24,269326,"wszystkie","mg","a"
2018-09-25,270343,"wszystkie","mg","a"
2018-09-26,271324,"wszystkie","mg","a"
2018-09-27,272285,"wszystkie","mg","a"
2018-09-28,272842,"wszystkie","mg","a"
2018-09-29,273528,"wszystkie","mg","a"
2018-09-30,273816,"wszystkie","mg","a"
2018-10-01,274351,"wszystkie","mg","a"
2018-10-02,274908,"wszystkie","mg","a"
2018-10-03,275156,"wszystkie","mg","a"
2018-10-04,275661,"wszystkie","mg","a"
2018-10-05,276224,"wszystkie","mg","a"
2018-10-06,276576,"wszystkie","mg","a"
2018-10-07,277088,"wszystkie","mg","a"
2018-10-08,277294,"wszystkie","mg","a"
2018-10-09,278067,"wszystkie","mg","a"
2018-10-10,278632,"wszystkie","mg","a"
2018-10-11,279077,"wszystkie","mg","a"
2018-10-12,279545,"wszystkie","mg","a"
2018-10-13,279981,"wszystkie","mg","a"
2018-10-14,280714,"wszystkie","mg","a"
2018-10-15,281051,"wszystkie","mg","a"
2018-10-16,281750,"wszystkie","mg","a"
2018-10-17,282040,"wszystkie","mg","a"
2018-10-18,282214,"wszystkie","mg","a"
2018-10-19,282462,"wszystkie","mg","a"
2018-10-20,282559,"wszystkie","mg","a"
2018-10-21,283339,"wszystkie","mg","a"
2018-10-22,283520,"wszystkie","mg","a"
2018-10-23,284448,"wszystkie","mg","a"
2018-10-24,284722,"wszystkie","mg","a"
2018-10-25,284919,"wszystkie","mg","a"
2018-10-26,285502,"wszystkie","mg","a"
2018-10-27,286069,"wszystkie","mg","a"
2018-10-28,286666,"wszystkie","mg","a"
2018-10-29,286710,"wszystkie","mg","a"
2018-10-30,287090,"wszystkie","mg","a"
2018-10-31,287414,"wszystkie","mg","a"
2018-11-01,287437,"wszystkie","mg","a"
2018-11-02,287670,"wszystkie","mg","a"
2018-11-03,287700,"wszystkie","mg","a"
2018-11-04,287836,"wszystkie","mg","a"
2018-11-05,288166,"wszystkie","mg","a"
2018-11-06,288317,"wszystkie","mg","a"
2018-11-07,288915,"wszystkie","mg","a"
2018-11-08,289167,"wszystkie","mg","a"
2018-11-09,289394,"wszystkie","mg","a"
2018-11-10,289822,"wszystkie","mg","a"
2018-11-11,290303,"wszystkie","mg","a"
2018-11-12,290752,"wszystkie","mg","a"
2018-11-13,291498,"wszystkie","mg","a"
2018-11-14,292137,"wszystkie","mg","a"
2018-11-15,292346,"wszystkie","mg","a"
2018-11-16,292452,"wszystkie","mg","a"
2018-11-17,293200,"wszystkie","mg","a"
2018-11-18,294500,"wszystkie","mg","a"
2018-11-19,295317,"wszystkie","mg","a"
2018-11-20,295413,"wszystkie","mg","a"
2018-11-21,295685,"wszystkie","mg","a"
2018-11-22,296035,"wszystkie","mg","a"
2018-11-23,296311,"wszystkie","mg","a"
2018-11-24,296426,"wszystkie","mg","a"
2018-11-25,296517,"wszystkie","mg","a"
2018-11-26,296698,"wszystkie","mg","a"
2018-11-27,297068,"wszystkie","mg","a"
2018-11-28,297512,"wszystkie","mg","a"
2018-11-29,297823,"wszystkie","mg","a"
2018-11-30,298790,"wszystkie","mg","a"
2018-12-01,299151,"wszystkie","mg","a"
2018-12-02,299770,"wszystkie","mg","a"
2018-12-03,300232,"wszystkie","mg","a"
2018-12-04,301252,"wszystkie","mg","a"
2018-12-05,301801,"wszystkie","mg","a"
2018-12-06,301993,"wszystkie","mg","a"
2018-12-07,302306,"wszystkie","mg","a"
2018-12-08,303196,"wszystkie","mg","a"
2018-12-09,304451,"wszystkie","mg","a"
2018-12-10,304906,"wszystkie","mg","a"
2018-12-11,305486,"wszystkie","mg","a"
2018-12-12,306838,"wszystkie","mg","a"
2018-12-13,307406,"wszystkie","mg","a"
2018-12-14,307471,"wszystkie","mg","a"
2018-12-15,307568,"wszystkie","mg","a"
2018-12-16,308051,"wszystkie","mg","a"
2018-12-17,308581,"wszystkie","mg","a"
2018-12-18,309467,"wszystkie","mg","a"
2018-12-19,309905,"wszystkie","mg","a"
2018-12-20,310149,"wszystkie","mg","a"
2018-12-21,310581,"wszystkie","mg","a"
2018-12-22,310880,"wszystkie","mg","a"
2018-12-23,311153,"wszystkie","mg","a"
2018-12-24,311452,"wszystkie","mg","a"
2018-12-25,311665,"wszystkie","mg","a"
2018-12-26,311948,"wszystkie","mg","a"
2018-12-27,312185,"wszystkie","mg","a"
2018-12-28,312783,"wszystkie","mg","a"
2018-12-29,313297,"wszystkie","mg","a"
2018-12-30,313615,"wszystkie","mg","a"
2018-12-31,313653,"wszystkie","mg","a"
2019-01-01,314272,"wszystkie","mg","a"
2019-01-02,314888,"wszystkie","mg","a"
2019-01-03,315402,"wszystkie","mg","a"
2019-01-04,315938,"wszystkie","mg","a"
2019-01-05,316280,"wszystkie","mg","a"
2019-01-06,316638,"wszystkie","mg","a"
2019-01-07,316930,"wszystkie","mg","a"
2019-01-08,317681,"wszystkie","mg","a"
2019-01-09,318405,"wszystkie","mg","a"
2019-01-10,318817,"wszystkie","mg","a"
2019-01-11,319374,"wszystkie","mg","a"
2019-01-12,320624,"wszystkie","mg","a"
2019-01-13,322051,"wszystkie","mg","a"
2019-01-14,322863,"wszystkie","mg","a"
2019-01-15,323577,"wszystkie","mg","a"
2019-01-16,323958,"wszystkie","mg","a"
2019-01-17,324601,"wszystkie","mg","a"
2019-01-18,325163,"wszystkie","mg","a"
2019-01-19,325334,"wszystkie","mg","a"
2019-01-20,325699,"wszystkie","mg","a"
2019-01-21,326060,"wszystkie","mg","a"
2019-01-22,326105,"wszystkie","mg","a"
2019-01-23,326398,"wszystkie","mg","a"
2019-01-24,326634,"wszystkie","mg","a"
2019-01-25,326778,"wszystkie","mg","a"
2019-01-26,327131,"wszystkie","mg","a"
2019-01-27,327637,"wszystkie","mg","a"
2019-01-28,327857,"wszystkie","mg","a"
2019-01-29,327943,"wszystkie","mg","a"
2019-01-30,328001,"wszystkie","mg","a"
2019-01-31,328414,"wszystkie","mg","a"
2019-02-01,328688,"wszystkie","mg","a"
2019-02-02,329748,"wszystkie","mg","a"
2019-02-03,330915,"wszystkie","mg","a"
2019-02-04,331741,"wszystkie","mg","a"
2019-02-05,332617,"wszystkie","mg","a"
2019-02-06,333538,"wszystkie","mg","a"
2019-02-07,334065,"wszystkie","mg","a"
2019-02-08,335308,"wszystkie","mg","a"
2019-02-09,335620,"wszystkie","mg","a"
2019-02-10,336503,"wszystkie","mg","a"
2019-02-11,337601,"wszystkie","mg","a"
2019-02-12,337936,"wszystkie","mg","a"
2019-02-13,338117,"wszystkie","mg","a"
2019-02-14,339648,"wszystkie","mg","a"
2019-02-15,340069,"wszystkie","mg","a"
2019-02-16,340619,"wszystkie","mg","a"
2019-02-17,342095,"wszystkie","mg","a"
2019-02-18,342352,"wszystkie","mg","a"
2019-02-19,342603,"wszystkie","mg","a"
2019-02-20,343563,"wszystkie","mg","a"
2019-02-21,344471,"wszystkie","mg","a"
2019-02-22,345298,"wszystkie","mg","a"
2019-02-23,345623,"wszystkie","mg","a"
2019-02-24,345788,"wszystkie","mg","a"
2019-02-25,346010,"wszystkie","mg","a"
2019-02-26,346448,"wszystkie","mg","a"
2019-02-27,347158,"wszystkie","mg","a"
2019-02-28,347364,"wszystkie","mg","a"
2019-03-01,348004,"wszystkie","mg","a"
2019-03-02,349051,"wszystkie","mg","a"
2019-03-03,349672,"wszystkie","mg","a"
2019-03-04,349931,"wszystkie","mg","a"
2019-03-05,350330,"wszystkie","mg","a"
2019-03-06,351276,"wszystkie","mg","a"
2019-03-07,352041,"wszystkie","mg","a"
2019-03-08,352805,"wszystkie","mg","a"
2019-03-09,353107,"wszystkie","mg","a"
2019-03-10,353815,"wszystkie","mg","a"
2019-03-11,354612,"wszystkie","mg","a"
2019-03-12,355318,"wszystkie","mg","a"
2019-03-13,356150,"wszystkie","mg","a"
2019-03-14,356811,"wszystkie","mg","a"
2019-03-15,357410,"wszystkie","mg","a"
2019-03-16,358415,"wszystkie","mg","a"
2019-03-17,360339,"wszystkie","mg","a"
2019-03-18,361331,"wszystkie","mg","a"
2019-03-19,361586,"wszystkie","mg","a"
2019-03-20,362166,"wszystkie","mg","a"
2019-03-21,362463,"wszystkie","mg","a"
2019-03-22,362835,"wszystkie","mg","a"
2019-03-23,363223,"wszystkie","mg","a"
2019-03-24,363692,"wszystkie","mg","a"
2019-03-25,364929,"wszystkie","mg","a"
2019-03-26,365380,"wszystkie","mg","a"
2019-03-27,365906,"wszystkie","mg","a"
2019-03-28,366603,"wszystkie","mg","a"
2019-03-29,366820,"wszystkie","mg","a"
2019-03-30,367162,"wszystkie","mg","a"
2019-03-31,367906,"wszystkie","mg","a"
2019-04-01,368043,"wszystkie","mg","a"
2019-04-02,368543,"wszystkie","mg","a"
2019-04-03,368895,"wszystkie","mg","a"
2019-04-04,369175,"wszystkie","mg","a"
2019-04-05,369397,"wszystkie","mg","a"
2019-04-06,369711,"wszystkie","mg","a"
2019-04-07,370180,"wszystkie","mg","a"
2019-04-08,371048,"wszystkie","mg","a"
2019-04-09,371825,"wszystkie","mg","a"
2019-04-10,372580,"wszystkie","mg","a"
2019-04-11,373810,"wszystkie","mg","a"
2019-04-12,375172,"wszystkie","mg","a"
2019-04-13,375286,"wszystkie","mg","a"
2019-04-14,375613,"wszystkie","mg","a"
2019-04-15,376189,"wszystkie","mg","a"
2019-04-16,376676,"wszystkie","mg","a"
2019-04-17,376754,"wszystkie","mg","a"
2019-04-18,376902,"wszystkie","mg","a"
2019-04-19,376944,"wszystkie","mg","a"
2019-04-20,377010,"wszystkie","mg","a"
2019-04-21,377054,"wszystkie","mg","a"
2019-04-22,377080,"wszystkie","mg","a"
2019-04-23,377156,"wszystkie","mg","a"
2019-04-24,377164,"wszystkie","mg","a"
2019-04-25,377336,"wszystkie","mg","a"
2019-04-26,377701,"wszystkie","mg","a"
2019-04-27,378626,"wszystkie","mg","a"
2019-04-28,378800,"wszystkie","mg","a"
2019-04-29,378957,"wszystkie","mg","a"
2019-04-30,379062,"wszystkie","mg","a"
2019-05-01,379087,"wszystkie","mg","a"
2019-05-02,379102,"wszystkie","mg","a"
2019-05-03,379148,"wszystkie","mg","a"
2019-05-04,379308,"wszystkie","mg","a"
2019-05-05,379317,"wszystkie","mg","a"
2019-05-06,379382,"wszystkie","mg","a"
2019-05-07,379681,"wszystkie","mg","a"
2019-05-08,379757,"wszystkie","mg","a"
2019-05-09,379888,"wszystkie","mg","a"
2019-05-10,380021,"wszystkie","mg","a"
2019-05-11,380526,"wszystkie","mg","a"
2019-05-12,380864,"wszystkie","mg","a"
2019-05-13,381326,"wszystkie","mg","a"
2019-05-14,382237,"wszystkie","mg","a"
2019-05-15,382608,"wszystkie","mg","a"
2019-05-16,383067,"wszystkie","mg","a"
2019-05-17,383578,"wszystkie","mg","a"
2019-05-18,383792,"wszystkie","mg","a"
2019-05-19,384080,"wszystkie","mg","a"
2019-05-20,384223,"wszystkie","mg","a"
2019-05-21,384311,"wszystkie","mg","a"
2019-05-22,384429,"wszystkie","mg","a"
2019-05-23,384521,"wszystkie","mg","a"
2019-05-24,384570,"wszystkie","mg","a"
2019-05-25,385196,"wszystkie","mg","a"
2019-05-26,385590,"wszystkie","mg","a"
2019-05-27,385976,"wszystkie","mg","a"
2019-05-28,386624,"wszystkie","mg","a"
2019-05-29,387366,"wszystkie","mg","a"
2019-05-30,387631,"wszystkie","mg","a"
2019-05-31,387824,"wszystkie","mg","a"
2019-06-01,387888,"wszystkie","mg","a"
2019-06-02,389288,"wszystkie","mg","a"
2019-06-03,389615,"wszystkie","mg","a"
2019-06-04,390316,"wszystkie","mg","a"
2019-06-05,391059,"wszystkie","mg","a"
2019-06-06,392126,"wszystkie","mg","a"
2019-06-07,392874,"wszystkie","mg","a"
2019-06-08,393411,"wszystkie","mg","a"
2019-06-09,393998,"wszystkie","mg","a"
2019-06-10,394287,"wszystkie","mg","a"
2019-06-11,394534,"wszystkie","mg","a"
2019-06-12,394905,"wszystkie","mg","a"
2019-06-13,396020,"wszystkie","mg","a"
2019-06-14,397008,"wszystkie","mg","a"
2019-06-15,397301,"wszystkie","mg","a"
2019-06-16,397847,"wszystkie","mg","a"
2019-06-17,398283,"wszystkie","mg","a"
2019-06-18,398744,"wszystkie","mg","a"
2019-06-19,400074,"wszystkie","mg","a"
2019-06-20,400913,"wszystkie","mg","a"
2019-06-21,401783,"wszystkie","mg","a"
2019-06-22,402093,"wszystkie","mg","a"
2019-06-23,402531,"wszystkie","mg","a"
2019-06-24,402861,"wszystkie","mg","a"
2019-06-25,403171,"wszystkie","mg","a"
2019-06-26,403249,"wszystkie","mg","a"
2019-06-27,403333,"wszystkie","mg","a"
2019-06-28,403460,"wszystkie","mg","a"
2019-06-29,403795,"wszystkie","mg","a"
2019-06-30,403899,"wszystkie","mg","a"
2019-07-01,403990,"wszystkie","mg","a"
2019-07-02,405174,"wszystkie","mg","a"
2019-07-03,405436,"wszystkie","mg","a"
2019-07-04,405978,"wszystkie","mg","a"
2019-07-05,406088,"wszystkie","mg","a"
2019-07-06,406609,"wszystkie","mg","a"
2019-07-07,406846,"wszystkie","mg","a"
2019-07-08,406940,"wszystkie","mg","a"
2019-07-09,407046,"wszystkie","mg","a"
2019-07-10,407146,"wszystkie","mg","a"
2019-07-11,407156,"wszystkie","mg","a"
2019-07-12,407365,"wszystkie","mg","a"
2019-07-13,408557,"wszystkie","mg","a"
2019-07-14,409349,"wszystkie","mg","a"
2019-07-15,409432,"wszystkie","mg","a"
2019-07-16,414978,"wszystkie","mg","a"
2019-07-17,417290,"wszystkie","mg","a"
2019-07-18,418496,"wszystkie","mg","a"
2019-07-19,419540,"wszystkie","mg","a"
2019-07-20,421636,"wszystkie","mg","a"
2019-07-21,422834,"wszystkie","mg","a"
2019-07-22,423118,"wszystkie","mg","a"
2019-07-23,423980,"wszystkie","mg","a"
2019-07-24,425053,"wszystkie","mg","a"
2019-07-25,425652,"wszystkie","mg","a"
2019-07-26,426986,"wszystkie","mg","a"
2019-07-27,428238,"wszystkie","mg","a"
2019-07-28,428924,"wszystkie","mg","a"
2019-07-29,429508,"wszystkie","mg","a"
2019-07-30,429721,"wszystkie","mg","a"
2019-07-31,430138,"wszystkie","mg","a"
2019-08-01,430725,"wszystkie","mg","a"
2019-08-02,430971,"wszystkie","mg","a"
2019-08-03,431304,"wszystkie","mg","a"
2019-08-04,431539,"wszystkie","mg","a"
2019-08-05,431648,"wszystkie","mg","a"
2019-08-06,431783,"wszystkie","mg","a"
2019-08-07,432553,"wszystkie","mg","a"
2019-08-08,432835,"wszystkie","mg","a"
2019-08-09,433413,"wszystkie","mg","a"
2019-08-10,433577,"wszystkie","mg","a"
2019-08-11,434166,"wszystkie","mg","a"
2019-08-12,434336,"wszystkie","mg","a"
2019-08-13,434648,"wszystkie","mg","a"
2019-08-14,434893,"wszystkie","mg","a"
2019-08-15,435322,"wszystkie","mg","a"
2019-08-16,435414,"wszystkie","mg","a"
2019-08-17,435692,"wszystkie","mg","a"
2019-08-18,436162,"wszystkie","mg","a"
2019-08-19,436553,"wszystkie","mg","a"
2019-08-20,436724,"wszystkie","mg","a"
2019-08-21,437117,"wszystkie","mg","a"
2019-08-22,437749,"wszystkie","mg","a"
2019-08-23,438320,"wszystkie","mg","a"
2019-08-24,438738,"wszystkie","mg","a"
2019-08-25,439289,"wszystkie","mg","a"
2019-08-26,440083,"wszystkie","mg","a"
2019-08-27,440423,"wszystkie","mg","a"
2019-08-28,441977,"wszystkie","mg","a"
2019-08-29,442503,"wszystkie","mg","a"
2019-08-30,443545,"wszystkie","mg","a"
2019-08-31,443904,"wszystkie","mg","a"
2019-09-01,444184,"wszystkie","mg","a"
2019-09-02,445674,"wszystkie","mg","a"
2019-09-03,447481,"wszystkie","mg","a"
2019-09-04,448694,"wszystkie","mg","a"
