Country Name;Country Code;Indicator Name;Indicator Code;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Tonga;TON;GDP per capita (current US$);NY.GDP.PCAP.CD;2478.42712154743;2751.96001692789;2799.36877741391;3221.07969929207;2915.4945782043;3416.11043175806;3852.14378759566;4378.57281498059;4208.18868562018;4125.4260282984;4117.93037018511;3978.43821197087;4367.25562971244;4649.61351282985;4878.97818832247;4605.97087843701;4425.9705910742;
South Asia (IDA & IBRD);TSA;GDP per capita (current US$);NY.GDP.PCAP.CD;681.649893872674;763.83776713634;946.338669917225;947.233909042815;1028.57611958817;1242.04254330417;1351.62267896834;1347.45081720536;1364.39969359005;1475.33821399497;1523.38333625648;1675.3676225853;1887.85738514752;1920.20841039312;1964.98051916795;1853.89308716516;2136.15805981447;2272.4547387962
Sub-Saharan Africa (IDA & IBRD countries);TSS;GDP per capita (current US$);NY.GDP.PCAP.CD;1073.51252983123;1235.26818997478;1391.78004683371;1535.16469189126;1437.11499727467;1661.41506352534;1824.09449138454;1842.9690865488;1905.49834554254;1936.66436558837;1681.36733401646;1521.52750951476;1603.5018042159;1624.144531615;1625.76257570346;1488.79549974746;1630.98390327387;1690.38756577047
Trinidad and Tobago;TTO;GDP per capita (current US$);NY.GDP.PCAP.CD;11673.8587533304;13340.916273498;15627.2868179082;20011.1482740497;13682.76361003;15711.5381692036;17910.317182181;18961.2335898402;19821.528649641;20327.9834550529;18389.5310289802;15991.1087914364;16094.6667788294;16164.1613344567;15690.9630952205;13871.7982158614;16032.502767725;18222.2603252218
Tunisia;TUN;GDP per capita (current US$);NY.GDP.PCAP.CD;3106.57583186644;3279.10281991951;3678.06152258903;4200.17378015743;4029.46120631103;4241.01190951928;4361.94808936698;4233.91715763666;4308.33742099708;4398.63869540854;3960.92484913663;3796.10901086093;3569.71883883673;3577.1694604526;3477.84427052074;3497.73323057269;3807.18456310206;3776.66777934015
Turkiye;TUR;GDP per capita (current US$);NY.GDP.PCAP.CD;7369.43129503434;8003.81217666429;9668.39944310804;10802.6004780341;8989.73588316765;10614.9845699013;11308.3717351206;11697.4743620805;12507.8031578864;12020.349659273;10851.9201069804;10734.2564687192;10464.007789586;9400.83633703723;9103.01239697463;8561.0643326366;9661.22773420424;10616.0610448133
Tuvalu;TUV;GDP per capita (current US$);NY.GDP.PCAP.CD;2311.3371655016;2402.4793091172;2803.24729428031;3103.03990905207;2697.63529295675;3043.16532255235;3663.2662938376;3624.98417388766;3536.90117547358;3556.37878915785;3384.38253416751;3836.07307089399;4181.43756939925;4419.25632329714;4940.0506820692;4674.90908818494;5372.75676603732;5334.98860491543
Tanzania;TZA;GDP per capita (current US$);NY.GDP.PCAP.CD;480.275634765625;473.367980957031;539.122314453125;671.573608398438;681.243713378906;730.813293457031;768.933471679688;854.543212890625;955.3212890625;1012.98474121094;929.107238769531;942.88134765625;975.924560546875;1011.59967041016;1050.93237304688;1104.16442871094;1146.03198242188;1192.40380859375
Uganda;UGA;GDP per capita (current US$);NY.GDP.PCAP.CD;330.60285429056;346.768462407263;401.709187704745;473.302833574496;799.929632084631;824.737671173843;837.095884319153;796.711139328563;819.757867445612;897.509728519811;864.180059367602;753.684405538911;766.177603973574;793.12808227851;823.024732829946;846.881199214807;883.465728078128;964.224385224431
Ukraine;UKR;GDP per capita (current US$);NY.GDP.PCAP.CD;1894.46008300781;2391.32397460938;3197.93432617188;4066.53125;2639.3779296875;3078.41479492188;3704.84228515625;4004.78979492188;4187.73974609375;3104.65380859375;2124.66259765625;2187.7275390625;2638.32543945313;3096.5625;3661.45776367188;3751.7373046875;4827.845703125;4533.9755859375
Upper middle income;UMC;GDP per capita (current US$);NY.GDP.PCAP.CD;2918.01965541404;3449.70700245337;4235.11772830695;5119.62403828491;4911.18369026913;5979.91129500348;7163.53915901809;7596.71698921621;8056.65632354449;8218.29574009477;7664.04540830913;7590.18239180598;8335.15812415431;8895.01022378209;9006.03715615141;8649.36556133265;10257.2797765954;10794.9318569097
Uruguay;URY;GDP per capita (current US$);NY.GDP.PCAP.CD;5233.45717058668;5942.1266667126;7149.37463386796;9328.06585662206;9780.73947340076;12512.5941268441;14975.5625602187;16087.2520777973;18140.8919180672;18131.5788465661;16950.7533762432;16837.9403803049;18995.3970195554;19026.04961089;18098.361548609;15650.4994274155;17923.9953327961;20795.0423535553
United States;USA;GDP per capita (current US$);NY.GDP.PCAP.CD;44123.4070679055;46302.0008800056;48050.2237771135;48570.0459804586;47194.9433547336;48650.6431283336;50065.9665041742;51784.4185738837;53291.1276891406;55123.8497869046;56762.7294515989;57866.7449341091;59907.754260885;62823.309438197;65120.3946628653;63528.6343027508;70219.472454115;76398.5917422054
Uzbekistan;UZB;GDP per capita (current US$);NY.GDP.PCAP.CD;546.776850185552;654.283837283285;830.407694204322;1082.28602501699;1213.26532816388;1742.34925645077;2051.12951516418;2267.62327535512;2419.71874381787;2628.4600544321;2753.97105783086;2704.67718855008;1916.7646252423;1604.25864157357;1795.20176845657;1759.30747050785;1993.42447790795;2255.15115489364
St. Vincent and the Grenadines;VCT;GDP per capita (current US$);NY.GDP.PCAP.CD;5176.12814656807;5775.0917474952;6439.00839769966;6641.49587783512;6503.09777184322;6590.98957888616;6566.482713176;6754.37018395671;7117.55476276649;7210.61654857376;7386.73748424022;7684.7792821395;7996.65623319532;8399.69396687848;8680.24198247066;8306.36758115851;8360.10105917172;9125.31749650188
Venezuela, RB;VEN;GDP per capita (current US$);NY.GDP.PCAP.CD;5456.32242533255;6769.86841430715;8369.23526829668;11310.7781703527;11641.7991472317;13692.9149666211;10877.1123638816;12937.9275972349;12433.9807853398;15975.7293753361;;;;;;;;
British Virgin Islands;VGB;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;GDP per capita (current US$);NY.GDP.PCAP.CD;40828.7460927775;41377.1466009652;44158.5054044325;39152.3750657306;38753.1825393897;39905.1284180994;38997.1373164651;37795.3192590675;34597.9766940328;33045.3643795999;34007.3529411765;35324.9748874586;35365.0693039774;36653.8630480089;38596.0307118282;39552.1685953523;;
Viet Nam;VNM;GDP per capita (current US$);NY.GDP.PCAP.CD;693.189842514919;790.592516384921;913.312331601755;1158.10162735417;1225.84500946092;1684.01166738777;1953.55697860752;2190.23228396054;2367.49954241069;2558.7789242001;2595.23497870737;2760.7171010752;2992.07174595941;3267.22500852051;3491.09127859728;3586.34729656749;3756.48912237473;4163.5143004093
Vanuatu;VUT;GDP per capita (current US$);NY.GDP.PCAP.CD;1814.81782010114;1970.89840533238;2261.45929411079;2525.08391185002;2472.4635560873;2732.55155722254;3064.75121207899;2906.34246130818;2877.44452801285;2861.20316407946;2643.88689399558;2757.20330593386;3032.19702028187;3076.8353148388;3076.58988588361;2917.75684908933;3044.57364031957;3010.29217286159
World;WLD;GDP per capita (current US$);NY.GDP.PCAP.CD;7293.72387688172;7805.61187261959;8687.42984341285;9429.27480262272;8832.30414329192;9558.02173069303;10473.7448538989;10575.6601299358;10738.3174082682;10898.72081124;10156.9534578037;10208.8699002511;10746.8562684176;11290.0999748475;11330.4536704935;10895.7352329064;12282.0000713291;12647.480789067
Samoa;WSM;GDP per capita (current US$);NY.GDP.PCAP.CD;2527.76283841797;2639.80566895345;3011.10080866752;3344.05455878019;3250.95309678248;3494.39528991814;3789.62647754408;3902.31216383906;3989.8982485629;3948.7287814226;4048.46705675448;4105.81068128252;4261.64051331162;4189.05221936817;4308.30145287685;4042.72271474144;3857.35668493835;3743.20567929219
Kosovo;XKX;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;2965.44991493706;2847.55533886408;3009.52346490735;3540.8232856457;3410.6927269792;3704.56219927088;3902.52981984215;3520.78042080341;3759.47103972559;4009.35603807673;4384.19040401626;4416.03132183173;4310.93298389393;5269.78390114389;5351.43954231081
Yemen, Rep.;YEM;GDP per capita (current US$);NY.GDP.PCAP.CD;785.451249681936;867.782936666331;956.230635225937;1153.53642410933;1045.80557968983;1249.06308529856;1284.61763539287;1349.99029491959;1497.7479410273;1557.60140563182;1488.41626715083;1069.81699688467;893.716572852695;701.714877767947;693.816483547342;583.875662932079;603.707959365751;676.928385042108
South Africa;ZAF;GDP per capita (current US$);NY.GDP.PCAP.CD;5893.18676697246;6139.58146655445;6662.06278541847;6251.87717465472;6444.18672009771;8059.56284101092;8737.04111019993;8173.8691381716;7441.23085399675;6965.1378973693;6204.92990145846;5735.06678717842;6734.47515312493;7048.50811239074;6688.77474649645;5741.64124877252;7055.05517621298;6776.48007742932
Zambia;ZMB;GDP per capita (current US$);NY.GDP.PCAP.CD;720.446504729389;1065.59641685012;1133.43615831521;1393.51949098012;1150.94174590972;1469.36145002684;1644.45683054452;1729.64747097057;1840.32055335789;1724.57621968232;1307.90964916032;1249.92314348406;1495.75213841021;1475.19983636703;1268.12094056241;956.831747486282;1137.34439483196;1487.90776431025
Zimbabwe;ZWE;GDP per capita (current US$);NY.GDP.PCAP.CD;470.783761438779;441.498796884795;425.036841692684;351.839100544391;762.297960300667;937.840339987372;1082.61577325282;1290.19395746702;1408.36781031236;1407.03429109916;1410.32917348908;1421.78779140568;1192.10701198862;2269.17701232332;1421.86859641758;1372.69667433317;1773.92041088078;1266.99603069032
