field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,Namibia,Element,Production,Year,1982,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1981,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1980,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1979,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1978,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1977,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1976,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1975,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1974,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1973,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1972,Unit,tonnes,Value,65.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1971,Unit,tonnes,Value,40.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1970,Unit,tonnes,Value,24.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1969,Unit,tonnes,Value,69.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1968,Unit,tonnes,Value,117.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1967,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1966,Unit,tonnes,Value,108.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1965,Unit,tonnes,Value,100.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1964,Unit,tonnes,Value,100.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1963,Unit,tonnes,Value,100.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1962,Unit,tonnes,Value,100.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1961,Unit,tonnes,Value,100.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2019,Unit,tonnes,Value,1444550.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2018,Unit,tonnes,Value,1521334.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2017,Unit,tonnes,Value,1496227.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2016,Unit,tonnes,Value,1473069.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2015,Unit,tonnes,Value,1479803.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2014,Unit,tonnes,Value,1473879.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2013,Unit,tonnes,Value,1446605.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2012,Unit,tonnes,Value,1473789.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2011,Unit,tonnes,Value,1332452.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2010,Unit,tonnes,Value,1330609.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2009,Unit,tonnes,Value,1327650.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2008,Unit,tonnes,Value,1291957.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2007,Unit,tonnes,Value,1232825.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2006,Unit,tonnes,Value,1125321.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2005,Unit,tonnes,Value,1113514.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2004,Unit,tonnes,Value,1090483.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2003,Unit,tonnes,Value,1122712.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2002,Unit,tonnes,Value,992838.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2001,Unit,tonnes,Value,909400.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,2000,Unit,tonnes,Value,907701.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1999,Unit,tonnes,Value,898554.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1998,Unit,tonnes,Value,834563.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1997,Unit,tonnes,Value,793904.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1996,Unit,tonnes,Value,754927.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1995,Unit,tonnes,Value,754368.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1994,Unit,tonnes,Value,701046.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1993,Unit,tonnes,Value,638452.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1992,Unit,tonnes,Value,616801.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1991,Unit,tonnes,Value,588399.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1990,Unit,tonnes,Value,569061.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1989,Unit,tonnes,Value,552060.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1988,Unit,tonnes,Value,545589.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1987,Unit,tonnes,Value,528088.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1986,Unit,tonnes,Value,503017.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1985,Unit,tonnes,Value,493582.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1984,Unit,tonnes,Value,499940.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1983,Unit,tonnes,Value,485172.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1982,Unit,tonnes,Value,483631.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1981,Unit,tonnes,Value,484592.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1980,Unit,tonnes,Value,478771.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1979,Unit,tonnes,Value,450339.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1978,Unit,tonnes,Value,438771.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1977,Unit,tonnes,Value,432030.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1976,Unit,tonnes,Value,422953.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1975,Unit,tonnes,Value,413542.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1974,Unit,tonnes,Value,391842.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1973,Unit,tonnes,Value,382919.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1972,Unit,tonnes,Value,362432.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1971,Unit,tonnes,Value,367882.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1970,Unit,tonnes,Value,364918.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1969,Unit,tonnes,Value,356758.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1968,Unit,tonnes,Value,360214.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1967,Unit,tonnes,Value,341100.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1966,Unit,tonnes,Value,334815.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1965,Unit,tonnes,Value,332748.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1964,Unit,tonnes,Value,309849.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1963,Unit,tonnes,Value,303072.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1962,Unit,tonnes,Value,295255.00,Value Footnotes,A
Country or Area,Net Food Importing Developing Countries,Element,Production,Year,1961,Unit,tonnes,Value,291748.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2019,Unit,tonnes,Value,953000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2018,Unit,tonnes,Value,902000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2017,Unit,tonnes,Value,896000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2016,Unit,tonnes,Value,911000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2015,Unit,tonnes,Value,870000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2014,Unit,tonnes,Value,771920.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2013,Unit,tonnes,Value,793024.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2012,Unit,tonnes,Value,764161.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2011,Unit,tonnes,Value,749679.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2010,Unit,tonnes,Value,752638.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2009,Unit,tonnes,Value,712094.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2008,Unit,tonnes,Value,721699.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2007,Unit,tonnes,Value,730333.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2006,Unit,tonnes,Value,713000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2005,Unit,tonnes,Value,672180.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2004,Unit,tonnes,Value,675190.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2003,Unit,tonnes,Value,658000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2002,Unit,tonnes,Value,638000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2001,Unit,tonnes,Value,641000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,2000,Unit,tonnes,Value,671000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1999,Unit,tonnes,Value,645600.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1998,Unit,tonnes,Value,638000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1997,Unit,tonnes,Value,693000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1996,Unit,tonnes,Value,688053.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1995,Unit,tonnes,Value,680076.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1994,Unit,tonnes,Value,648285.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1993,Unit,tonnes,Value,627570.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1992,Unit,tonnes,Value,625659.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1991,Unit,tonnes,Value,601800.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1990,Unit,tonnes,Value,584300.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1989,Unit,tonnes,Value,559000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1988,Unit,tonnes,Value,550400.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1987,Unit,tonnes,Value,543500.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1986,Unit,tonnes,Value,525400.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1985,Unit,tonnes,Value,514400.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1984,Unit,tonnes,Value,515125.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1983,Unit,tonnes,Value,484846.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1982,Unit,tonnes,Value,480845.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1981,Unit,tonnes,Value,476553.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1980,Unit,tonnes,Value,456198.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1979,Unit,tonnes,Value,429826.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1978,Unit,tonnes,Value,417636.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1977,Unit,tonnes,Value,410246.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1976,Unit,tonnes,Value,379899.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1975,Unit,tonnes,Value,373770.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1974,Unit,tonnes,Value,376300.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1973,Unit,tonnes,Value,332800.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1972,Unit,tonnes,Value,322000.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1971,Unit,tonnes,Value,306100.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1970,Unit,tonnes,Value,277900.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1969,Unit,tonnes,Value,267200.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1968,Unit,tonnes,Value,251700.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1967,Unit,tonnes,Value,260962.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1966,Unit,tonnes,Value,232800.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1965,Unit,tonnes,Value,219400.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1964,Unit,tonnes,Value,213100.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1963,Unit,tonnes,Value,211800.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1962,Unit,tonnes,Value,224500.00,Value Footnotes,A
Country or Area,Netherlands,Element,Production,Year,1961,Unit,tonnes,Value,213000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2019,Unit,tonnes,Value,365000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2018,Unit,tonnes,Value,380000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2017,Unit,tonnes,Value,378000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2016,Unit,tonnes,Value,360000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2015,Unit,tonnes,Value,374000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2014,Unit,tonnes,Value,325000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2013,Unit,tonnes,Value,311000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2012,Unit,tonnes,Value,321000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2011,Unit,tonnes,Value,270000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2010,Unit,tonnes,Value,268000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2009,Unit,tonnes,Value,308000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2008,Unit,tonnes,Value,288000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2007,Unit,tonnes,Value,308000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2006,Unit,tonnes,Value,292000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2005,Unit,tonnes,Value,297000.00,Value Footnotes,A
Country or Area,New Zealand,Element,Production,Year,2004,Unit,tonnes,Value,305000.00,Value Footnotes,A
