com.samsung.shealth.tracker.pedometer_step_count,6260063,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
15312,4,0,25,2023-12-17 15:09:00.000,,,2023-12-17 15:12:21.435,2023-12-17 15:12:21.435,25,1.1944444,18.29,0.97,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 15:10:00.000,722590f6-26c0-40f1-9e8d-03c67d6e650b,
15685,4,0,25,2023-12-17 15:11:00.000,,,2023-12-17 15:12:21.534,2023-12-17 15:12:21.534,25,1.1666666,18.3,0.95,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 15:12:00.000,f2a6d3ef-3a92-4e04-9e86-5f024354a8ba,
3990,4,0,7,2023-12-17 16:22:00.000,,,2023-12-17 16:23:49.515,2023-12-17 16:23:49.515,7,1.3055556,5.21,0.25,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:23:00.000,f557cd65-b61a-4790-b214-310570dcd04e,
17717,4,0,28,2023-12-17 16:23:00.000,,,2023-12-17 16:23:49.612,2023-12-17 16:23:49.612,28,1.1666666,20.67,1.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:24:00.000,c9e6a31f-2d47-4003-b50b-e911f22e9300,
4537,4,0,8,2023-12-17 16:24:00.000,,,2023-12-17 16:25:32.536,2023-12-17 16:25:32.536,8,1.3333334,6.05,0.29,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:25:00.000,df8c4e7f-9d8a-4e6e-b088-4d11f1d2a445,
18119,4,0,27,2023-12-17 16:26:00.000,,,2023-12-17 16:27:13.799,2023-12-17 16:27:13.799,27,1.0833334,19.63,1.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:27:00.000,79f0ecd0-5e4c-49ad-a1c7-aeeb8213a53b,
37551,4,0,60,2023-12-17 16:55:00.000,,,2023-12-17 16:58:24.527,2023-12-17 16:58:24.527,60,1.1666666,43.81,2.34,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:56:00.000,890221a5-d665-4e45-880c-1792d0079661,
28016,4,0,47,2023-12-17 16:56:00.000,,,2023-12-17 16:58:24.646,2023-12-17 16:58:24.646,47,1.25,35.02,1.82,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:57:00.000,6d3ef28a-7aa2-499c-b62b-827c59abadb4,
60000,4,0,114,2023-12-17 16:57:00.000,,,2023-12-17 16:58:24.779,2023-12-17 16:58:24.779,114,1.4530001,87.18,4.2,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:58:00.000,856cda50-e174-4bb6-a65f-ee7bd6f643f4,
25672,4,0,45,2023-12-17 16:58:00.000,,,2023-12-17 16:58:25.684,2023-12-17 16:58:24.931,45,1.329443,34.13,1.8,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 16:59:00.000,f80c54c9-93cf-4984-8eaa-c6c6fea5c13b,
9788,4,0,14,2023-12-17 16:59:00.000,,,2023-12-17 16:59:54.609,2023-12-17 16:59:54.609,14,1.0277778,10.06,0.51,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:00:00.000,8e33f9db-1187-47ac-b940-3a3ed7642486,
32170,4,1,59,2023-12-17 17:14:00.000,,,2023-12-17 17:15:01.427,2023-12-17 17:14:48.882,60,1.4516283,46.699997,2.3200002,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:15:00.000,67b74c60-f92c-48d5-a588-54d772595d7d,
53842,4,10,107,2023-12-17 17:15:00.000,,,2023-12-17 17:19:00.691,2023-12-17 17:19:00.691,117,1.7777778,95.72,3.95,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:16:00.000,2a7bec7f-6aa4-4fc6-95bf-e1aabbc05579,
47358,4,0,99,2023-12-17 17:16:00.000,,,2023-12-17 17:19:00.750,2023-12-17 17:19:00.750,99,1.6666666,78.93,3.04,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:17:00.000,b1c43361-6835-4102-a8ca-1ba8a90d3bc0,
58891,4,27,104,2023-12-17 17:17:00.000,,,2023-12-17 17:19:00.855,2023-12-17 17:19:00.855,131,1.8888888,111.24,5.22,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:18:00.000,ad8a04f3-7d24-46bb-a683-f48c3fd06cd3,
43437,4,0,88,2023-12-17 17:18:00.000,,,2023-12-17 17:19:00.946,2023-12-17 17:19:00.946,88,1.5555556,67.57,2.93,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:19:00.000,32341a7d-b97e-4edd-b198-592b86083deb,
14381,4,0,24,2023-12-17 17:19:00.000,,,2023-12-17 17:22:22.756,2023-12-17 17:19:01.214,24,1.2245246,17.61,0.94,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:20:00.000,71330c01-f537-480f-82c1-3d7c54ccecb4,
21046,4,0,41,2023-12-17 17:20:00.000,,,2023-12-17 17:22:22.853,2023-12-17 17:22:22.853,41,1.5,31.57,1.43,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:21:00.000,50983025-6f83-46cc-8ea0-3a209b3af90e,
6684,4,0,11,2023-12-17 17:21:00.000,,,2023-12-17 17:22:22.947,2023-12-17 17:22:22.947,11,1.2222222,8.17,0.41,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:22:00.000,60a325d8-8b8a-4a45-8d9a-003931376131,
6925,4,0,11,2023-12-17 17:22:00.000,,,2023-12-17 17:22:23.058,2023-12-17 17:22:23.058,11,1.1666666,8.08,0.41,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 17:23:00.000,917bcf76-ebc7-4153-b329-3d5feef824b6,
27245,4,0,45,2023-12-17 19:16:00.000,,,2023-12-17 19:19:29.034,2023-12-17 19:19:29.034,45,1.2222222,33.3,1.72,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 19:17:00.000,860ad0a3-bcf8-4471-a22b-6ca8c7228427,
35057,4,0,61,2023-12-17 19:17:00.000,,,2023-12-17 19:19:29.121,2023-12-17 19:19:29.121,61,1.3055556,45.77,2.38,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 19:18:00.000,38dd4ece-c95c-43da-b945-e4514c274908,
20620,4,0,38,2023-12-17 19:18:00.000,,,2023-12-17 19:19:29.219,2023-12-17 19:19:29.219,38,1.3888888,28.64,1.28,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 19:19:00.000,37a1034d-0869-4bb7-812f-b30962752760,
26615,4,0,47,2023-12-17 19:19:00.000,,,2023-12-17 19:25:27.965,2023-12-17 19:19:29.307,47,1.3390875,35.64,1.7699999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-17 19:20:00.000,dc6a4793-dd95-48fb-98fa-dd829bbd296f,
7661,4,0,13,2023-12-18 07:49:00.000,,,2023-12-18 07:52:31.562,2023-12-18 07:49:11.780,13,1.2491477,9.57,0.48999998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 07:50:00.000,0e18cc8d-586b-4320-bc01-c4ca4c7f8399,
17514,4,0,30,2023-12-18 08:00:00.000,,,2023-12-18 08:03:21.696,2023-12-18 08:03:21.696,30,1.2777778,22.38,1.14,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:01:00.000,322c40c2-b817-49c0-9a5e-cdd28ed9ab49,
2992,4,0,5,2023-12-18 08:01:00.000,,,2023-12-18 08:03:21.787,2023-12-18 08:03:21.787,5,1.25,3.74,0.2,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:02:00.000,14874ca7-6f6a-49a4-a700-6cdadd77717b,
8309,4,0,15,2023-12-18 08:02:00.000,,,2023-12-18 08:03:21.872,2023-12-18 08:03:21.872,15,1.3611112,11.31,0.54,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:03:00.000,ff5fe8cf-d406-4e2e-a6a4-cd84fed4c472,
6618,4,0,10,2023-12-18 08:04:00.000,,,2023-12-18 08:05:28.326,2023-12-18 08:05:28.326,10,1.0833334,7.17,0.38,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:05:00.000,d71acc73-afef-44b0-8cf5-c22e86fbe22f,
11700,4,0,20,2023-12-18 08:05:00.000,,,2023-12-18 08:07:18.813,2023-12-18 08:05:28.399,20,1.2957177,15.16,0.75,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:06:00.000,384937c7-8aae-4c16-ac77-02b80957507d,
9904,4,0,16,2023-12-18 08:07:00.000,,,2023-12-18 08:07:18.931,2023-12-18 08:07:18.931,16,1.1944444,11.83,0.61,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:08:00.000,4185c845-e8df-41d1-8290-fd628dcbd2f0,
18493,4,0,34,2023-12-18 08:46:00.000,,,2023-12-18 08:46:44.470,2023-12-18 08:46:44.135,34,1.3897054,25.7,1.18,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:47:00.000,1a82f907-115e-4c89-a517-9b5a824a3b88,
6317,4,0,10,2023-12-18 08:47:00.000,,,2023-12-18 08:49:00.530,2023-12-18 08:49:00.530,10,1.1666666,7.37,0.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:48:00.000,df56c45b-b179-4733-b85e-da0c6bc45d31,
17140,4,0,24,2023-12-18 08:53:00.000,,,2023-12-18 08:53:38.619,2023-12-18 08:53:37.822,24,1.0116118,17.34,0.91,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:54:00.000,084c0d92-6d3c-46b0-990e-98adf2d92459,
24184,4,0,41,2023-12-18 08:54:00.000,,,2023-12-18 08:55:00.630,2023-12-18 08:55:00.630,41,1.25,30.23,1.55,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:55:00.000,d03c9777-e177-4204-8fde-5cf04c9e0ed6,
21945,4,0,40,2023-12-18 08:58:00.000,,,2023-12-18 08:59:13.331,2023-12-18 08:59:13.331,40,1.3888888,30.48,1.39,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 08:59:00.000,d317dd71-27d9-4e3a-8804-2532a202ad6b,
10528,4,0,18,2023-12-18 09:08:00.000,,,2023-12-18 09:12:29.308,2023-12-18 09:12:29.308,18,1.25,13.16,0.67,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:09:00.000,037e593e-dde5-4972-a881-7700af2faf68,
17930,4,0,34,2023-12-18 09:09:00.000,,,2023-12-18 09:12:29.400,2023-12-18 09:12:29.400,34,1.4444444,25.9,1.14,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:10:00.000,62330ccd-de03-4d3d-a3f1-9b5639b56a6f,
11189,4,0,16,2023-12-18 09:10:00.000,,,2023-12-18 09:12:29.462,2023-12-18 09:12:29.462,16,1.0277777,11.5,0.59,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:11:00.000,20e6dcc1-86dc-4fc2-a970-c7517cbb55d1,
8568,4,0,12,2023-12-18 09:12:00.000,,,2023-12-18 09:12:29.792,2023-12-18 09:12:29.514,12,1.0130174,8.68,0.44,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:13:00.000,04a66b3d-73b9-43db-8445-13e8e6da7b8a,
4962,4,0,8,2023-12-18 09:15:00.000,,,2023-12-18 09:15:42.531,2023-12-18 09:15:42.531,8,1.1666666,5.79,0.29,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:16:00.000,767b2de5-4c9f-4d92-9f12-f01e7650740d,
5801,4,0,8,2023-12-18 09:16:00.000,,,2023-12-18 09:20:14.259,2023-12-18 09:20:14.259,8,0.9722222,5.64,0.3,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:17:00.000,04a3e8ae-42ac-400b-9843-f712f33622d2,
20717,4,0,33,2023-12-18 09:17:00.000,,,2023-12-18 09:20:14.319,2023-12-18 09:20:14.319,33,1.1666666,24.17,1.23,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:18:00.000,f39182c5-f859-4e8c-9656-d99018bd8f82,
23432,4,0,39,2023-12-18 09:20:00.000,,,2023-12-18 09:21:13.912,2023-12-18 09:21:13.912,39,1.25,29.29,1.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:21:00.000,2d0aa657-a036-4bea-b901-aa38ceab39d5,
38169,4,0,66,2023-12-18 09:21:00.000,,,2023-12-18 09:21:59.708,2023-12-18 09:21:26.017,66,1.3033812,49.75001,2.389999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:22:00.000,2ab6025a-ae67-4bf6-8cbd-ea499a41b069,
60000,4,0,120,2023-12-18 09:22:00.000,,,2023-12-18 09:27:08.776,2023-12-18 09:22:00.246,120,1.54,92.4,3.6899998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:23:00.000,ba3fb4ee-4cbd-492d-80a2-c1ee372f813e,
60000,4,0,120,2023-12-18 09:23:00.000,,,2023-12-18 09:27:08.919,2023-12-18 09:27:08.919,120,1.54,92.4,3.6,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:24:00.000,3aca8452-93fa-423f-8110-3f4c5c2f18bb,
35674,4,0,67,2023-12-18 09:24:00.000,,,2023-12-18 09:27:08.981,2023-12-18 09:27:08.981,67,1.4444444,51.53,2.06,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:25:00.000,efc0122e-8cff-4ddb-b53d-d1b6e58ceb0e,
26253,4,0,51,2023-12-18 09:25:00.000,,,2023-12-18 09:27:09.087,2023-12-18 09:27:09.087,51,1.5,39.38,1.57,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:26:00.000,57f4fb49-c09b-43fe-a560-d173a473eac1,
60000,4,0,114,2023-12-18 09:26:00.000,,,2023-12-18 09:27:09.195,2023-12-18 09:27:09.195,114,1.451,87.06,4.06,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:27:00.000,fecca1ae-fec9-4c59-a6b9-b99b425c187f,
27446,4,0,41,2023-12-18 09:27:00.000,,,2023-12-18 09:27:46.694,2023-12-18 09:27:09.255,41,1.0872227,29.839983,1.5999997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:28:00.000,8e6ab6ff-91bc-415e-8357-2450c4050a2a,
54516,4,0,87,2023-12-18 09:28:00.000,,,2023-12-18 09:30:15.996,2023-12-18 09:28:03.417,87,1.1706625,63.82,3.4499998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:29:00.000,6728b8fb-72c5-4933-b6a2-86e0247b4fae,
12084,4,0,20,2023-12-18 09:30:00.000,,,2023-12-18 09:32:37.511,2023-12-18 09:30:17.680,20,1.2280427,14.839998,0.73999995,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:31:00.000,ad1c5852-d635-49fa-a2ee-c640c533edff,
6456,4,0,11,2023-12-18 09:31:00.000,,,2023-12-18 09:32:37.712,2023-12-18 09:32:37.712,11,1.25,8.07,0.4,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:32:00.000,f15560e8-32cf-4b90-9282-5201c36d5f03,
12477,4,0,18,2023-12-18 09:32:00.000,,,2023-12-18 09:32:38.926,2023-12-18 09:32:37.752,18,1.0474725,13.070001,0.66,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:33:00.000,68d35b23-fb91-436f-93bd-68da3e30c262,
17656,4,0,26,2023-12-18 09:33:00.000,,,2023-12-18 09:35:00.440,2023-12-18 09:33:43.010,26,1.0619161,18.75,0.96000016,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:34:00.000,fe80ea81-b271-4407-b021-92640e8bb09b,
16937,4,0,27,2023-12-18 09:34:00.000,,,2023-12-18 09:35:00.503,2023-12-18 09:35:00.503,27,1.1666666,19.76,1.02,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:35:00.000,913b43de-4837-413c-bc58-7dbdf9812cda,
20996,4,0,30,2023-12-18 09:35:00.000,,,2023-12-18 09:35:59.099,2023-12-18 09:35:38.315,30,1.0330474,21.689997,1.14,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:36:00.000,0cd8cbbc-042c-4e05-8347-2940be687f88,
12055,4,0,18,2023-12-18 09:36:00.000,,,2023-12-18 09:37:46.434,2023-12-18 09:37:46.434,18,1.0833334,13.06,0.67,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:37:00.000,8c80519b-0d02-461b-b28f-4c3aa1e3264a,
17991,4,0,28,2023-12-18 09:37:00.000,,,2023-12-18 09:37:46.543,2023-12-18 09:37:46.543,28,1.1388888,20.49,1.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:38:00.000,182082ba-1634-4680-aad8-47c34c256374,
9343,4,0,15,2023-12-18 09:38:00.000,,,2023-12-18 09:39:07.900,2023-12-18 09:39:07.900,15,1.1944444,11.16,0.53,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:39:00.000,b9190b6c-390b-4216-b58c-c5bd9033deaa,
43074,4,0,70,2023-12-18 09:39:00.000,,,2023-12-18 09:44:47.411,2023-12-18 09:44:47.411,70,1.1944444,51.45,2.74,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:40:00.000,d1169f52-85e0-4de7-991d-97c291688a30,
611,4,0,1,2023-12-18 09:40:00.000,,,2023-12-18 09:44:47.486,2023-12-18 09:44:47.486,1,1.1944444,0.73,0.04,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:41:00.000,3466e58a-4c9e-49fb-87c6-3699200a15f2,
10887,4,0,17,2023-12-18 09:43:00.000,,,2023-12-18 09:44:47.600,2023-12-18 09:44:47.600,17,1.1388888,12.4,0.65,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:44:00.000,6d68db03-7575-40bf-b197-b543d6c28e90,
27510,4,0,51,2023-12-18 09:44:00.000,,,2023-12-18 09:44:59.456,2023-12-18 09:44:47.686,51,1.4132956,38.880005,1.7299993,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:45:00.000,0bbe6a2c-5e0a-49a2-981a-f4e53979d3d7,
11626,4,0,20,2023-12-18 09:45:00.000,,,2023-12-18 09:45:38.781,2023-12-18 09:45:00.066,20,1.2927668,15.030001,0.7699999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:46:00.000,678fc256-660d-421a-85fa-d223b6bd13b8,
23304,4,0,39,2023-12-18 09:46:00.000,,,2023-12-18 09:47:07.557,2023-12-18 09:47:07.557,39,1.25,29.13,1.53,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:47:00.000,e4e00ccc-9d3a-4170-b939-51ff324a91a8,
45945,4,0,82,2023-12-18 09:47:00.000,,,2023-12-18 09:52:16.440,2023-12-18 09:47:07.632,82,1.3537703,62.2,2.9,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-18 09:48:00.000,d6af1d59-09db-41ba-a130-481d64dd84e0,
