spotify_track_uri,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,"{'acousticness': 0.0335, 'instrumentalness': 0.0529, 'energy': 0.62, 'danceability': 0.677, 'liveness': 0.285, 'loudness': -11.766, 'speechiness': 0.0364, 'valence': 0.672}",0.0335,0.0529,0.62,0.677,0.285,-11.766,0.0364,0.672,1985,,https://i.scdn.co/image/ab67616d0000b273de3a001606041808a9217c40,https://i.scdn.co/image/ab6761610000e5ebd42c6334786bfdea92beeb5d,https://open.spotify.com/album/2PSsUGkAAAnBmUUSNBU6se,https://open.spotify.com/artist/7lzordPuZEXxwt9aoVZYmG
spotify:track:2fuCquhmrzHpu5xcA1ci9x,"{'acousticness': 0.429, 'instrumentalness': 0, 'energy': 0.712, 'danceability': 0.671, 'liveness': 0.103, 'loudness': -7.815, 'speechiness': 0.0476, 'valence': 0.462}",0.429,0.0,0.712,0.671,0.103,-7.815,0.0476,0.462,1982-05-03,,https://i.scdn.co/image/ab67616d0000b273d254ca497999ae980a5a38c5,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,https://open.spotify.com/album/6reTSIf5MoBco62rk8T7Q1,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d
spotify:track:2oWMI54r0qT4N8Xb4C76vq,"{'acousticness': 0.0531, 'instrumentalness': 8.34e-06, 'energy': 0.838, 'danceability': 0.634, 'liveness': 0.0522, 'loudness': -5.363, 'speechiness': 0.0413, 'valence': 0.541}",0.0531,8.34e-06,0.838,0.634,0.0522,-5.363,0.0413,0.541,1988-10-21,https://p.scdn.co/mp3-preview/c1197fafd412c454493caab1c0eaa15fa089342a?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2737d32e463de3d8d8b39dcac2c,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,https://open.spotify.com/album/4rQV5S9FhajZdyzFfcyYw9,https://open.spotify.com/artist/2SHhfs4BiDxGQ3oxqf0UHY
spotify:track:0SJiIneafLcHKgRwNj3UTZ,"{'acousticness': 0.811, 'instrumentalness': 0.0134, 'energy': 0.161, 'danceability': 0.253, 'liveness': 0.116, 'loudness': -16.756, 'speechiness': 0.0375, 'valence': 0.149}",0.811,0.0134,0.161,0.253,0.116,-16.756,0.0375,0.149,2016-12-16,,https://i.scdn.co/image/ab67616d0000b273e14a5091e547b939e06f7881,https://i.scdn.co/image/ab6761610000e5eb0f8c1383026ad2bbdc1a2f06,https://open.spotify.com/album/3JZKcfPG7r55cTR8hzqqKr,https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV
spotify:track:3gVhsZtseYtY1fMuyYq06F,"{'acousticness': 0.0054, 'instrumentalness': 0.000133, 'energy': 0.917, 'danceability': 0.51, 'liveness': 0.396, 'loudness': -4.806, 'speechiness': 0.0854, 'valence': 0.313}",0.0054,0.000133,0.917,0.51,0.396,-4.806,0.0854,0.313,2001-04-02,,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575,https://open.spotify.com/album/1CtTTpKbHU8KbHRB4LmBbv,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP
spotify:track:10DKh4aJ2sPPOVZnBwjruG,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.986,0.00119,0.0245,0.509,0.0746,-26.618,0.0759,0.446,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
spotify:track:38qL18OJQRpKAWIzXVB5qt,"{'acousticness': 0.933, 'instrumentalness': 0.924, 'energy': 0.157, 'danceability': 0.731, 'liveness': 0.171, 'loudness': -24.54, 'speechiness': 0.0392, 'valence': 0.173}",0.933,0.924,0.157,0.731,0.171,-24.54,0.0392,0.173,2021-10-08,https://p.scdn.co/mp3-preview/590776cf23e299c0875792fd005e24cbd3ae269f?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
spotify:track:4iZKamIcoFKiPO2URL3UJO,"{'acousticness': 0.696, 'instrumentalness': 0, 'energy': 0.597, 'danceability': 0.422, 'liveness': 0.288, 'loudness': -7.167, 'speechiness': 0.0862, 'valence': 0.299}",0.696,0.0,0.597,0.422,0.288,-7.167,0.0862,0.299,2013-01-01,,https://i.scdn.co/image/ab67616d0000b273e36423c91e3c6f248a03aee4,https://i.scdn.co/image/ab6761610000e5ebd80098ab0e9b98ee0bd0795e,https://open.spotify.com/album/1PDvi5uU71NCpZ7TPdcl6B,https://open.spotify.com/artist/7dnB1wSxbYa8CejeVg98hz
spotify:track:3sTSo8X7UCDTVUVMJ63LJO,"{'acousticness': 0.0186, 'instrumentalness': 0, 'energy': 0.634, 'danceability': 0.719, 'liveness': 0.108, 'loudness': -7.331, 'speechiness': 0.0255, 'valence': 0.591}",0.0186,0.0,0.634,0.719,0.108,-7.331,0.0255,0.591,2012-09-21,https://p.scdn.co/mp3-preview/4393f417989a72ef71bfff9bbfb307f215b6a5ac?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273cb3f972145ced47e76a95c63,https://i.scdn.co/image/a3df5b1eb9e7feb36230b8674626dd51d2bdc839,https://open.spotify.com/album/3LRhyjBARwKrCp28rmcmAM,https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU
spotify:track:2w3ScXudq4aD3K5HFO5xvx,"{'acousticness': 0.281, 'instrumentalness': 0.000804, 'energy': 0.608, 'danceability': 0.666, 'liveness': 0.466, 'loudness': -9.335, 'speechiness': 0.0319, 'valence': 0.674}",0.281,0.000804,0.608,0.666,0.466,-9.335,0.0319,0.674,1977-02-04,https://p.scdn.co/mp3-preview/c52b4dbc95b29f1bb9b902946062ee213fe32ba5?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8,https://open.spotify.com/album/1bt6q2SruMsBtcerNVtpZB,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X
spotify:track:5B6Z7NwVqA7W3UFiqBdEJC,"{'acousticness': 0.00682, 'instrumentalness': 1.11e-05, 'energy': 0.934, 'danceability': 0.628, 'liveness': 0.0852, 'loudness': -6.026, 'speechiness': 0.0527, 'valence': 0.491}",0.00682,1.11e-05,0.934,0.628,0.0852,-6.026,0.0527,0.491,1984-02-14,https://p.scdn.co/mp3-preview/da1697f5dc7ba1cdd7f5822a459da41dc9a9c278?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2731eee199add98ba258d18fea4,https://i.scdn.co/image/ab6761610000e5ebd3297e8dc2b2a85e1071e637,https://open.spotify.com/album/6P3Fqm7z9wr5GeatpVZ5ut,https://open.spotify.com/artist/3tufWJzpCiAGleBt5TkmTn
spotify:track:665Jxlgi1HamPKbW1vwzx4,"{'acousticness': 0.528, 'instrumentalness': 2.37e-06, 'energy': 0.322, 'danceability': 0.706, 'liveness': 0.576, 'loudness': -14.108, 'speechiness': 0.0467, 'valence': 0.305}",0.528,2.37e-06,0.322,0.706,0.576,-14.108,0.0467,0.305,1984,,https://i.scdn.co/image/ab67616d0000b273ba7005f3c12d940ad4967460,https://i.scdn.co/image/8cd9a623b274a9e694aa7bae28f541d3977673ec,https://open.spotify.com/album/5qxb9JwzVz5EqegShruoM8,https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV
spotify:track:1brpdmqkx3kSxyqzqXfW7J,"{'acousticness': 0.00376, 'instrumentalness': 3.1e-05, 'energy': 0.866, 'danceability': 0.679, 'liveness': 0.312, 'loudness': -6.053, 'speechiness': 0.0635, 'valence': 0.785}",0.00376,3.1e-05,0.866,0.679,0.312,-6.053,0.0635,0.785,1984-09-13,,https://i.scdn.co/image/ab67616d0000b2735796a96e792ccf729da94e85,https://i.scdn.co/image/ab6761610000e5eba3ebf1fa0da019df3d02cc1e,https://open.spotify.com/album/5UxqSH1Ez2fcNVLqvLjsgB,https://open.spotify.com/artist/07XSN3sPlIlB2L2XNcTwJw
spotify:track:1TfqLAPs4K3s2rJMoCokcS,"{'acousticness': 0.225, 'instrumentalness': 0, 'energy': 0.711, 'danceability': 0.692, 'liveness': 0.12, 'loudness': -7.498, 'speechiness': 0.0317, 'valence': 0.875}",0.225,0.0,0.711,0.692,0.12,-7.498,0.0317,0.875,1983-01-04,https://p.scdn.co/mp3-preview/d69101dbd66295473706112d3edf978b70fc4550?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d,https://i.scdn.co/image/ab6761610000e5eb145a01fb993c3088fe6ac5e7,https://open.spotify.com/album/5jNDWA19BJbE24x1UUJGRY,https://open.spotify.com/artist/0NKDgy9j66h3DLnN8qu1bB
spotify:track:2Cdvbe2G4hZsnhNMKyGrie,"{'acousticness': 0.326, 'instrumentalness': 0, 'energy': 0.716, 'danceability': 0.535, 'liveness': 0.659, 'loudness': -5.025, 'speechiness': 0.0431, 'valence': 0.901}",0.326,0.0,0.716,0.535,0.659,-5.025,0.0431,0.901,1981-11-18,https://p.scdn.co/mp3-preview/931dee7b6bcc7c60edc631ff1892e363a47fe222?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2733c73b2e0a6aa490736f19751,https://i.scdn.co/image/ab6761610000e5eb358cc74a410c5476802f9fb9,https://open.spotify.com/album/555qwe1qUgLdee80TZ2CQt,https://open.spotify.com/artist/1Fmb52lZ6Jv7FMWXXTPO3K
spotify:track:3fH4KjXFYMmljxrcGrbPj9,"{'acousticness': 0.168, 'instrumentalness': 0.0181, 'energy': 0.816, 'danceability': 0.66, 'liveness': 0.0608, 'loudness': -6.61, 'speechiness': 0.0299, 'valence': 0.678}",0.168,0.0181,0.816,0.66,0.0608,-6.61,0.0299,0.678,1985,,https://i.scdn.co/image/ab67616d0000b2735695a657aef0e81bde0c6001,https://i.scdn.co/image/ab6761610000e5eb83e9da1d7f9d7da25c9e1e53,https://open.spotify.com/album/4YimfceN1R0nOS9CefIFhm,https://open.spotify.com/artist/6hN9F0iuULZYWXppob22Aj
spotify:track:7pKfPomDEeI4TPT6EOYjn9,"{'acousticness': 0.907, 'instrumentalness': 0.183, 'energy': 0.257, 'danceability': 0.547, 'liveness': 0.0935, 'loudness': -12.358, 'speechiness': 0.0252, 'valence': 0.169}",0.907,0.183,0.257,0.547,0.0935,-12.358,0.0252,0.169,1971-09-09,,https://i.scdn.co/image/ab67616d0000b27399581550ef9746ca582bb3cc,https://i.scdn.co/image/ab6761610000e5eb207c6849d1a1f4480e6aa222,https://open.spotify.com/album/0xzaemKucrJpYhyl7TltAk,https://open.spotify.com/artist/4x1nvY2FN8jxqAFA0DA02H
spotify:track:7imzBhHn7KD6ag3letxmSt,"{'acousticness': 0.27, 'instrumentalness': 0.00147, 'energy': 0.695, 'danceability': 0.651, 'liveness': 0.084, 'loudness': -9.232, 'speechiness': 0.0292, 'valence': 0.806}",0.27,0.00147,0.695,0.651,0.084,-9.232,0.0292,0.806,1995-01-01,,https://i.scdn.co/image/ab67616d0000b27327d0b9a66c05099a650ddcbf,https://i.scdn.co/image/ab6761610000e5eb039e35b7703bade5d61bd906,https://open.spotify.com/album/7MCxE9Sx4zHSXL4xXHm4Im,https://open.spotify.com/artist/5RNFFojXkPRmlJZIwXeKQC
spotify:track:1g5sWjTKlKXFiIiw1BOHaj,"{'acousticness': 0.102, 'instrumentalness': 0.155, 'energy': 0.892, 'danceability': 0.639, 'liveness': 0.639, 'loudness': -10.788, 'speechiness': 0.0675, 'valence': 0.773}",0.102,0.155,0.892,0.639,0.639,-10.788,0.0675,0.773,1998-03-31,https://p.scdn.co/mp3-preview/fa4dfa6e98cfb9c5c6813bc5b1edaf73de98782a?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
spotify:track:3GR5Qd34nif6bskCrhTZue,"{'acousticness': 0.0489, 'instrumentalness': 0.309, 'energy': 0.745, 'danceability': 0.701, 'liveness': 0.138, 'loudness': -9.439, 'speechiness': 0.0362, 'valence': 0.498}",0.0489,0.309,0.745,0.701,0.138,-9.439,0.0362,0.498,1984-09-27,https://p.scdn.co/mp3-preview/c7f07cb241b239053294b00f2433cc42820af2a8?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2734b89690216baf8e04fdd3056,https://i.scdn.co/image/ab6761610000e5eb8f3885f5f68dcf1d5adbe190,https://open.spotify.com/album/2256qKBSQdt53T5dz4Kdcs,https://open.spotify.com/artist/0xliTEbFfy5HQHvsTknTkX
