"startTime","ŚredniaPrędkość","Dystans","Osoba","Kalorie","Czas","Rok"
2020-06-20 12:20:43,28.5,30.75,"Ola",910,64.7,"2020"
2020-06-13 15:19:52,26.5,89.49,"Ola",NA,202.5,"2020"
2020-06-12 17:44:29,25.1,44.1,"Ola",NA,105.516666666667,"2020"
2020-06-11 12:04:30,29.6,33.56,"Ola",994,67.9833333333333,"2020"
2020-06-07 14:11:38,28,43.54,"Ola",NA,93.2666666666667,"2020"
2020-05-23 10:36:03,28,73.21,"Ola",NA,156.883333333333,"2020"
2020-05-17 11:13:16,28.3,45.82,"Ola",NA,97.1166666666667,"2020"
2020-05-16 11:26:31,28.6,25.68,"Ola",758,53.8833333333333,"2020"
2020-05-10 11:07:21,27,44.6,"Ola",NA,99.2833333333333,"2020"
2020-05-09 13:31:12,27.4,62.77,"Ola",NA,137.683333333333,"2020"
2020-05-03 12:37:32,28,30.34,"Ola",786,65.0333333333333,"2020"
2020-05-01 11:22:21,25.4,47.91,"Ola",NA,113.066666666667,"2020"
2020-04-13 17:09:39,29.6,30.63,"Ola",860,62.0166666666667,"2020"
2020-04-08 20:00:36,28.1,30.11,"Ola",848,64.3666666666667,"2020"
2020-04-05 11:38:55,26.9,40.39,"Ola",NA,90.0333333333333,"2020"
2019-12-22 12:28:09,28.5,28.49,"Ola",773,60.05,"2019"
2019-12-14 15:19:46,30,20.04,"Ola",565,40.1166666666667,"2019"
2019-12-08 18:20:03,29.7,15.37,"Ola",594,31.0333333333333,"2019"
2019-11-20 18:20:09,26.4,28.61,"Ola",760,65,"2019"
2019-11-17 12:57:41,24.8,28.88,"Ola",785,70,"2019"
2019-11-11 13:00:20,27.1,17.74,"Ola",483,39.3166666666667,"2019"
2019-11-09 15:55:39,29.7,25.21,"Ola",809,50.9166666666667,"2019"
2019-11-06 20:23:08,30.2,30.21,"Ola",787,60.1,"2019"
2019-11-02 17:16:37,30.2,30.25,"Ola",838,60.1666666666667,"2019"
2019-10-27 12:32:21,27.3,36.69,"Ola",994,80.75,"2019"
2019-10-26 13:57:42,28.9,52.07,"Ola",NA,108.133333333333,"2019"
2019-10-20 11:55:45,26.4,58.67,"Ola",NA,133.433333333333,"2019"
2019-10-19 16:16:56,25,8.7,"Ola",305,20.8833333333333,"2019"
2019-10-19 13:39:12,27.7,72.46,"Ola",NA,157.05,"2019"
2019-10-05 16:13:54,25.3,20.86,"Ola",601,49.4,"2019"
2019-09-29 11:53:14,26.1,37.22,"Ola",995,85.6333333333333,"2019"
2019-09-14 13:20:28,28.5,73.24,"Ola",NA,154.066666666667,"2019"
2019-09-07 14:54:28,28.9,76,"Ola",NA,158.05,"2019"
2019-09-01 11:26:04,28.1,97.05,"Ola",NA,207.366666666667,"2019"
2019-08-24 11:55:11,27.7,106.38,"Ola",NA,230.366666666667,"2019"
2019-08-16 17:16:46,27.9,59.97,"Ola",NA,129.033333333333,"2019"
2019-08-15 11:47:29,27.9,59.91,"Ola",NA,128.8,"2019"
2019-08-03 16:55:15,28.7,59.94,"Ola",NA,125.25,"2019"
2019-07-31 18:01:08,28.9,53.98,"Ola",NA,112.066666666667,"2019"
2019-07-28 11:38:19,27.9,57.05,"Ola",NA,122.5,"2019"
2019-07-21 15:33:17,29.1,19.35,"Ola",590,39.9,"2019"
2019-07-20 15:48:31,29.2,59.32,"Ola",NA,121.983333333333,"2019"
2019-06-23 12:04:52,27.6,97.99,"Ola",NA,212.85,"2019"
2019-06-20 15:50:26,24.2,30.36,"Ola",723,75.2666666666667,"2019"
2019-06-12 19:22:07,28.9,36.49,"Ola",NA,75.7166666666667,"2019"
2019-06-09 11:19:49,27.9,70.22,"Ola",NA,150.833333333333,"2019"
2019-06-01 14:35:44,28.5,106.55,"Ola",NA,224.466666666667,"2019"
2019-05-30 18:56:24,30.5,34.36,"Ola",NA,67.4833333333333,"2019"
2019-05-26 14:56:04,28.2,78.37,"Ola",NA,166.966666666667,"2019"
2019-05-19 15:24:48,20.1,34.93,"Ola",NA,104.3,"2019"
2019-05-18 16:51:55,26.1,35.47,"Ola",NA,81.5666666666667,"2019"
2019-05-12 10:38:31,27.8,58.24,"Ola",NA,125.683333333333,"2019"
2019-05-04 13:49:15,29,59.27,"Ola",NA,122.483333333333,"2019"
2019-04-28 11:18:34,28,50.05,"Ola",NA,107.283333333333,"2019"
2019-04-20 15:59:13,28,62.51,"Ola",NA,133.816666666667,"2019"
2019-04-14 11:50:58,29.6,60.13,"Ola",NA,122.066666666667,"2019"
2019-04-07 11:42:43,27.5,59.71,"Ola",NA,130.233333333333,"2019"
2019-03-24 14:49:06,21.5,19.42,"Ola",643,54.1833333333333,"2019"
2018-11-18 19:43:58,30.9,21.81,"Ola",508,42.3,"2018"
2018-11-11 18:16:42,29.9,31.02,"Ola",801,62.25,"2018"
2018-11-04 17:37:16,30.7,31.27,"Ola",785,61.0166666666667,"2018"
2018-11-01 20:36:01,27.6,27.79,"Ola",709,60.35,"2018"
2018-10-31 19:55:34,27.1,27.2,"Ola",736,60.3166666666667,"2018"
2018-10-28 20:32:12,26.2,26.29,"Ola",657,60.2666666666667,"2018"
2018-10-14 12:02:01,28,61.85,"Ola",NA,132.616666666667,"2018"
2018-10-13 13:53:35,27.1,71.82,"Ola",NA,158.833333333333,"2018"
2018-10-07 14:50:21,17.7,20.24,"Ola",599,68.6,"2018"
2018-10-06 15:01:48,26.4,63.41,"Ola",NA,144.233333333333,"2018"
2018-09-16 11:32:07,28.3,84.15,"Ola",NA,178.383333333333,"2018"
2018-09-12 18:16:27,28.2,23.63,"Ola",NA,50.25,"2018"
2018-09-02 11:16:55,28.2,59.8,"Ola",NA,127.4,"2018"
2018-09-01 15:28:47,22.5,63.45,"Ola",NA,169.55,"2018"
2018-08-29 18:18:20,29.9,36.58,"Ola",NA,73.3,"2018"
2018-08-23 18:29:00,30,36.29,"Ola",NA,72.6833333333333,"2018"
2018-08-21 18:20:40,29.5,36.12,"Ola",NA,73.4666666666667,"2018"
2018-08-18 14:57:25,26.9,48.23,"Ola",NA,107.7,"2018"
2018-08-12 16:12:25,25.8,63.41,"Ola",NA,147.283333333333,"2018"
2018-07-29 07:31:46,27.7,56.2,"Ola",NA,121.55,"2018"
2018-07-21 16:06:39,27.9,56.35,"Ola",NA,121.1,"2018"
2018-07-12 18:25:28,28.5,13,"Ola",574,27.3833333333333,"2018"
2018-07-04 19:10:15,28.6,36.35,"Ola",NA,76.15,"2018"
2018-07-03 19:01:48,27.7,26.79,"Ola",NA,58.0666666666667,"2018"
2018-06-21 09:12:04,16.6,92.38,"Ola",NA,334.283333333333,"2018"
2018-06-20 09:26:55,12.9,52.67,"Ola",NA,244.8,"2018"
2018-06-19 10:02:32,18.5,51.69,"Ola",NA,168.016666666667,"2018"
2018-06-18 10:37:51,14,88.36,"Ola",NA,377.883333333333,"2018"
2018-06-17 10:13:05,13.3,69.41,"Ola",NA,312.35,"2018"
2018-06-03 08:32:48,27.4,67.97,"Ola",NA,148.95,"2018"
2018-05-31 07:22:03,29,57.36,"Ola",NA,118.633333333333,"2018"
2018-05-27 14:59:44,26.2,61.34,"Ola",NA,140.7,"2018"
2018-05-05 11:31:40,24.4,108.87,"Ola",NA,267.2,"2018"
2018-05-03 17:07:44,25.7,56.59,"Ola",NA,132.15,"2018"
2021-05-06 08:39:33,16.5232727050781,69.95,"Kuba",NA,254.033333333333,"2021"
2021-06-29 07:04:12,18.3190223693848,100.31,"Kuba",NA,328.566666666667,"2021"
2021-06-30 10:25:36,16.4934688568115,65.32,"Kuba",NA,237.633333333333,"2021"
2021-07-06 08:41:45,17.9639442443848,81.66,"Kuba",NA,272.75,"2021"
2021-07-09 05:36:44,20.118782043457,126.91,"Kuba",NA,378.483333333333,"2021"
2021-07-10 16:27:58,16.9961019515991,44.17,"Kuba",NA,155.95,"2021"
2021-07-11 14:08:16,15.0264987945557,33.26,"Kuba",NA,132.833333333333,"2021"
2021-07-12 11:07:32,10.0481188774109,31.64,"Kuba",NA,188.95,"2021"
2021-07-14 07:58:09,19.3797317504883,75.66,"Kuba",NA,234.25,"2021"
2021-07-16 13:21:02,1.23711386919022,5.98,"Kuba",NA,290.35,"2021"
2021-07-21 09:43:30,18.9608642578125,78.19,"Kuba",NA,247.433333333333,"2021"
2021-07-29 14:31:16,16.4680114746094,26.08,"Kuba",NA,95.0333333333333,"2021"
2021-07-30 07:33:14,17.5496772766113,104.92,"Kuba",NA,358.716666666667,"2021"
2021-07-31 16:42:12,18.1896343231201,43.04,"Kuba",NA,142,"2021"
2021-08-01 10:16:42,15.0478054046631,34.12,"Kuba",NA,136.05,"2021"
2021-08-07 16:44:42,25.4065979003906,33.67,"Kuba",NA,79.5166666666667,"2021"
2021-08-10 07:49:00,18.9279224395752,74.93,"Kuba",NA,237.55,"2021"
2021-08-11 16:11:34,4.51800298690796,7.46,"Kuba",NA,99.15,"2021"
2021-08-13 09:29:02,12.2486134529114,16.49,"Kuba",NA,80.8,"2021"
2021-08-14 08:27:29,17.0826416015625,59.63,"Kuba",NA,209.466666666667,"2021"
2021-08-16 09:02:33,21.3797498703003,50.8,"Kuba",NA,142.583333333333,"2021"
2021-08-25 11:24:29,13.7402649879456,44.96,"Kuba",NA,196.333333333333,"2021"
2021-08-31 07:50:20,18.8683439254761,108.77,"Kuba",NA,345.9,"2021"
2021-09-08 13:54:52,21.8921178817749,57.72,"Kuba",NA,158.216666666667,"2021"
2021-09-17 14:50:55,25.4564552307129,28.56,"Kuba",NA,67.3333333333333,"2021"
2021-09-17 16:31:18,21.0566316604614,20,"Kuba",NA,57,"2021"
2021-10-09 10:56:34,20.0368034362793,52.22,"Kuba",NA,156.383333333333,"2021"
2022-03-29 06:15:12,19.6092481613159,7.69,"Kuba",NA,23.55,"2022"
2022-03-29 12:10:37,19.8967500686646,14.41,"Kuba",NA,43.4666666666667,"2022"
2022-03-30 05:09:18,18.8647785186768,14.3,"Kuba",NA,45.4833333333333,"2022"
2022-03-30 13:04:18,18.9516065597534,14.48,"Kuba",NA,45.8666666666667,"2022"
2022-04-07 04:38:58,20.6957118988037,14.04,"Kuba",NA,40.7166666666667,"2022"
2022-04-07 14:16:00,21.438303565979,12.39,"Kuba",NA,34.6833333333333,"2022"
2022-04-13 05:02:03,18.2616514205933,14.09,"Kuba",NA,46.3166666666667,"2022"
2022-04-13 15:22:56,19.2122211456299,7.25,"Kuba",NA,22.6666666666667,"2022"
2022-05-04 13:38:51,23.5085861206055,44.22,"Kuba",NA,112.866666666667,"2022"
2022-05-06 14:19:16,18.3065649032593,41.78,"Kuba",NA,136.933333333333,"2022"
2022-05-11 14:02:26,20.0806886672974,60.03,"Kuba",NA,179.383333333333,"2022"
2022-05-19 12:45:16,23.9737678527832,100.05,"Kuba",NA,250.4,"2022"
2022-05-20 07:45:43,18.144185256958,39.17,"Kuba",NA,129.55,"2022"
2022-05-24 07:59:38,16.3441148757935,12.69,"Kuba",NA,46.5833333333333,"2022"
2022-05-31 09:50:39,16.8324932098389,65.01,"Kuba",NA,231.733333333333,"2022"
2022-06-01 10:52:13,21.0289890289307,24.48,"Kuba",NA,69.8666666666667,"2022"
2022-05-30 11:53:51,19.5465436935425,25.5,"Kuba",NA,78.3,"2022"
2022-06-02 09:36:16,21.5670993804932,105.94,"Kuba",NA,294.733333333333,"2022"
2022-06-03 13:49:01,21.8056949615479,26.87,"Kuba",NA,73.9333333333333,"2022"
2022-06-07 11:48:53,19.9699035644531,60.28,"Kuba",NA,181.133333333333,"2022"
2022-06-11 08:20:04,16.5886980056763,58.29,"Kuba",NA,210.85,"2022"
2022-06-12 15:00:05,26.1758554458618,60,"Kuba",NA,137.55,"2022"
2022-06-14 06:26:08,20.8769142150879,29.17,"Kuba",NA,83.8333333333333,"2022"
2022-06-16 13:49:18,22.4237445831299,74.03,"Kuba",NA,198.083333333333,"2022"
2022-06-17 14:05:41,22.1001937866211,60.16,"Kuba",NA,163.333333333333,"2022"
2022-06-15 08:44:59,20.6546607971191,5.79,"Kuba",NA,16.8333333333333,"2022"
2022-06-22 08:03:17,23.6459135055542,104.15,"Kuba",NA,264.283333333333,"2022"
2022-06-23 11:47:45,19.4297693252563,58.82,"Kuba",NA,181.65,"2022"
2022-06-30 09:34:43,23.7007112503052,67.37,"Kuba",NA,170.55,"2022"
2022-07-01 08:18:38,17.7104690551758,59.1,"Kuba",NA,200.25,"2022"
2022-07-04 13:55:07,24.8691432952881,58.89,"Kuba",NA,142.083333333333,"2022"
2022-07-06 14:10:28,21.5520223617554,58.33,"Kuba",NA,162.4,"2022"
2022-07-07 12:26:47,21.1396179199219,58.82,"Kuba",NA,166.966666666667,"2022"
2022-07-12 13:06:59,21.1940706253052,59.85,"Kuba",NA,169.433333333333,"2022"
2022-07-13 09:54:20,18.1803663253784,59.03,"Kuba",NA,194.833333333333,"2022"
2022-08-01 14:59:54,20.5822969436646,57.61,"Kuba",NA,167.95,"2022"
2022-08-02 10:15:58,18.4123718261719,55.79,"Kuba",NA,181.816666666667,"2022"
2022-08-03 15:01:19,20.2125452041626,57.49,"Kuba",NA,170.666666666667,"2022"
2022-08-14 12:57:28,13.027781867981,45.12,"Kuba",NA,207.833333333333,"2022"
2022-08-16 08:42:55,20.8564916610718,66.13,"Kuba",NA,190.266666666667,"2022"
2022-08-17 10:43:17,21.6112146377563,65.38,"Kuba",NA,181.516666666667,"2022"
2022-08-18 09:43:44,20.0026960372925,63.85,"Kuba",NA,191.55,"2022"
2022-08-19 10:41:37,21.1301593780518,48.7,"Kuba",NA,138.283333333333,"2022"
2022-08-29 09:34:07,17.2753744125366,80.25,"Kuba",NA,278.75,"2022"
2022-09-01 13:03:03,18.2886451721191,61.28,"Kuba",NA,201.05,"2022"
2022-09-02 14:05:25,21.2629737854004,57.45,"Kuba",NA,162.133333333333,"2022"
2022-09-05 10:45:11,25.1340923309326,150.28,"Kuba",NA,358.766666666667,"2022"
2022-09-08 11:51:00,20.7061437606812,61.25,"Kuba",NA,177.483333333333,"2022"
2022-09-14 10:46:29,17.0824047088623,61.71,"Kuba",NA,216.766666666667,"2022"
2022-09-22 09:52:20,14.2150992393494,75.53,"Kuba",NA,318.8,"2022"
2022-09-24 14:05:59,17.8993051528931,58.5,"Kuba",NA,196.1,"2022"
2022-10-01 15:19:18,18.0289506912231,27.23,"Kuba",NA,90.65,"2022"
2023-05-05 12:10:42,15.6279144287109,35.45,"Kuba",NA,136.116666666667,"2023"
2023-06-09 09:02:23,22.6872001647949,63.21,"Kuba",NA,167.166666666667,"2023"
2023-06-23 13:39:56,19.2032861709595,26.14,"Kuba",NA,81.6833333333333,"2023"
2023-06-26 13:15:00,17.4765237808228,68.77,"Kuba",NA,236.116666666667,"2023"
2023-07-04 12:29:55,24.4829412460327,63.28,"Kuba",NA,155.083333333333,"2023"
2023-07-11 08:33:37,23.7680213928223,62.93,"Kuba",NA,158.866666666667,"2023"
2023-07-14 16:15:45,21.8788776397705,36.59,"Kuba",NA,100.366666666667,"2023"
2023-07-24 13:04:50,17.3984539031982,51.72,"Kuba",NA,178.383333333333,"2023"
2023-08-02 08:31:42,19.1941383361816,101.46,"Kuba",NA,317.166666666667,"2023"
2023-08-10 11:55:02,20.1849266052246,90.21,"Kuba",NA,268.166666666667,"2023"
2023-08-22 12:40:58,17.2410575866699,60.98,"Kuba",NA,212.233333333333,"2023"
2023-09-25 11:47:31,22.2903018951416,59.74,"Kuba",NA,160.816666666667,"2023"
