"Date","Distance","AvgSpeed","DurationMinutes","Osoba","Year","Month","Day","Hour","Minute","Second","Type"
2022-07-06 14:10:28,58.33,21.5520223617554,162.4,"Kuba","2022","07","06","14","10","28","Medium"
2022-07-07 12:26:47,58.82,21.1396179199219,166.966666666667,"Kuba","2022","07","07","12","26","47","Medium"
2022-07-12 13:06:59,59.85,21.1940706253052,169.433333333333,"Kuba","2022","07","12","13","06","59","Medium"
2022-07-13 09:54:20,59.03,18.1803663253784,194.833333333333,"Kuba","2022","07","13","09","54","20","Medium"
2022-08-01 14:59:54,57.61,20.5822969436646,167.95,"Kuba","2022","08","01","14","59","54","Medium"
2022-08-02 10:15:58,55.79,18.4123718261719,181.816666666667,"Kuba","2022","08","02","10","15","58","Medium"
2022-08-03 15:01:19,57.49,20.2125452041626,170.666666666667,"Kuba","2022","08","03","15","01","19","Medium"
2022-08-14 12:57:28,45.12,13.027781867981,207.833333333333,"Kuba","2022","08","14","12","57","28","Medium"
2022-08-16 08:42:55,66.13,20.8564916610718,190.266666666667,"Kuba","2022","08","16","08","42","55","Medium"
2022-08-17 10:43:17,65.38,21.6112146377563,181.516666666667,"Kuba","2022","08","17","10","43","17","Medium"
2022-08-18 09:43:44,63.85,20.0026960372925,191.55,"Kuba","2022","08","18","09","43","44","Medium"
2022-08-19 10:41:37,48.7,21.1301593780518,138.283333333333,"Kuba","2022","08","19","10","41","37","Medium"
2022-08-29 09:34:07,80.25,17.2753744125366,278.75,"Kuba","2022","08","29","09","34","07","Long"
2022-09-01 13:03:03,61.28,18.2886451721191,201.05,"Kuba","2022","09","01","13","03","03","Medium"
2022-09-02 14:05:25,57.45,21.2629737854004,162.133333333333,"Kuba","2022","09","02","14","05","25","Medium"
2022-09-05 10:45:11,150.28,25.1340923309326,358.766666666667,"Kuba","2022","09","05","10","45","11","Long"
2022-09-08 11:51:00,61.25,20.7061437606812,177.483333333333,"Kuba","2022","09","08","11","51","00","Medium"
2022-09-14 10:46:29,61.71,17.0824047088623,216.766666666667,"Kuba","2022","09","14","10","46","29","Medium"
2022-09-22 09:52:20,75.53,14.2150992393494,318.8,"Kuba","2022","09","22","09","52","20","Long"
2022-09-24 14:05:59,58.5,17.8993051528931,196.1,"Kuba","2022","09","24","14","05","59","Medium"
2022-10-01 15:19:18,27.23,18.0289506912231,90.65,"Kuba","2022","10","01","15","19","18","Short"
2023-05-05 12:10:42,35.45,15.6279144287109,136.116666666667,"Kuba","2023","05","05","12","10","42","Short"
2023-06-09 09:02:23,63.21,22.6872001647949,167.166666666667,"Kuba","2023","06","09","09","02","23","Medium"
2023-06-23 13:39:56,26.14,19.2032861709595,81.6833333333333,"Kuba","2023","06","23","13","39","56","Short"
2023-06-26 13:15:00,68.77,17.4765237808228,236.116666666667,"Kuba","2023","06","26","13","15","00","Medium"
2023-07-04 12:29:55,63.28,24.4829412460327,155.083333333333,"Kuba","2023","07","04","12","29","55","Medium"
2023-07-11 08:33:37,62.93,23.7680213928223,158.866666666667,"Kuba","2023","07","11","08","33","37","Medium"
2023-07-14 16:15:45,36.59,21.8788776397705,100.366666666667,"Kuba","2023","07","14","16","15","45","Short"
2023-07-24 13:04:50,51.72,17.3984539031982,178.383333333333,"Kuba","2023","07","24","13","04","50","Medium"
2023-08-02 08:31:42,101.46,19.1941383361816,317.166666666667,"Kuba","2023","08","02","08","31","42","Long"
2023-08-10 11:55:02,90.21,20.1849266052246,268.166666666667,"Kuba","2023","08","10","11","55","02","Long"
2023-08-22 12:40:58,60.98,17.2410575866699,212.233333333333,"Kuba","2023","08","22","12","40","58","Medium"
2023-09-25 11:47:31,59.74,22.2903018951416,160.816666666667,"Kuba","2023","09","25","11","47","31","Medium"
2020-04-22 12:44:07,27.13,9.65480427046263,168.6,"Maciek","2020","04","22","12","44","07","Short"
2020-04-25 17:02:36,10.95,14.0534759358289,46.75,"Maciek","2020","04","25","17","02","36","Short"
2020-04-26 16:51:58,17.85,14.9407114624506,71.6833333333333,"Maciek","2020","04","26","16","51","58","Short"
2020-04-28 16:06:11,25.6,14.8095773742568,103.716666666667,"Maciek","2020","04","28","16","06","11","Short"
2020-04-29 16:31:07,19.12,16.1350210970464,71.1,"Maciek","2020","04","29","16","31","07","Short"
2020-05-03 14:01:40,10.8,14.071661237785,46.05,"Maciek","2020","05","03","14","01","40","Short"
2020-05-03 17:33:01,7.76,18.5621262458472,25.0833333333333,"Maciek","2020","05","03","17","33","01","Short"
2020-05-08 12:29:12,9.75,13.6948888021849,42.7166666666667,"Maciek","2020","05","08","12","29","12","Short"
2020-05-08 17:09:55,7.82,12.1606911447084,38.5833333333333,"Maciek","2020","05","08","17","09","55","Short"
2020-05-11 11:41:21,10,15.1706700379267,39.55,"Maciek","2020","05","11","11","41","21","Short"
2020-05-11 16:00:19,9.28,13.7030352748154,40.6333333333333,"Maciek","2020","05","11","16","00","19","Short"
2020-05-16 12:08:11,17.3,7.55000606134077,137.483333333333,"Maciek","2020","05","16","12","08","11","Short"
2020-05-16 15:43:15,18.51,12.411249767182,89.4833333333333,"Maciek","2020","05","16","15","43","15","Short"
2020-05-20 12:01:40,15.52,9.989629894511,93.2166666666667,"Maciek","2020","05","20","12","01","40","Short"
2020-05-20 16:22:41,9.31,18.5684210526316,30.0833333333333,"Maciek","2020","05","20","16","22","41","Short"
2020-05-28 15:04:58,5.51,13.4390243902439,24.6,"Maciek","2020","05","28","15","04","58","Short"
2020-05-28 17:01:44,6.91,6.15285678951274,67.3833333333333,"Maciek","2020","05","28","17","01","44","Short"
2020-05-29 10:45:49,30.21,10.9555757026292,165.45,"Maciek","2020","05","29","10","45","49","Short"
2020-05-29 15:00:20,33.36,11.6315738498789,172.083333333333,"Maciek","2020","05","29","15","00","20","Short"
2020-06-01 10:07:41,9.4,14.6113989637306,38.6,"Maciek","2020","06","01","10","07","41","Short"
2020-06-01 15:02:24,9.06,17.3674121405751,31.3,"Maciek","2020","06","01","15","02","24","Short"
2020-06-03 16:48:37,13.85,13.8307905686546,60.0833333333333,"Maciek","2020","06","03","16","48","37","Short"
2020-06-04 15:15:44,4.1,14.8192771084337,16.6,"Maciek","2020","06","04","15","15","44","Short"
2020-06-04 16:41:37,12.17,9.99133409350057,73.0833333333333,"Maciek","2020","06","04","16","41","37","Short"
2020-06-09 10:04:23,0,0,2.38333333333333,"Maciek","2020","06","09","10","04","23","Short"
2020-06-09 10:07:15,8.89,8.39119035133718,63.5666666666667,"Maciek","2020","06","09","10","07","15","Short"
2020-06-09 11:25:29,3.76,3.19094766619519,70.7,"Maciek","2020","06","09","11","25","29","Short"
2020-06-09 12:36:35,3.75,14.0625,16,"Maciek","2020","06","09","12","36","35","Short"
2020-06-10 09:45:50,0.84,1.57993730407524,31.9,"Maciek","2020","06","10","09","45","50","Short"
2020-06-10 10:21:37,9.68,8.448,68.75,"Maciek","2020","06","10","10","21","37","Short"
2020-06-10 15:43:05,9.56,9.88965517241379,58,"Maciek","2020","06","10","15","43","05","Short"
2020-06-10 16:41:29,7.5,13.094083414161,34.3666666666667,"Maciek","2020","06","10","16","41","29","Short"
2020-06-11 11:55:47,0.62,10.2857142857143,3.61666666666667,"Maciek","2020","06","11","11","55","47","Short"
2020-06-11 12:12:46,1.2,11.9667590027701,6.01666666666667,"Maciek","2020","06","11","12","12","46","Short"
2020-06-11 12:19:19,0.09,4.62857142857143,1.16666666666667,"Maciek","2020","06","11","12","19","19","Short"
2020-06-11 12:23:04,0.74,7.27868852459016,6.1,"Maciek","2020","06","11","12","23","04","Short"
2020-06-11 13:34:05,6.06,16.403007518797,22.1666666666667,"Maciek","2020","06","11","13","34","05","Short"
2020-06-11 15:35:30,2.05,12.7461139896373,9.65,"Maciek","2020","06","11","15","35","30","Short"
2020-06-13 16:57:21,17.3,8.83153715258083,117.533333333333,"Maciek","2020","06","13","16","57","21","Short"
2020-06-18 16:33:35,0.16,1.70919881305638,5.61666666666667,"Maciek","2020","06","18","16","33","35","Short"
2020-06-18 16:39:33,1.56,14.253807106599,6.56666666666667,"Maciek","2020","06","18","16","39","33","Short"
2020-06-18 17:03:38,3.04,16.4324324324324,11.1,"Maciek","2020","06","18","17","03","38","Short"
2020-07-01 12:48:41,4.14,10.2786206896552,24.1666666666667,"Maciek","2020","07","01","12","48","41","Short"
2020-07-01 13:45:57,2.76,11.265306122449,14.7,"Maciek","2020","07","01","13","45","57","Short"
2020-07-03 15:47:41,4.12,13.0105263157895,19,"Maciek","2020","07","03","15","47","41","Short"
2020-07-04 07:18:00,27.7,11.3151026892091,146.883333333333,"Maciek","2020","07","04","07","18","00","Short"
2020-07-04 15:13:18,0.98,1.99773499433749,29.4333333333333,"Maciek","2020","07","04","15","13","18","Short"
2020-07-04 16:55:32,1.52,6.51428571428571,14,"Maciek","2020","07","04","16","55","32","Short"
2020-07-04 17:25:08,12.7,12.9481733220051,58.85,"Maciek","2020","07","04","17","25","08","Short"
2020-07-05 15:40:53,10.24,14.0809778456837,43.6333333333333,"Maciek","2020","07","05","15","40","53","Short"
2020-07-10 13:01:15,7.22,10.7493796526055,40.3,"Maciek","2020","07","10","13","01","15","Short"
2020-07-11 09:30:33,9.84,10.3791385877527,56.8833333333333,"Maciek","2020","07","11","09","30","33","Short"
2020-07-11 10:56:06,1.9,20.4790419161677,5.56666666666667,"Maciek","2020","07","11","10","56","06","Short"
2020-07-17 08:36:34,30.69,10.3420387531592,178.05,"Maciek","2020","07","17","08","36","34","Short"
2020-07-17 16:44:38,17.74,13.2883895131086,80.1,"Maciek","2020","07","17","16","44","38","Short"
2020-07-20 12:03:57,10.46,12.4318256850446,50.4833333333333,"Maciek","2020","07","20","12","03","57","Short"
2020-07-22 08:22:03,4.64,12.6641394996209,21.9833333333333,"Maciek","2020","07","22","08","22","03","Short"
2020-07-22 09:02:53,5,18.0722891566265,16.6,"Maciek","2020","07","22","09","02","53","Short"
2020-07-23 13:42:43,5.99,10.6858275520317,33.6333333333333,"Maciek","2020","07","23","13","42","43","Short"
2020-07-23 15:35:12,15.14,12.0371024734982,75.4666666666667,"Maciek","2020","07","23","15","35","12","Short"
2020-07-24 09:00:38,15.24,10.9182089552239,83.75,"Maciek","2020","07","24","09","00","38","Short"
2020-07-24 12:12:21,2.64,4.38578680203046,36.1166666666667,"Maciek","2020","07","24","12","12","21","Short"
2020-07-24 13:21:14,5.94,10.4465070835369,34.1166666666667,"Maciek","2020","07","24","13","21","14","Short"
2020-07-24 17:54:03,8.99,16.1014925373134,33.5,"Maciek","2020","07","24","17","54","03","Short"
2020-07-26 16:20:40,14.96,10.0967379077615,88.9,"Maciek","2020","07","26","16","20","40","Short"
2020-07-27 13:12:30,5.38,11.7595628415301,27.45,"Maciek","2020","07","27","13","12","30","Short"
2020-07-27 15:22:07,9.03,18.1507537688442,29.85,"Maciek","2020","07","27","15","22","07","Short"
2020-07-28 13:35:34,11.3,12.6728971962617,53.5,"Maciek","2020","07","28","13","35","34","Short"
2020-07-28 16:52:50,14.57,12.1726618705036,71.8166666666667,"Maciek","2020","07","28","16","52","50","Short"
2020-08-02 13:47:30,35.53,11.6258862025086,183.366666666667,"Maciek","2020","08","02","13","47","30","Short"
2020-08-03 11:24:59,14.73,14.6042412558524,60.5166666666667,"Maciek","2020","08","03","11","24","59","Short"
2020-08-04 07:41:52,22.49,10.990090946111,122.783333333333,"Maciek","2020","08","04","07","41","52","Short"
2020-08-04 14:44:59,16.37,12.9977944419938,75.5666666666667,"Maciek","2020","08","04","14","44","59","Short"
2020-08-10 08:47:35,15.15,10.351110267603,87.8166666666667,"Maciek","2020","08","10","08","47","35","Short"
2020-08-10 17:22:36,18.59,14.2543130990415,78.25,"Maciek","2020","08","10","17","22","36","Short"
2020-08-11 15:13:45,4.11,12.2788381742739,20.0833333333333,"Maciek","2020","08","11","15","13","45","Short"
2020-08-11 17:30:18,4.32,14.3072677092916,18.1166666666667,"Maciek","2020","08","11","17","30","18","Short"
2020-08-12 13:32:31,44.1,11.7122832902988,225.916666666667,"Maciek","2020","08","12","13","32","31","Medium"
2020-08-14 12:44:20,6.07,16.4672192916353,22.1166666666667,"Maciek","2020","08","14","12","44","20","Short"
2020-08-14 20:43:03,7.2,13.6492890995261,31.65,"Maciek","2020","08","14","20","43","03","Short"
2020-08-18 17:10:34,18.71,14.3738796414853,78.1,"Maciek","2020","08","18","17","10","34","Short"
2020-08-19 12:51:29,0.99,11.7623762376238,5.05,"Maciek","2020","08","19","12","51","29","Short"
2020-08-19 13:25:20,7.42,14.1333333333333,31.5,"Maciek","2020","08","19","13","25","20","Short"
2020-08-28 11:05:55,21,10.9501738122827,115.066666666667,"Maciek","2020","08","28","11","05","55","Short"
2020-08-28 15:03:55,21.69,11.225416906268,115.933333333333,"Maciek","2020","08","28","15","03","55","Short"
2020-08-28 17:58:38,0.5,18,1.66666666666667,"Maciek","2020","08","28","17","58","38","Short"
2020-08-28 18:00:41,8.75,15.8770161290323,33.0666666666667,"Maciek","2020","08","28","18","00","41","Short"
2020-09-09 05:51:41,6.08,15.4032371569317,23.6833333333333,"Maciek","2020","09","09","05","51","41","Short"
2020-09-09 12:57:47,7.73,14.7628647214854,31.4166666666667,"Maciek","2020","09","09","12","57","47","Short"
2020-09-11 05:14:09,6.24,18.2485783915516,20.5166666666667,"Maciek","2020","09","11","05","14","09","Short"
2020-09-11 10:25:44,5.87,14.9448373408769,23.5666666666667,"Maciek","2020","09","11","10","25","44","Short"
2020-09-12 07:24:15,9.23,19.9927797833935,27.7,"Maciek","2020","09","12","07","24","15","Short"
2020-09-13 15:31:31,9.44,19.943661971831,28.4,"Maciek","2020","09","13","15","31","31","Short"
2020-09-14 05:20:24,6.21,19.6277436347673,18.9833333333333,"Maciek","2020","09","14","05","20","24","Short"
2020-09-14 12:53:37,7.73,15.8473804100228,29.2666666666667,"Maciek","2020","09","14","12","53","37","Short"
2020-09-16 06:01:44,6.19,19.2269197584124,19.3166666666667,"Maciek","2020","09","16","06","01","44","Short"
2020-09-16 12:54:53,6.94,15.7826910928617,26.3833333333333,"Maciek","2020","09","16","12","54","53","Short"
2020-09-23 05:54:07,6.12,17.1188811188811,21.45,"Maciek","2020","09","23","05","54","07","Short"
2020-09-23 12:56:35,6.88,17.429978888107,23.6833333333333,"Maciek","2020","09","23","12","56","35","Short"
2021-02-27 13:27:10,9.39,11.3360160965795,49.7,"Maciek","2021","02","27","13","27","10","Short"
2021-02-27 15:56:35,9.27,12.8700347088315,43.2166666666667,"Maciek","2021","02","27","15","56","35","Short"
2021-03-21 11:56:31,9.38,16.3288201160542,34.4666666666667,"Maciek","2021","03","21","11","56","31","Short"
2021-03-21 15:23:38,9.46,15.1225577264654,37.5333333333333,"Maciek","2021","03","21","15","23","38","Short"
2021-04-11 13:43:02,3.95,13.5816618911175,17.45,"Maciek","2021","04","11","13","43","02","Short"
2021-04-30 10:58:10,9.44,15.9175644028103,35.5833333333333,"Maciek","2021","04","30","10","58","10","Short"
2021-04-30 14:09:43,3.75,5.9445178335535,37.85,"Maciek","2021","04","30","14","09","43","Short"
2021-05-04 08:46:09,8.3,17.1822886716504,28.9833333333333,"Maciek","2021","05","04","08","46","09","Short"
2021-05-04 10:01:11,15.43,10.913163064833,84.8333333333333,"Maciek","2021","05","04","10","01","11","Short"
2021-05-16 14:43:48,6.79,11.8487639360155,34.3833333333333,"Maciek","2021","05","16","14","43","48","Short"
2021-05-16 15:25:15,15.82,10.4097971120453,91.1833333333333,"Maciek","2021","05","16","15","25","15","Short"
2021-05-16 17:18:55,6.15,10.9225456339418,33.7833333333333,"Maciek","2021","05","16","17","18","55","Short"
2021-06-05 10:33:58,7.64,16.8839779005525,27.15,"Maciek","2021","06","05","10","33","58","Short"
2021-06-05 11:06:07,5.22,9.84389732844421,31.8166666666667,"Maciek","2021","06","05","11","06","07","Short"
2021-06-05 14:08:29,12.13,8.1091922005571,89.75,"Maciek","2021","06","05","14","08","29","Short"
2021-06-05 18:30:14,7.69,13.0461828463713,35.3666666666667,"Maciek","2021","06","05","18","30","14","Short"
2021-06-11 05:23:05,6.25,17.3611111111111,21.6,"Maciek","2021","06","11","05","23","05","Short"
2021-06-11 10:24:11,1.26,11.7818181818182,6.41666666666667,"Maciek","2021","06","11","10","24","11","Short"
2021-06-11 10:46:05,5.77,13.2898272552783,26.05,"Maciek","2021","06","11","10","46","05","Short"
2021-06-12 10:09:33,6.31,12.1281366791244,31.2166666666667,"Maciek","2021","06","12","10","09","33","Short"
2021-06-17 05:10:54,6.21,17.2101616628176,21.65,"Maciek","2021","06","17","05","10","54","Short"
2021-06-17 13:33:18,8.19,14.5960396039604,33.6666666666667,"Maciek","2021","06","17","13","33","18","Short"
2021-06-18 05:20:13,6.21,17.9278267842823,20.7833333333333,"Maciek","2021","06","18","05","20","13","Short"
2021-06-18 10:16:56,2.26,10.0942928039702,13.4333333333333,"Maciek","2021","06","18","10","16","56","Short"
2021-06-18 13:41:51,5.91,12.530035335689,28.3,"Maciek","2021","06","18","13","41","51","Short"
2021-06-21 05:22:59,6.15,18.9717223650386,19.45,"Maciek","2021","06","21","05","22","59","Short"
2021-06-21 14:35:28,5.49,12.9007832898172,25.5333333333333,"Maciek","2021","06","21","14","35","28","Short"
2021-06-22 05:26:47,6.22,20.3563636363636,18.3333333333333,"Maciek","2021","06","22","05","26","47","Short"
2021-06-22 10:15:13,2.71,13.6256983240223,11.9333333333333,"Maciek","2021","06","22","10","15","13","Short"
2021-06-22 11:09:45,2.57,16.6702702702703,9.25,"Maciek","2021","06","22","11","09","45","Short"
2021-06-22 13:06:59,5.23,11.9089184060721,26.35,"Maciek","2021","06","22","13","06","59","Short"
2021-06-23 06:26:53,6.62,16.0918298446995,24.6833333333333,"Maciek","2021","06","23","06","26","53","Short"
2021-06-23 12:23:46,6.34,15.2566844919786,24.9333333333333,"Maciek","2021","06","23","12","23","46","Short"
2021-06-24 06:14:51,6.23,18.0434432823813,20.7166666666667,"Maciek","2021","06","24","06","14","51","Short"
2021-06-24 12:46:20,5.57,11.9570661896243,27.95,"Maciek","2021","06","24","12","46","20","Short"
2021-07-20 09:16:42,8.07,13.3388429752066,36.3,"Maciek","2021","07","20","09","16","42","Short"
2021-07-20 10:05:25,13.63,10.2631248692742,79.6833333333333,"Maciek","2021","07","20","10","05","25","Short"
2021-07-20 16:21:24,6.5,8.91768292682927,43.7333333333333,"Maciek","2021","07","20","16","21","24","Short"
2021-08-01 10:03:59,8.77,12.3521126760563,42.6,"Maciek","2021","08","01","10","03","59","Short"
2021-08-01 11:17:23,5.04,9.41567202906072,32.1166666666667,"Maciek","2021","08","01","11","17","23","Short"
2021-08-01 12:49:05,8.04,13.4937062937063,35.75,"Maciek","2021","08","01","12","49","05","Short"
2021-08-14 18:32:41,14.1,10.1662327258161,83.2166666666667,"Maciek","2021","08","14","18","32","41","Short"
2021-08-14 20:59:06,14.24,7.83613573830633,109.033333333333,"Maciek","2021","08","14","20","59","06","Short"
2022-03-15 14:07:53,3.6,11.8790100824931,18.1833333333333,"Maciek","2022","03","15","14","07","53","Short"
2022-03-15 15:53:30,4.05,9.62376237623762,25.25,"Maciek","2022","03","15","15","53","30","Short"
2022-03-18 06:17:20,6.27,14.8891820580475,25.2666666666667,"Maciek","2022","03","18","06","17","20","Short"
2022-03-18 11:44:48,6.23,10.1346588341618,36.8833333333333,"Maciek","2022","03","18","11","44","48","Short"
2022-03-21 13:55:39,5.84,14.1958136394328,24.6833333333333,"Maciek","2022","03","21","13","55","39","Short"
2022-03-21 16:24:03,3.58,10.1800947867299,21.1,"Maciek","2022","03","21","16","24","03","Short"
2022-03-22 06:16:31,5.85,16.5176470588235,21.25,"Maciek","2022","03","22","06","16","31","Short"
2022-03-22 12:25:14,5.97,13.2258461538462,27.0833333333333,"Maciek","2022","03","22","12","25","14","Short"
2022-03-23 06:23:45,6.16,15.9884643114636,23.1166666666667,"Maciek","2022","03","23","06","23","45","Short"
2022-03-23 13:16:54,6.26,13.3349112426035,28.1666666666667,"Maciek","2022","03","23","13","16","54","Short"
2022-03-24 06:21:27,6.09,15.3744740532959,23.7666666666667,"Maciek","2022","03","24","06","21","27","Short"
2022-03-24 13:24:08,6.63,17.2831281679942,23.0166666666667,"Maciek","2022","03","24","13","24","08","Short"
2022-03-28 05:23:56,6.13,17.5421303656598,20.9666666666667,"Maciek","2022","03","28","05","23","56","Short"
2022-03-28 16:11:48,5.97,15.9554565701559,22.45,"Maciek","2022","03","28","16","11","48","Short"
2022-05-07 08:05:03,9.16,16.2924901185771,33.7333333333333,"Maciek","2022","05","07","08","05","03","Short"
2022-05-07 13:22:18,8.85,19.2159227985525,27.6333333333333,"Maciek","2022","05","07","13","22","18","Short"
2022-05-12 08:28:51,9.17,20.8277602523659,26.4166666666667,"Maciek","2022","05","12","08","28","51","Short"
2022-05-12 11:07:31,9.27,18.1566920565832,30.6333333333333,"Maciek","2022","05","12","11","07","31","Short"
2022-05-23 11:39:06,12.44,13.5176577120435,55.2166666666667,"Maciek","2022","05","23","11","39","06","Short"
2022-06-03 12:09:42,58.15,13.0243265102968,267.883333333333,"Maciek","2022","06","03","12","09","42","Medium"
2022-06-09 09:43:59,17.9,13.7987152034261,77.8333333333333,"Maciek","2022","06","09","09","43","59","Short"
2022-06-09 13:46:31,5.4,12.8741721854305,25.1666666666667,"Maciek","2022","06","09","13","46","31","Short"
