"","lat","lon","ele","activity_date","distance","time","mean_speed","min_max"
"45",52.18763,21.133017,81.4,"Aug 31, 2021, 7:50:20 AM",108.77,20754,5.24120664596558,"min"
"46",51.40174,21.15904,171.3,"Aug 31, 2021, 7:50:20 AM",108.77,20754,5.24120664596558,"max"
"47",52.187635,21.133078,81.4,"Sep 8, 2021, 1:54:52 PM",57.72,9493,6.08114385604858,"min"
"48",51.986092,21.214473,119.4,"Sep 8, 2021, 1:54:52 PM",57.72,9493,6.08114385604858,"max"
"49",52.187604,21.133091,81.4,"Sep 17, 2021, 2:50:55 PM",28.56,4040,7.07123756408691,"min"
"50",51.986372,21.213954,119.5,"Sep 17, 2021, 2:50:55 PM",28.56,4040,7.07123756408691,"max"
"51",52.131451,21.168178,84.1,"Sep 17, 2021, 4:31:18 PM",20,3420,5.84906435012817,"min"
"52",51.986406,21.214074,119.4,"Sep 17, 2021, 4:31:18 PM",20,3420,5.84906435012817,"max"
"53",52.187707,21.133095,81.4,"Oct 9, 2021, 10:56:34 AM",52.22,9383,5.5657787322998,"min"
"54",51.986452,21.213966,119.5,"Oct 9, 2021, 10:56:34 AM",52.22,9383,5.5657787322998,"max"
"55",52.187694,21.132771,80.7,"Mar 29, 2022, 6:15:12 AM",7.69,1413,5.44701337814331,"min"
"56",52.215234,21.094128,91.7,"Mar 29, 2022, 6:15:12 AM",7.69,1413,5.44701337814331,"max"
"57",52.187648,21.132676,80.7,"Mar 29, 2022, 12:10:37 PM",14.41,2608,5.52687501907349,"min"
"58",52.224631,21.014473,115.8,"Mar 29, 2022, 12:10:37 PM",14.41,2608,5.52687501907349,"max"
"59",52.187648,21.132699,80.7,"Mar 30, 2022, 5:09:18 AM",14.3,2729,5.24021625518799,"min"
"60",52.224614,21.004973,116.8,"Mar 30, 2022, 5:09:18 AM",14.3,2729,5.24021625518799,"max"
"61",52.187636,21.132642,80.7,"Mar 30, 2022, 1:04:18 PM",14.48,2752,5.26433515548706,"min"
"62",52.218854,21.015063,115.8,"Mar 30, 2022, 1:04:18 PM",14.48,2752,5.26433515548706,"max"
"63",52.187667,21.13269,80.7,"Apr 7, 2022, 4:38:58 AM",14.04,2443,5.74880886077881,"min"
"64",52.225106,21.003961,116.2,"Apr 7, 2022, 4:38:58 AM",14.04,2443,5.74880886077881,"max"
"65",52.187684,21.132618,80.7,"Apr 7, 2022, 2:16:00 PM",12.39,2081,5.95508432388306,"min"
"66",52.211756,21.013462,112.7,"Apr 7, 2022, 2:16:00 PM",12.39,2081,5.95508432388306,"max"
"67",52.187689,21.132711,80.7,"Apr 13, 2022, 5:02:03 AM",14.09,2779,5.07268095016479,"min"
"68",52.224571,21.004004,116.1,"Apr 13, 2022, 5:02:03 AM",14.09,2779,5.07268095016479,"max"
"69",52.187645,21.132594,80.7,"Apr 13, 2022, 3:22:56 PM",7.25,1360,5.3367280960083,"min"
"70",52.214905,21.093605,91.8,"Apr 13, 2022, 3:22:56 PM",7.25,1360,5.3367280960083,"max"
"71",52.285909,21.000719,78.4,"May 4, 2022, 1:38:51 PM",44.22,6772,6.5301628112793,"min"
"72",52.161248,21.143666,99,"May 4, 2022, 1:38:51 PM",44.22,6772,6.5301628112793,"max"
"73",52.187639,21.132733,80.7,"May 6, 2022, 2:19:16 PM",41.78,8216,5.08515691757202,"min"
"74",52.16125,21.143699,99,"May 6, 2022, 2:19:16 PM",41.78,8216,5.08515691757202,"max"
"75",52.187569,21.132778,80.7,"May 11, 2022, 2:02:26 PM",60.03,10763,5.57796907424927,"min"
"76",51.986419,21.214067,119.5,"May 11, 2022, 2:02:26 PM",60.03,10763,5.57796907424927,"max"
"77",52.285898,21.000846,78.4,"May 19, 2022, 12:45:16 PM",100.05,15024,6.65937995910645,"min"
"78",51.985763,21.216546,121.2,"May 19, 2022, 12:45:16 PM",100.05,15024,6.65937995910645,"max"
"79",52.187691,21.132738,80.7,"May 20, 2022, 7:45:43 AM",39.17,7773,5.04005146026611,"min"
"80",52.1617,21.143963,98.8,"May 20, 2022, 7:45:43 AM",39.17,7773,5.04005146026611,"max"
"81",52.186829,21.149076,84.8,"May 24, 2022, 7:59:38 AM",12.69,2795,4.54003190994263,"min"
"82",52.130056,21.243097,99.8,"May 24, 2022, 7:59:38 AM",12.69,2795,4.54003190994263,"max"
"83",52.187599,21.132759,80.7,"May 31, 2022, 9:50:39 AM",65.01,13904,4.67569255828857,"min"
"84",51.98641,21.214118,119.9,"May 31, 2022, 9:50:39 AM",65.01,13904,4.67569255828857,"max"
"85",52.187707,21.132763,80.7,"Jun 1, 2022, 10:52:13 AM",24.48,4192,5.84138584136963,"min"
"86",52.218721,21.025892,112.9,"Jun 1, 2022, 10:52:13 AM",24.48,4192,5.84138584136963,"max"
"87",52.162077,21.146462,79,"May 30, 2022, 11:53:51 AM",25.5,4698,5.42959547042847,"min"
"88",52.233485,21.019488,112,"May 30, 2022, 11:53:51 AM",25.5,4698,5.42959547042847,"max"
"89",52.190974,21.136792,79.9,"Jun 2, 2022, 9:36:16 AM",105.94,17684,5.99086093902588,"min"
"90",51.986257,21.21397,119.9,"Jun 2, 2022, 9:36:16 AM",105.94,17684,5.99086093902588,"max"
"91",52.187706,21.132645,80.7,"Jun 3, 2022, 1:49:01 PM",26.87,4436,6.05713748931885,"min"
"92",52.224632,21.014513,115.8,"Jun 3, 2022, 1:49:01 PM",26.87,4436,6.05713748931885,"max"
"93",52.187643,21.132654,80.7,"Jun 7, 2022, 11:48:53 AM",60.28,10868,5.54719543457031,"min"
"94",51.986107,21.21456,119.1,"Jun 7, 2022, 11:48:53 AM",60.28,10868,5.54719543457031,"max"
"95",52.187639,21.132742,80.7,"Jun 11, 2022, 8:20:04 AM",58.29,12651,4.60797166824341,"min"
"96",51.98651,21.21387,120,"Jun 11, 2022, 8:20:04 AM",58.29,12651,4.60797166824341,"max"
"97",52.187479,21.131475,81.3,"Jun 12, 2022, 3:00:05 PM",60,8253,7.27107095718384,"min"
"98",51.986294,21.213975,119.3,"Jun 12, 2022, 3:00:05 PM",60,8253,7.27107095718384,"max"
"99",52.187625,21.132632,80.7,"Jun 14, 2022, 6:26:08 AM",29.17,5030,5.79914283752441,"min"
"100",52.105615,21.26181,95.4,"Jun 14, 2022, 6:26:08 AM",29.17,5030,5.79914283752441,"max"
"101",52.187634,21.132812,80.7,"Jun 16, 2022, 1:49:18 PM",74.03,11885,6.2288179397583,"min"
"102",51.915656,21.219295,119.4,"Jun 16, 2022, 1:49:18 PM",74.03,11885,6.2288179397583,"max"
"103",52.18765,21.132784,80.7,"Jun 17, 2022, 2:05:41 PM",60.16,9800,6.13894271850586,"min"
"104",51.986075,21.21462,119.1,"Jun 17, 2022, 2:05:41 PM",60.16,9800,6.13894271850586,"max"
"105",52.187648,21.132811,80.7,"Jun 15, 2022, 8:44:59 AM",5.79,1010,5.73740577697754,"min"
"106",52.161564,21.143417,98.8,"Jun 15, 2022, 8:44:59 AM",5.79,1010,5.73740577697754,"max"
"107",52.187565,21.132758,80.7,"Jun 22, 2022, 8:03:17 AM",104.15,15857,6.56830930709839,"min"
"108",51.845747,21.199089,124.5,"Jun 22, 2022, 8:03:17 AM",104.15,15857,6.56830930709839,"max"
"109",52.187609,21.132803,80.7,"Jun 23, 2022, 11:47:45 AM",58.82,10899,5.39715814590454,"min"
"110",51.9864,21.213953,119.6,"Jun 23, 2022, 11:47:45 AM",58.82,10899,5.39715814590454,"max"
"111",52.161976,21.146473,79,"Jun 30, 2022, 9:34:43 AM",67.37,10233,6.58353090286255,"min"
"112",51.985379,21.216514,118.7,"Jun 30, 2022, 9:34:43 AM",67.37,10233,6.58353090286255,"max"
"113",52.187642,21.132786,80.7,"Jul 1, 2022, 8:18:38 AM",59.1,12015,4.91957473754883,"min"
"114",51.986436,21.214111,119.6,"Jul 1, 2022, 8:18:38 AM",59.1,12015,4.91957473754883,"max"
"115",52.187447,21.131477,81.3,"Jul 4, 2022, 1:55:07 PM",58.89,8525,6.90809535980225,"min"
"116",51.986,21.214583,119.1,"Jul 4, 2022, 1:55:07 PM",58.89,8525,6.90809535980225,"max"
"117",52.187709,21.132689,80.7,"Jul 6, 2022, 2:10:28 PM",58.33,9744,5.98667287826538,"min"
"118",51.986101,21.214583,119.1,"Jul 6, 2022, 2:10:28 PM",58.33,9744,5.98667287826538,"max"
"119",52.187623,21.132782,80.7,"Jul 7, 2022, 12:26:47 PM",58.82,10018,5.87211608886719,"min"
"120",51.986397,21.214092,119.2,"Jul 7, 2022, 12:26:47 PM",58.82,10018,5.87211608886719,"max"
"121",52.18768,21.132757,80.7,"Jul 12, 2022, 1:06:59 PM",59.85,10166,5.88724184036255,"min"
"122",51.986041,21.214127,119.2,"Jul 12, 2022, 1:06:59 PM",59.85,10166,5.88724184036255,"max"
"123",52.187635,21.132783,80.7,"Jul 13, 2022, 9:54:20 AM",59.03,11690,5.05010175704956,"min"
"124",51.986374,21.213934,119.9,"Jul 13, 2022, 9:54:20 AM",59.03,11690,5.05010175704956,"max"
"125",52.187676,21.132596,80.7,"Aug 1, 2022, 2:59:54 PM",57.61,10077,5.71730470657349,"min"
"126",51.986183,21.213885,119.9,"Aug 1, 2022, 2:59:54 PM",57.61,10077,5.71730470657349,"max"
"127",52.437233,21.022703,77.5,"Aug 2, 2022, 10:15:58 AM",55.79,10909,5.11454772949219,"min"
"128",52.297016,20.995469,87.9,"Aug 2, 2022, 10:15:58 AM",55.79,10909,5.11454772949219,"max"
"129",52.187634,21.132749,80.7,"Aug 3, 2022, 3:01:19 PM",57.49,10240,5.61459589004517,"min"
"130",51.986413,21.214054,119.5,"Aug 3, 2022, 3:01:19 PM",57.49,10240,5.61459589004517,"max"
"131",52.18764,21.132784,80.7,"Aug 14, 2022, 12:57:28 PM",45.12,12470,3.61882829666138,"min"
"132",52.160604,21.029956,102.2,"Aug 14, 2022, 12:57:28 PM",45.12,12470,3.61882829666138,"max"
"133",52.18766,21.132782,80.7,"Aug 16, 2022, 8:42:55 AM",66.13,11416,5.79346990585327,"min"
"134",51.985836,21.214651,119.4,"Aug 16, 2022, 8:42:55 AM",66.13,11416,5.79346990585327,"max"
"135",52.187635,21.132747,80.7,"Aug 17, 2022, 10:43:17 AM",65.38,10891,6.00311517715454,"min"
"136",51.986437,21.214021,119.6,"Aug 17, 2022, 10:43:17 AM",65.38,10891,6.00311517715454,"max"
"137",52.18762,21.132749,80.7,"Aug 18, 2022, 9:43:44 AM",63.85,11493,5.55630445480347,"min"
"138",51.986381,21.213875,119.9,"Aug 18, 2022, 9:43:44 AM",63.85,11493,5.55630445480347,"max"
"139",52.436673,21.02475,75.5,"Aug 19, 2022, 10:41:37 AM",48.7,8297,5.86948871612549,"min"
"140",52.297082,20.995398,87.9,"Aug 19, 2022, 10:41:37 AM",48.7,8297,5.86948871612549,"max"
"141",52.18764,21.132781,80.7,"Aug 29, 2022, 9:34:07 AM",80.25,16725,4.79871511459351,"min"
"142",51.986352,21.213943,119.9,"Aug 29, 2022, 9:34:07 AM",80.25,16725,4.79871511459351,"max"
"143",52.18763,21.132801,80.7,"Sep 1, 2022, 1:03:03 PM",61.28,12063,5.08017921447754,"min"
"144",51.986347,21.213882,119.9,"Sep 1, 2022, 1:03:03 PM",61.28,12063,5.08017921447754,"max"
"145",52.187619,21.132785,80.7,"Sep 2, 2022, 2:05:25 PM",57.45,9728,5.90638160705566,"min"
"146",51.98598,21.213865,119.5,"Sep 2, 2022, 2:05:25 PM",57.45,9728,5.90638160705566,"max"
"147",52.28544,21.00097,78.4,"Sep 5, 2022, 10:45:11 AM",150.28,21526,6.98169231414795,"min"
"148",51.845715,21.19911,124.5,"Sep 5, 2022, 10:45:11 AM",150.28,21526,6.98169231414795,"max"
"149",52.18763,21.132787,80.7,"Sep 8, 2022, 11:51:00 AM",61.25,10649,5.75170660018921,"min"
"150",51.986401,21.213915,119.9,"Sep 8, 2022, 11:51:00 AM",61.25,10649,5.75170660018921,"max"
"151",52.187683,21.132754,80.7,"Sep 14, 2022, 10:46:29 AM",61.71,13006,4.74511241912842,"min"
"152",51.986332,21.213966,119.3,"Sep 14, 2022, 10:46:29 AM",61.71,13006,4.74511241912842,"max"
"153",52.187632,21.132788,80.7,"Sep 22, 2022, 9:52:20 AM",75.53,19128,3.94863867759705,"min"
"154",51.986373,21.213924,119.7,"Sep 22, 2022, 9:52:20 AM",75.53,19128,3.94863867759705,"max"
"155",52.18764,21.132765,80.7,"Sep 24, 2022, 2:05:59 PM",58.5,11766,4.97202920913696,"min"
"156",51.986018,21.214536,119.1,"Sep 24, 2022, 2:05:59 PM",58.5,11766,4.97202920913696,"max"
"157",52.277813,20.997427,80.2,"Oct 1, 2022, 3:19:18 PM",27.23,5439,5.0080418586731,"min"
"158",52.161699,21.144042,98.8,"Oct 1, 2022, 3:19:18 PM",27.23,5439,5.0080418586731,"max"
"159",52.150731,21.098576,81.3,"May 5, 2023, 12:10:42 PM",35.45,8167,4.34108734130859,"min"
"160",52.161732,21.14434,98.6,"May 5, 2023, 12:10:42 PM",35.45,8167,4.34108734130859,"max"
"161",52.187397,21.132047,81.3,"Jun 9, 2023, 9:02:23 AM",63.21,10030,6.30200004577637,"min"
"162",51.986437,21.214005,119.5,"Jun 9, 2023, 9:02:23 AM",63.21,10030,6.30200004577637,"max"
"163",52.207915,21.060472,80.9,"Jun 23, 2023, 1:39:56 PM",26.14,4901,5.33424615859985,"min"
"164",52.220631,21.010819,121.4,"Jun 23, 2023, 1:39:56 PM",26.14,4901,5.33424615859985,"max"
"165",52.187405,21.132045,81.3,"Jun 26, 2023, 1:15:00 PM",68.77,14167,4.85458993911743,"min"
"166",51.98595,21.214218,119.2,"Jun 26, 2023, 1:15:00 PM",68.77,14167,4.85458993911743,"max"
"167",52.187407,21.132038,81.3,"Jul 4, 2023, 12:29:55 PM",63.28,9305,6.80081701278687,"min"
"168",51.986104,21.214663,119.1,"Jul 4, 2023, 12:29:55 PM",63.28,9305,6.80081701278687,"max"
"169",52.187398,21.132013,81.3,"Jul 11, 2023, 8:33:37 AM",62.93,9532,6.60222816467285,"min"
"170",51.985885,21.214345,119.2,"Jul 11, 2023, 8:33:37 AM",62.93,9532,6.60222816467285,"max"
"171",52.285397,21.000971,78.4,"Jul 14, 2023, 4:15:45 PM",36.59,6022,6.07746601104736,"min"
"172",52.214599,21.093055,91.8,"Jul 14, 2023, 4:15:45 PM",36.59,6022,6.07746601104736,"max"
"173",52.187635,21.132775,81.4,"Jul 24, 2023, 1:04:50 PM",51.72,10703,4.83290386199951,"min"
"174",51.986123,21.214385,119.1,"Jul 24, 2023, 1:04:50 PM",51.72,10703,4.83290386199951,"max"
"175",52.285897,21.000693,78.6,"Aug 2, 2023, 8:31:42 AM",101.46,19030,5.33170509338379,"min"
"176",51.986107,21.214636,119.1,"Aug 2, 2023, 8:31:42 AM",101.46,19030,5.33170509338379,"max"
"177",52.210889,21.087001,80.9,"Aug 10, 2023, 11:55:02 AM",90.21,16090,5.60692405700684,"min"
"178",51.986377,21.214011,119.5,"Aug 10, 2023, 11:55:02 AM",90.21,16090,5.60692405700684,"max"
"179",52.187693,21.132916,81.4,"Aug 22, 2023, 12:40:58 PM",60.98,12734,4.78918266296387,"min"
"180",51.986394,21.214098,119.4,"Aug 22, 2023, 12:40:58 PM",60.98,12734,4.78918266296387,"max"
"181",52.187616,21.133559,81.4,"Sep 25, 2023, 11:47:31 AM",59.74,9649,6.19175052642822,"min"
"182",51.986131,21.214776,119.1,"Sep 25, 2023, 11:47:31 AM",59.74,9649,6.19175052642822,"max"
