,Imie,Rozszerzenie,Nazwa_pliku,Data_utworzenia,Data_ostatniej_modefikacji,Liczba_linii,Liczba_wierszy,Liczba_znaków,abstract,assert,boolean,break,byte,case,catch,char,class,continue,default,do,double,else,enum,extends,final,finally,for,if,implements,import,instanceof,int,interface,long,native,new,package,private,protected,public,return,short,static,super,switch,synchronized,this,throw,throws,transient,try,void,volatile,while,exports,module,non-sealed,open,opens,permits,provides,record,requires,sealed,to,transitive,uses,var,with,yield,true,false,null,liczba_znakow_w_komantarzu_w_linii,liczba_komentarzy_w_linii,liczba_znakow_w_komentarzu_w_bloku,liczba_komentarzy_w_bloku,Najdluzszy_wyraz
18,Mikolaj,java,BagazGlowny.java,2024-01-24,2023-04-25,8,14,126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BagazGlowny
19,Mikolaj,java,BagazPodreczny.java,2024-01-24,2023-04-25,9,14,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BagazPodreczny
20,Mikolaj,java,BarData.java,2024-01-24,2024-01-21,265,841,6050,0,0,1,0,0,0,0,0,1,0,0,43,21,1,1,0,8,0,30,15,1,3,0,8,0,5,0,2,1,0,13,29,22,0,6,0,0,0,40,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,11,1,3,14,GregorianCalendar
21,Mikolaj,java,BasicTextCell.java,2024-01-24,2024-01-22,25,65,815,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,4,0,0,0,0,0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,1,0,0,Ustawienie
22,Mikolaj,java,Baton.java,2024-01-24,2023-04-23,9,18,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CialaStale
23,Mikolaj,java,Bilet.java,2024-01-24,2023-04-25,20,48,393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miejsceWRzedzie
24,Mikolaj,java,BlednyRok.java,2024-01-24,2023-05-23,11,22,203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,constructor
25,Mikolaj,java,Blowable.java,2024-01-24,2023-03-30,5,10,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,interface
26,Mikolaj,java,Bocian.java,2024-01-24,2023-11-20,11,20,299,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PokladowyDziennikTechniczny
27,Mikolaj,java,Bozena.java,2024-01-24,2023-03-30,22,57,506,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,implements
28,Mikolaj,java,BuildBars.java,2024-01-24,2024-01-21,76,230,2675,0,0,0,0,0,0,1,0,1,0,0,5,5,0,0,0,0,0,2,7,0,8,0,1,0,2,0,6,1,1,0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,GregorianCalendar
29,Mikolaj,java,But.java,2024-01-24,2023-04-03,21,38,335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SuwenirNiewartosciowy
30,Mikolaj,java,Butelka.java,2024-01-24,2023-04-03,32,62,592,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SuwenirNiewartosciowy
31,Mikolaj,java,ButtonMan.java,2024-01-24,2023-11-27,35,61,694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,7,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MafiaWorker
32,Mikolaj,java,CandleStickChart.java,2024-01-24,2024-01-22,478,1596,18710,0,0,1,0,0,0,0,0,3,0,0,21,15,8,0,3,14,0,23,27,0,23,3,9,0,0,0,33,1,17,15,12,3,0,2,1,0,0,10,0,0,0,0,16,0,1,0,0,0,1,0,0,0,0,0,0,24,0,0,0,7,0,5,2,14,721,20,0,10,CandleStickChart
33,Mikolaj,java,Cat (2).java,2024-01-24,2023-04-03,10,19,169,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,currentToothObject
34,Mikolaj,java,Cat.java,2024-01-24,2023-03-21,10,19,169,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,currentToothObject
35,Mikolaj,java,Celnik.java,2024-01-24,2023-04-24,41,91,1061,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,3,0,4,1,2,0,0,0,0,1,0,4,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PrzejscieGraniczne
36,Mikolaj,java,Certyfikat.java,2024-01-24,2023-04-23,18,25,242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Certyfikat
37,Mikolaj,java,Chalkolit.java,2024-01-24,2023-04-02,14,23,278,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RadioaktywneObiektyKopalniane
38,Mikolaj,java,ChaotycznyOperator.java,2024-01-24,2023-04-04,21,58,588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChaotycznyOperator
39,Mikolaj,java,Chassis.java,2024-01-24,2023-03-30,9,18,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
40,Mikolaj,java,CialaStale.java,2024-01-24,2023-04-23,18,39,347,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CialaStale
41,Mikolaj,java,Circle.java,2024-01-24,2023-06-12,63,155,1649,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,2,0,4,0,3,0,0,0,0,1,3,0,5,1,0,1,1,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,AtomicBoolean
42,Mikolaj,java,ColoredPercentageTableCell.java,2024-01-24,2024-01-22,30,94,1071,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,2,0,5,0,0,0,0,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,101,2,0,0,protected
43,Mikolaj,java,Company.java,2024-01-24,2023-03-27,39,142,1090,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,firstNames
44,Mikolaj,java,Controller.java,2024-01-24,2023-11-27,19,31,325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MafiaWorker
45,Mikolaj,java,Currency.java,2024-01-24,2024-01-21,68,143,1263,0,0,1,0,0,0,0,0,1,0,0,9,9,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,1,6,0,10,11,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,emptyField
46,Mikolaj,java,CurrencyFilterService.java,2024-01-24,2024-01-21,25,57,679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,1,0,0,CurrencyFilterService
47,Mikolaj,java,CurrencyStatisticsService.java,2024-01-24,2024-01-21,50,137,1945,0,0,0,0,0,0,1,0,1,0,0,3,3,1,0,0,0,0,1,4,0,10,0,0,0,0,0,5,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CurrencyStatisticsService
48,Mikolaj,java,Czlowiek.java,2024-01-24,2023-04-25,5,8,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abstract
49,Mikolaj,java,CzlowiekzZewnatrz.java,2024-01-24,2023-04-24,21,59,483,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CzlowiekzZewnatrz
50,Mikolaj,java,DataTablesProcessor.java,2024-01-24,2024-01-21,42,89,1658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,7,0,0,0,0,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,DataTablesProcessor
51,Mikolaj,java,DecimalAxisFormatter.java,2024-01-24,2024-01-21,32,64,774,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1,0,3,0,0,0,0,0,2,1,0,1,5,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DecimalAxisFormatter
52,Mikolaj,java,Demonstrator (10).java,2024-01-24,2023-11-20,15,29,246,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,Demonstrator
53,Mikolaj,java,Demonstrator (11).java,2024-01-24,2023-11-13,53,178,3329,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,8,0,10,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,4,0,0,czterySmiglowceONajwiekszymZasiegu
54,Mikolaj,java,Demonstrator (12).java,2024-01-24,2023-05-19,35,98,1449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kolekcjaZdarzenLotniczych
55,Mikolaj,java,Demonstrator (13).java,2024-01-24,2023-05-18,28,72,1191,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kolekcjaPodejrzanychKwitow
56,Mikolaj,java,Demonstrator (14).java,2024-01-24,2023-04-23,12,22,216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
57,Mikolaj,java,Demonstrator (15).java,2024-01-24,2023-04-24,15,24,327,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PrzejscieGraniczne
58,Mikolaj,java,Demonstrator (16).java,2024-01-24,2023-04-03,23,55,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WycinekDnaZeZliczaniemWywolan
59,Mikolaj,java,Demonstrator (2).java,2024-01-24,2023-04-24,13,22,237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
60,Mikolaj,java,Demonstrator (3).java,2024-01-24,2023-03-31,21,65,781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,MuchomorKolczastoglowy
61,Mikolaj,java,Demonstrator (4).java,2024-01-24,2023-05-21,23,48,782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wyizolowaneKebaby
62,Mikolaj,java,Demonstrator (5).java,2024-01-24,2023-04-02,11,30,276,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
63,Mikolaj,java,Demonstrator (6).java,2024-01-24,2023-05-16,10,19,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
64,Mikolaj,java,Demonstrator (7).java,2024-01-24,2023-05-23,18,40,549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OccurencesParser
65,Mikolaj,java,Demonstrator (8).java,2024-01-24,2023-11-27,50,132,1590,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,160,5,0,0,InvocationTargetException
66,Mikolaj,java,Demonstrator (9).java,2024-01-24,2023-10-30,21,46,793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DepartamentOperacjiSpecjalnych
67,Mikolaj,java,Demonstrator.java,2024-01-24,2023-04-24,9,20,176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
68,Mikolaj,java,Departament.java,2024-01-24,2023-10-30,33,73,817,2,0,0,0,0,0,0,0,3,0,0,1,0,1,1,3,0,0,0,3,0,1,0,1,0,0,0,0,1,1,6,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,transactionSummary
69,Mikolaj,java,DepartamentHandlowy.java,2024-01-24,2023-10-30,38,72,736,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0,3,1,1,0,4,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DepartamentHandlowy
