,Imie,Rozszerzenie,Nazwa_pliku,Data_utworzenia,Data_ostatniej_modefikacji,Liczba_linii,Liczba_wierszy,Liczba_znaków,abstract,assert,boolean,break,byte,case,catch,char,class,continue,default,do,double,else,enum,extends,final,finally,for,if,implements,import,instanceof,int,interface,long,native,new,package,private,protected,public,return,short,static,super,switch,synchronized,this,throw,throws,transient,try,void,volatile,while,exports,module,non-sealed,open,opens,permits,provides,record,requires,sealed,to,transitive,uses,var,with,yield,true,false,null,liczba_znakow_w_komantarzu_w_linii,liczba_komentarzy_w_linii,liczba_znakow_w_komentarzu_w_bloku,liczba_komentarzy_w_bloku,Najdluzszy_wyraz
10,Malgosia,java,Dzwieki.java,2023-04-01,2023-04-03,5,9,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,interface
11,Malgosia,java,MetodyRozne.java,2023-04-01,2023-04-03,6,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MetodyRozne
12,Malgosia,java,Pole.java,2023-04-01,2023-04-03,61,169,1561,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,3,8,1,6,0,2,0,0,0,6,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,60,1,0,0,PrzeciwpiechotnaMina
13,Malgosia,java,ZniszczenieIZaglada.java,2023-04-01,2023-04-03,6,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZniszczenieIZaglada
14,Malgosia,java,Dyskoteka.java,2023-04-23,2023-04-24,63,152,1647,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,4,0,10,0,1,0,0,0,6,1,5,0,5,0,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2,0,0,MalyOchroniarz
15,Malgosia,java,Main.java,2023-04-23,2023-04-24,12,20,176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dyskoteka
16,Malgosia,java,DuzyOchroniarz.java,2023-04-23,2023-04-24,47,92,1186,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,0,8,1,0,0,0,0,2,1,1,0,4,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,37,1,0,0,DuzyOchroniarz
17,Malgosia,java,MalyOchroniarz.java,2023-04-23,2023-04-24,13,24,263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,MalyOchroniarz
18,Malgosia,java,Ochroniarz.java,2023-04-23,2023-04-24,39,91,976,1,0,1,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,1,1,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,RejestrObcych
19,Malgosia,java,RejestrObcych.java,2023-04-23,2023-04-23,24,40,447,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,RejestrObcych
20,Malgosia,java,Hol.java,2023-04-23,2023-04-23,25,63,642,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,6,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listaUczestnikow
21,Malgosia,java,Sala.java,2023-04-23,2023-04-23,47,97,1125,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,2,1,4,0,5,4,0,0,0,0,0,3,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ZaDuzoLudziException
22,Malgosia,java,ZaDuzoLudziException.java,2023-04-23,2023-04-23,8,18,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZaDuzoLudziException
23,Malgosia,java,OsobaZZewnatrz.java,2023-04-23,2023-04-23,11,21,289,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OsobaZZewnatrz
24,Malgosia,java,Student.java,2023-04-23,2023-04-23,9,14,204,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
25,Malgosia,java,Studentka.java,2023-04-23,2023-04-23,10,14,211,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Studentka
26,Malgosia,java,Uczestnik.java,2023-04-23,2023-04-23,114,202,2134,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,3,0,1,0,6,0,0,0,4,1,5,5,11,9,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,imionaMeskie
27,Malgosia,java,Main.java,2023-04-02,2023-04-02,12,21,232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ObiektyKopalne
28,Malgosia,java,package-info.java,2023-04-02,2023-04-02,1,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
29,Malgosia,java,ObiektyKopalne.java,2023-04-02,2023-04-02,19,28,286,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bazowaWartoscRynkowa
30,Malgosia,java,package-info.java,2023-04-02,2023-04-02,1,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
31,Malgosia,java,module-info.java,2023-03-06,2023-03-06,9,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,module
32,Malgosia,java,Dzdzownica.java,2023-03-13,2023-03-14,14,30,269,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dzdzownica
33,Malgosia,java,Environment.java,2023-03-13,2023-03-14,87,253,1792,0,0,0,0,0,0,0,0,1,0,0,10,0,3,0,0,2,0,5,5,0,1,5,14,0,0,0,10,1,0,0,5,2,0,2,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WODzdzownicy
34,Malgosia,java,Gleba.java,2023-03-13,2023-03-13,15,28,273,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glebaGestosc
35,Malgosia,java,Kret.java,2023-03-14,2023-03-14,41,78,900,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,1,1,4,0,0,0,2,1,0,0,3,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,losujMiejsce
36,Malgosia,java,Larwa.java,2023-03-13,2023-03-13,13,29,262,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,larwaMasa
37,Malgosia,java,Main.java,2023-03-13,2023-03-14,8,24,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environment
38,Malgosia,java,MoleMotion.java,2023-03-14,2023-03-14,10,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MoleMotion
39,Malgosia,java,ObiektyZiemne.java,2023-03-13,2023-03-13,9,16,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
40,Malgosia,java,Organizmy.java,2023-03-13,2023-03-13,12,20,173,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ObiektyZiemne
41,Malgosia,java,package-info.java,2023-03-13,2023-03-13,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
42,Malgosia,java,Demonstrator.java,2023-03-27,2023-03-27,8,14,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonstrator
43,Malgosia,java,Kot.java,2023-03-27,2023-03-27,10,19,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
44,Malgosia,java,Mazeby.java,2023-03-27,2023-03-27,11,21,175,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,protected
45,Malgosia,java,Mrówkojad.java,2023-03-27,2023-03-27,6,8,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mrówkojad
46,Malgosia,java,Pies.java,2023-03-27,2023-03-27,14,18,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
47,Malgosia,java,Zwierze.java,2023-03-27,2023-03-27,9,8,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abstract
48,Malgosia,java,Czlowiek.java,2023-05-22,2023-05-22,76,194,1566,1,0,7,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,1,4,0,3,0,6,0,0,0,1,1,5,0,11,11,0,0,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,15,1,0,0,WrongIdException
49,Malgosia,java,WrongIdException.java,2023-05-22,2023-05-22,9,14,153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WrongIdException
50,Malgosia,java,Kobieta.java,2023-05-22,2023-05-22,31,74,806,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,5,2,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WrongIdException
51,Malgosia,java,Main.java,2023-05-21,2023-05-22,25,42,588,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MyProcessor
52,Malgosia,java,Mezczyzna.java,2023-05-22,2023-05-22,31,77,828,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,5,2,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WrongIdException
53,Malgosia,java,MyParser.java,2023-05-22,2023-05-22,65,163,1839,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,3,0,0,0,4,1,2,0,2,3,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,WrongIdException
54,Malgosia,java,GetDataVisitor.java,2023-05-22,2023-05-22,26,40,486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,GetDataVisitor
55,Malgosia,java,MyProcessor.java,2023-05-22,2023-05-22,32,54,661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GetDataVisitor
56,Malgosia,java,VisitGetWomanData.java,2023-05-22,2023-05-22,11,21,279,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VisitGetWomanData
57,Malgosia,java,KebabCiasto.java,2023-05-21,2023-05-23,57,155,1416,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3,0,5,0,4,0,0,0,0,1,1,0,8,7,0,0,3,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,KebabCiasto
58,Malgosia,java,Kebab.java,2023-05-21,2023-05-21,76,173,1367,1,0,1,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,1,4,0,13,9,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,abstract
59,Malgosia,java,Mieso.java,2023-05-21,2023-05-21,7,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
60,Malgosia,java,Rozmiar.java,2023-05-21,2023-05-21,7,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
61,Malgosia,java,Main.java,2023-05-21,2023-05-21,26,42,588,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KebabProcessor
62,Malgosia,java,KebabParser.java,2023-05-21,2023-05-21,67,148,2024,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,5,1,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,KebabParser
63,Malgosia,java,GetKebabVisitor.java,2023-05-21,2023-05-21,32,54,735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,GetKebabVisitor
64,Malgosia,java,KebabProcessor.java,2023-05-21,2023-05-21,38,73,774,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GetKebabVisitor
65,Malgosia,java,KebabVisitor.java,2023-05-21,2023-05-21,12,21,290,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KebabVisitor
66,Malgosia,java,Dodatek.java,2023-05-21,2023-05-21,7,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
67,Malgosia,java,KebabTalerz.java,2023-05-21,2023-05-21,67,190,1708,0,0,4,0,0,0,0,0,1,0,0,13,1,0,0,1,1,0,0,3,0,5,0,4,0,0,0,0,1,2,0,10,8,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,KebabTalerz
68,Malgosia,java,Arrival.java,2023-05-20,2023-05-20,65,127,1325,0,0,4,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,3,0,4,0,3,0,0,0,0,1,3,0,10,7,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,package
69,Malgosia,java,CheckIn.java,2023-05-20,2023-05-20,22,44,490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,3,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WrongCheckInValueException
70,Malgosia,java,Departure.java,2023-05-20,2023-05-20,74,127,1314,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,1,3,0,10,7,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Departure
71,Malgosia,java,Status.java,2023-05-20,2023-05-20,6,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package
