ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date,year,month,day,week_number,day-name,Time(Minutes),SleepMinutes,CoffeeCups,EnergyLevelMorning,EnergyLevelEvening,Productivity,StepsCount,Meeting,Projects,Tests,NumberOfLecturesToday,SportActivity,WorkingHours,WeekDay,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
2023-11-22T15:39:50Z,0611wiki,android,0.0,PL,188.146.116.7,unknown,Hold Me Closer,Elton John,Hold Me Closer,spotify:track:72yP0DUlWPyH8P7IoxskwN,,,,backbtn,backbtn,True,1.0,False,1700667590.0,False,2023-11-22,2023,11,22,47,Wednesday,0.0,290,0,6,7,Medium,4712,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.08022268859391088,0.000198,0.75,0.634020618556701,0.25195708901130764,0.7249466950959487,0.23682310469314083,0.48348673524634544,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
2023-11-23T22:19:32Z,0611wiki,android,202245.0,PL,188.146.116.196,unknown,Hold Me Closer,Elton John,Hold Me Closer,spotify:track:72yP0DUlWPyH8P7IoxskwN,,,,trackdone,trackdone,True,0.0,False,1700777771.0,False,2023-11-23,2023,11,23,47,Thursday,3.37075,240,1,3,5,High,7614,1,2,0,1.0,0,8.0,Thursday,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.08022268859391088,0.000198,0.75,0.634020618556701,0.25195708901130764,0.7249466950959487,0.23682310469314083,0.48348673524634544,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
2023-11-23T22:36:36Z,0611wiki,android,545.0,PL,188.146.116.196,unknown,Hold Me Closer,Elton John,Hold Me Closer,spotify:track:72yP0DUlWPyH8P7IoxskwN,,,,backbtn,backbtn,True,1.0,False,1700778996.0,False,2023-11-23,2023,11,23,47,Thursday,0.00908,240,1,3,5,High,7614,1,2,0,1.0,0,8.0,Thursday,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.08022268859391088,0.000198,0.75,0.634020618556701,0.25195708901130764,0.7249466950959487,0.23682310469314083,0.48348673524634544,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
2023-11-26T18:11:07Z,0611wiki,android,202245.0,PL,188.146.118.156,unknown,Hold Me Closer,Elton John,Hold Me Closer,spotify:track:72yP0DUlWPyH8P7IoxskwN,,,,trackdone,trackdone,True,0.0,False,1701021898.0,False,2023-11-26,2023,11,26,47,Sunday,3.37075,320,0,6,8,Medium,6696,0,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.08022268859391088,0.000198,0.75,0.634020618556701,0.25195708901130764,0.7249466950959487,0.23682310469314083,0.48348673524634544,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
2023-12-04T12:36:27Z,0611wiki,android,202245.0,PL,188.146.124.219,unknown,Hold Me Closer,Elton John,Hold Me Closer,spotify:track:72yP0DUlWPyH8P7IoxskwN,,,,trackdone,trackdone,True,0.0,False,1701693185.0,False,2023-12-04,2023,12,4,49,Monday,3.37075,370,0,8,7,High,3860,0,0,1,2.0,0,2.0,Monday,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.08022268859391088,0.000198,0.75,0.634020618556701,0.25195708901130764,0.7249466950959487,0.23682310469314083,0.48348673524634544,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
2023-10-01T19:42:54Z,0611wiki,android,221520.0,PL,188.146.110.98,unknown,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,,,,trackdone,trackdone,True,0.0,False,1696189153.0,False,2023-10-01,2023,10,1,39,Sunday,3.692,480,0,7,10,High,9123,1,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.417, 'instrumentalness': 0, 'energy': 0.62, 'danceability': 0.715, 'liveness': 0.0822, 'loudness': -6.005, 'speechiness': 0.0484, 'valence': 0.172}",0.44882258492519,0.0,0.62,0.7164948453608246,0.0855320382719629,0.6098901098901098,0.08447653429602889,0.14347590687601514,2022-12-02,,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp
2023-11-19T21:32:13Z,0611wiki,android,221520.0,PL,188.146.250.69,unknown,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,,,,trackdone,trackdone,True,0.0,False,1700429311.0,False,2023-11-19,2023,11,19,46,Sunday,3.692,310,0,6,9,Medium,8702,0,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.417, 'instrumentalness': 0, 'energy': 0.62, 'danceability': 0.715, 'liveness': 0.0822, 'loudness': -6.005, 'speechiness': 0.0484, 'valence': 0.172}",0.44882258492519,0.0,0.62,0.7164948453608246,0.0855320382719629,0.6098901098901098,0.08447653429602889,0.14347590687601514,2022-12-02,,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp
2023-10-01T19:51:44Z,0611wiki,android,147007.0,PL,188.146.110.98,unknown,I Believe,KAMRAD,I Believe,spotify:track:2CewvqbfMOcnvYE3yayAJV,,,,trackdone,trackdone,True,0.0,False,1696189757.0,False,2023-10-01,2023,10,1,39,Sunday,2.45012,480,0,7,10,High,9123,1,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.124, 'instrumentalness': 0, 'energy': 0.681, 'danceability': 0.711, 'liveness': 0.262, 'loudness': -7.459, 'speechiness': 0.0263, 'valence': 0.775}",0.13340269700151952,0.0,0.681,0.7096219931271477,0.34618730066686,0.4906511399048712,0.004693140794223824,0.7964266377910125,2022-01-07,https://p.scdn.co/mp3-preview/621e6458eca5e9c1b86bd3052dfd474c9ff2a485?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273ddf35831041c5d3678215dcf,https://i.scdn.co/image/ab6761610000e5eb621d6145ebe2b0ba121a0c4f,https://open.spotify.com/album/0x89tPjR3KUl3KsG4Rlztv,https://open.spotify.com/artist/6zcWVbyNT0z94MBffsTJGP
2023-10-01T20:06:52Z,0611wiki,android,175173.0,PL,188.146.106.252,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,trackdone,logout,True,0.0,False,1696189904.0,False,2023-10-01,2023,10,1,39,Sunday,2.91955,480,0,7,10,High,9123,1,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-10-02T16:24:10Z,0611wiki,android,47078.0,PL,5.172.237.5,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,appload,trackdone,True,0.0,False,1696263799.0,False,2023-10-02,2023,10,2,40,Monday,0.78463,360,0,5,8,High,6079,0,0,0,4.0,0,4.0,Monday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-11-08T16:59:45Z,0611wiki,android,0.0,PL,31.0.126.191,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,backbtn,backbtn,True,1.0,False,1699462786.0,False,2023-11-08,2023,11,8,45,Wednesday,0.0,340,0,6,7,Medium,3703,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-11-08T16:49:51Z,0611wiki,android,221946.0,PL,31.0.126.191,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,trackdone,trackdone,True,0.0,False,1699461970.0,False,2023-11-08,2023,11,8,45,Wednesday,3.6991,340,0,6,7,Medium,3703,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-11-08T21:28:01Z,0611wiki,android,221946.0,PL,31.0.126.191,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,trackdone,trackdone,True,0.0,False,1699478659.0,False,2023-11-08,2023,11,8,45,Wednesday,3.6991,340,0,6,7,Medium,3703,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-11-08T21:28:12Z,0611wiki,android,0.0,PL,31.0.126.191,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,backbtn,backbtn,True,1.0,False,1699478892.0,False,2023-11-08,2023,11,8,45,Wednesday,0.0,340,0,6,7,Medium,3703,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
2023-11-08T21:44:36Z,0611wiki,android,221946.0,PL,31.0.126.191,unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,,,,trackdone,trackdone,True,0.0,False,1699479654.0,False,2023-11-08,2023,11,8,45,Wednesday,3.6991,340,0,6,7,Medium,3703,0,0,0,2.0,0,4.0,Wednesday,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.04943426267371642,0.0,0.939,0.45360824742268047,0.12873296607712384,0.7511891093980645,0.08122743682310471,0.6978884677855983,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
